GID_0,NAME_0,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,United States,6.550740559895857,6.297079171122462,6.824376873850265,7.380374816047801,7.1529287460550535,6.274281202043824,6.330588106113219,7.153690298371544,6.9521114159131185,6.612324202673084,6.664863126144741,6.38834048579776,6.83615710870311,6.975546545851866,6.2645745722595985,6.456243584957946,6.25167505631165,6.832903246026774,6.4280542362929936,6.720029635692224,6.526095744684771,6.107856226700473,6.14033054084337,6.723019575956504,6.575948158667539,6.1809469648546695,6.566681868528515,7.186304293368991,6.802679988316157,6.526110506862324,7.038342671918234,7.755218779911142,6.413514914868453,6.879240392306627,6.680347442340913,6.496140644029168,7.4712137546260635,7.641763601456883,7.26029953758147,6.847535650641656,7.421221606294296,7.451454487855334,6.968573718076375,7.030441290759238,7.220326792742384,7.336358346499291,6.665040696512089,7.236606092706907,8.145189349786344,7.315143110906784,7.613132205329511,7.6910721300065985,7.856223297691291,7.815773148710131,7.751864704980292,7.933846566737022,7.879797211665998,7.819899764917409,6.855964880057589,7.105511389075507,7.530957736404034,7.505847866829318,8.020989150629106,7.3031583668008535,7.736430993668378,8.474426421146532,8.968044445494153,8.39062951355784,8.184550617963245,8.030618441466965
