GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DEU,Germany,DEU.1_1,Baden-Württemberg,,,Land,State,8,DE.BW,8.94055512039752,9.041807782208517,8.645277913411485,9.077225550898826,8.24249985306353,8.376528676350935,7.457130121301735,9.023980995460812,8.874073424162711,9.562591807047548,8.963703833686012,9.671529247142672,7.9997682642053904,7.8584253946940335,8.953793815330243,8.10356405752679,9.133610449896935,9.206018348976437,8.69352210715968,8.430323961046028,8.470183874059623,8.877592129177538,8.454861365424284,8.64014177675603,9.175647989908873,9.141388900191723,8.904629573115619,9.274397786458351,8.367777336968336,8.798660815203661,8.218611229790605,8.98166653668441,9.673197400128421,9.821805572509794,8.75439874154552,8.606809234619169,8.975417214852817,8.842637775562451,9.837360918963418,10.108843174687157,10.087825323034243,9.245425584581193,10.088661306875744,9.901667107476149,11.202083135534243,10.120837148030617,9.064814080132399,10.344536929660398,10.23523313734269,10.250138289840152,10.95500010737669,10.264120285599338,10.809814848723255,10.60713503802267,9.737226246021436,9.550559404161262,10.28115997314456,10.437642245822502,10.044123727303983,10.058055990713635,8.91699357209385,10.798197682698586,10.069352015742567,9.510693981029391,9.966619816532855,8.91166881985138,9.301063650625744,9.23675859239369,10.19504643193,10.712413618299726
DEU,Germany,DEU.2_1,Bayern,Bavaria,,Freistaat,,9,DE.BY,8.707614799782101,8.673753780788871,8.02236080876105,8.662897293655982,7.600139236450208,7.639420728330279,6.850648427892632,8.502685236047839,8.26842700816969,8.877940114339216,8.364652464124916,8.986573932789014,7.314375319304314,7.247546768188499,8.132754827428764,7.365370333636278,8.474328966493985,8.612592456958936,8.041670099894228,7.706365486427619,7.688149106061037,8.147615828337516,7.777986710159894,7.921993580570955,8.512522775155551,8.544606922290962,8.132662003128639,8.578564297711432,7.604097761931267,8.008150778876436,7.443426103945153,8.3087733657272,9.038221330995938,9.129698831063758,8.007848146226697,7.748683477331113,8.303356495610009,7.99192157321509,9.1731716156006,9.438263546979007,9.403471741852963,8.45984788117587,9.539169777764235,8.965925470987983,10.216782930162244,9.055419399120211,7.958495853565377,9.311944721363238,9.27546646683306,9.355995079323128,9.949444424664557,9.142082821881345,9.791134629426205,9.539266204834007,8.865234841240797,8.716183881406456,9.480721127545417,9.84923910918061,9.578220409817183,9.311597371984428,8.222201919555687,9.984864524558764,9.428680038452177,9.03127278928406,10.40919025562429,10.24907716821743,10.040509231002266,9.658194337067803,10.456666564941424,10.471002055980568
DEU,Germany,DEU.3_1,Berlin,,,Land,State,11,DE.BE,9.45999933878583,9.798336283365908,8.682082748413109,10.174378331502302,8.509792582194033,8.528331375122093,7.697497304280623,9.563539123535179,9.090835189819359,9.97729072570803,9.27708524068199,9.84583435058596,8.237291590372743,8.19396044413251,8.98166427612307,8.36687558492027,9.394790267944359,10.065626398722353,9.295835113525413,8.406873957316103,8.404373423258486,9.510209655761741,8.870416895548525,9.259794489542665,9.866041437784853,10.073958333333357,9.208126322428408,9.60208409627281,8.88979047139488,8.647712961832704,8.374374008178734,9.221248881022158,10.093336995442732,10.245832697550478,8.98520685831708,8.523756281534853,8.828124618530296,8.14458300272626,10.079375839233421,10.757499949137392,10.715834554036482,9.455427424112978,10.507503763834658,9.42478968302411,10.52770894368492,9.824380493164085,8.05250193277997,9.82395960489911,10.006667709350609,10.559374745686872,10.955208079020204,9.843750890096052,10.43604431152346,10.19500567118329,9.97771034240725,10.068961715698265,10.697711563110374,11.032085037231468,10.824376042683943,10.262708918253603,8.863546625773134,10.748335138956728,10.176667149861677,9.900834019978864,11.449793752034529,11.13896268208824,10.786873753865583,10.639167404174827,11.647083536783876,11.88479894002281
DEU,Germany,DEU.4_1,Brandenburg,,,Land,State,12,DE.BR,9.391420880486015,9.750346194996576,8.651470139447397,10.126228661630691,8.483971270392942,8.50313780541516,7.667058937222369,9.54441133386951,9.06730460372628,9.953971144732336,9.25191261441102,9.852058889351662,8.224216117110922,8.146519410376476,8.95980284447766,8.33598091275087,9.380538371965022,10.026567975212567,9.265345734240986,8.398921472886054,8.375244469736163,9.464803688198932,8.844851804247108,9.237649386536868,9.82333377015359,10.04088176652499,9.165833596622258,9.58215783811085,8.855587409524375,8.634414702770783,8.36686215868185,9.209608519311066,10.061081710516254,10.215000556497031,8.979166098202006,8.48387612735526,8.812646484375017,8.138039712344925,10.062255290910343,10.744362954532425,10.681176309024607,9.403881925695112,10.452503009870961,9.366715704226044,10.470147106694276,9.77289524452361,8.002893814386127,9.753774635464561,9.92348273782171,10.464803688198936,10.874166331571715,9.774560247683075,10.383873913334886,10.130986561494737,9.90255186791516,9.99750372194779,10.625346643784491,10.952405174105797,10.73446359073417,10.187499730727277,8.78897337072038,10.682748113894007,10.10843137853288,9.82725497975071,11.44779477586936,11.118043518066424,10.759656749052183,10.62666757621019,11.595294009937982,11.82789928959867
DEU,Germany,DEU.5_1,Bremen,,,Freie Hansestadt,State,4,DE.HB,9.151386515299501,9.361113484700544,8.691388278537351,9.73611518012155,8.583055114746116,8.646111212836386,7.932778082953585,9.477499898274763,9.001112026638486,9.878055826822935,9.231388346354194,9.714720662434914,8.18583153618708,8.051942443847679,8.987779235839866,8.416942850748725,9.2072209676107,9.674722290039085,9.145001559787355,8.706386820475288,8.728055148654542,9.432778082953584,8.897221713595945,9.286115688747847,9.600278896755663,9.894167412651933,9.295831298828148,9.600279744466164,9.007777574327278,8.68500501844621,8.856389194064695,8.953331671820768,9.894724358452711,10.127499728732664,9.210832214355497,8.425835333930147,8.859444342719206,8.518056911892378,10.181109788682752,10.656387159559486,10.75971967909073,9.519177585177976,10.510001966688398,9.246665785047767,10.32166697184247,10.049172125922334,8.323890516493075,10.057775539822075,10.083336554633268,10.58472340901695,10.66333245171443,9.987222290039076,10.469443257649766,10.30639546712242,10.271947055392815,10.422781880696647,10.89527876112198,11.104724290635872,10.650837198893257,10.41833394368492,8.788893636067721,10.637222968207487,10.07972191704645,9.760279168023024,11.503890821668861,10.728892686631966,10.506667073567732,10.586111111111123,11.304446580674943,11.271116299099418
DEU,Germany,DEU.6_1,Hamburg,,,Freie und Hansestadt,State,2,DE.HH,8.994860161675371,9.260697089301237,8.458334011501757,9.638753933376757,8.357915920681455,8.379724544949028,7.66541527642146,9.284028625488304,8.785973697238527,9.707223086886966,9.010833146837038,9.58069424099395,7.965833282470721,7.87333196004235,8.76083526611331,8.191389550103102,9.022360738118516,9.601249525282128,8.991668955485045,8.439443206787127,8.40000050862632,9.224305301242424,8.678750610351585,9.069725290934267,9.459166039360918,9.729723019070116,9.005969831678618,9.403889804416258,8.728195020887611,8.409167650010877,8.505693901909742,8.782498508029539,9.601253763834658,9.904860009087477,8.935830688476585,8.145976426866332,8.573057640923409,8.136805470784523,9.885555097791913,10.411109754774335,10.522081841362867,9.236398315429716,10.28736267089847,9.033750576443168,10.15152808295358,9.788199361165383,8.045138719346818,9.782498508029539,9.778198072645429,10.358195665147596,10.515693495008696,9.703471544053846,10.25361150105796,10.012228902181006,9.968613772922117,10.090698072645424,10.610418785942954,10.82542021009659,10.4383360968696,10.120971510145424,8.505697292751767,10.341114722357878,9.763053724500898,9.498473527696419,11.215971035427549,10.48292143079972,10.266111840142173,10.271807183159746,11.00416547987198,11.053895992702934
DEU,Germany,DEU.7_1,Hessen,Hesse,,Land,State,6,DE.HE,9.310150054006892,9.549699401855497,8.970378436464264,9.759321409283283,8.649544594504642,8.530454369747309,7.795530053341054,9.477348003965451,9.140076053503805,10.06750016645953,9.365908443566545,9.806212130459889,8.103410570549263,7.952121064157221,9.063711825284107,8.288787749319388,9.32772887258821,9.536364376183736,8.940230537183382,8.608711150198294,8.561059570312537,9.098484987201138,8.529015882087506,8.899472462047251,9.339924806537075,9.415606550736888,9.082651219223512,9.274545519279735,8.405000073982029,8.488107993386032,8.24901525324043,8.396894189083241,9.270230287494106,9.274318255800202,8.261363775079923,7.671972471294997,8.299924122203507,7.798787342418341,9.312726708614482,9.801213721073054,9.652575313683736,8.611904167406507,9.52515563964846,8.839697080670001,10.003637047969955,9.288108502012335,7.766439634380944,9.378862461899294,9.464928274443674,9.846211196437048,10.156817025849335,9.494394614479779,10.00196967847422,9.776218437426039,9.09894344445433,9.326746761437647,9.773563408129164,9.926442140521445,9.54583569150985,9.365302947073298,8.08470121441467,10.031897481282575,9.24795615456324,8.739696063417403,10.095227235736289,9.386669875636263,9.56098535711117,9.449545103130939,10.4213639692827,10.169248546253575
DEU,Germany,DEU.8_1,Mecklenburg-Vorpommern,Mecklenburg-West Pomerania,,Land,State,13,DE.MV,8.646112484402153,8.942919243706617,7.889306428697395,9.340280787150087,7.764096832275413,7.876388168334984,7.017777803209114,8.80222261216907,8.246251678466814,9.211040963066973,8.43791542053225,9.172500016954231,7.549235704210095,7.382360924614825,8.269304741753496,7.632499949137397,8.586735661824568,9.29048542446563,8.600003602769656,7.710833273993624,7.604791471693275,8.752432759602891,8.18493063184952,8.649240748087587,9.081111950344535,9.316110653347456,8.324236170450868,8.874442672729524,8.157847128974089,7.842016686333575,7.774514134724957,8.464929623074033,9.070697191026506,9.424654049343554,8.357986068725614,7.638127687242322,8.032639016045493,7.428678766886425,9.358541107177766,10.044373660617424,10.003401692708357,8.678273561265755,9.734169472588453,8.592221620347795,9.64208395216202,9.120072725084114,7.417220264010997,9.164654032389342,9.178683641221815,9.821319410536043,10.15444526672366,9.188265524970182,9.81458392673071,9.459867519802534,9.301531304253496,9.46694696214467,10.063268068101697,10.321183776855486,10.080835172865156,9.529722679985909,8.067017279730925,9.894448428683845,9.309027184380449,9.178125635782905,10.683749771118192,10.183476384480818,9.953402031792558,9.821459070841493,10.633611721462694,10.880979156494158
DEU,Germany,DEU.9_1,Niedersachsen,Lower Saxony,,Land,State,3,DE.NI,8.80629903157554,8.959602559407577,8.200700785319034,9.368803202311222,8.10979929606122,8.087400410970071,7.390833740234403,9.025566406250022,8.572533467610697,9.504999593098987,8.766232706705756,9.357966817220074,7.694466552734397,7.659099934895849,8.59180013020836,7.96383249918622,8.860999857584659,9.32336649576826,8.735904235839874,8.285600484212262,8.280333048502627,9.031866353352887,8.45509989420575,8.874337056477884,9.224566650390647,9.519266967773456,8.892598978678407,9.360066833496115,8.703565979003931,8.470770161946652,8.52170043945315,8.793232930501327,9.77233571370445,9.891566772460953,8.956633199056014,8.206169637044297,8.646899515787785,8.255133666992208,9.928866271972675,10.467365722656277,10.477966613769558,9.1884431966146,10.196770222981792,9.033866678873713,10.097766927083356,9.73526977539064,8.007733154296892,9.725132853190132,9.744535929361993,10.243066202799497,10.395033162434922,9.673933308919302,10.237933451334655,10.06553985595705,9.858869222005225,10.051403605143244,10.554636332194027,10.730103149414083,10.300969238281274,10.068233540852887,8.55810384114585,10.506102803548208,9.86513397216799,9.481133728027364,11.299333597819023,10.666003621419302,10.34646677652997,10.391200561523457,11.200333048502628,11.087306315104186
DEU,Germany,DEU.10_1,Nordrhein-Westfalen,North Rhine-Westphalia,,Land,State,5,DE.NW,9.502084209300875,9.65787333735715,9.114583446361422,9.912595650001833,8.908334350585955,8.907222578260658,8.169630658185062,9.741944461398674,9.33842634978121,10.288518806740115,9.570787189624957,10.025740559895857,8.43486076637553,8.312037828233528,9.346435094762754,8.664398306387469,9.597221204969637,9.78416708487054,9.340142115840232,9.084861161973771,9.094953155517596,9.591851947925727,9.044490644666908,9.429772949218778,9.712268094663292,9.924815114339216,9.611111930564613,9.748194207085527,9.065276788782219,8.947780722158958,8.966111190230777,9.175509530526645,10.04264277705442,10.033842694317883,9.234676050256823,8.445881850631173,8.93662075466583,8.674582417806013,10.122638815420672,10.680091970938255,10.541621851038073,9.439314496075696,10.286485149242276,9.50342599374279,10.526064526593265,10.23676254837603,8.525416451913364,10.142638566758919,10.15125314218029,10.617545912000892,10.695370963767743,10.185601524070483,10.659907701280403,10.533061952944175,10.015836616798714,10.353845638699028,10.794123868589073,10.890095576533591,10.329447541413506,10.289999756989678,8.914400566948805,10.896715489140291,10.07694453486692,9.597962951660179,11.35657456009478,10.707872998272952,10.54828655101637,10.69148082026731,11.366435269956256,11.11829345137987
