File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,Change_1950_2019,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,Change_1970_2019,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
GBR_adm0,GBR,United Kingdom,GBR_adm0,GBR,United Kingdom,0.6327367954857834,-24.29310918112343,0.016716610307097986,0.36633701193606094,0.5708797481862895,-29.457521902406143,0.01930280037864244,0.29104437363319646
