GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
GBR,United Kingdom,GBR.1_1,England,,,Home Nation|Constituent Country,Kingdom,,,9.40368358962204,9.199543769578455,9.094347576933805,9.73932671293546,9.067403504007695,9.212753974066871,8.703309041636023,9.9089256839476,9.324613171268808,10.350048061499868,9.60624379328487,9.854867074570242,8.501243827193278,8.28497618154629,9.314155298500268,8.832064915164105,9.393466134923699,9.573406105225809,9.258385456472226,9.152620855506518,9.37772908970932,9.6465581774136,9.125314036198878,9.466851290642955,9.453200202978772,9.760519328094361,9.674492560492652,9.378418094063747,9.159516611882472,8.778529490595295,9.074625665784486,9.149481230657477,9.760135978661898,9.857560213982794,9.636388010218539,8.802913477800919,8.643115625058996,9.023937442797992,9.76268124787706,10.513840584133007,10.61710152741218,9.434828657804502,9.774761527978304,9.347596630151736,10.025458751438913,10.322854098260137,9.007174078162762,10.34708918327297,10.151282984047137,10.44599027771884,10.122838131817096,9.894033953533105,10.483792748197862,10.410260311992866,10.326513074791977,10.277213659609027,10.61833605190408,10.464109500018893,9.952080266832752,10.04310425099545,8.925438531700555,10.716875210821945,9.74521749008107,9.587016687070715,10.823743973146913,10.219484132038815,10.219915100687393,10.433502949148016,10.435145296106043,10.19958383311399
GBR,United Kingdom,GBR.2_1,Northern Ireland,Ulster,,Home Nation|Constituent Country,Province,,,8.187188402811708,7.985523478190127,7.999270375569684,8.815107917785667,8.086458460489931,8.282706832885765,8.056666310628279,8.854583040873232,8.38510634104413,9.264581934611025,8.566042200724306,8.67906277974449,7.7994797388712795,7.575105285644554,8.533436711629255,7.883021608988467,8.410416857401552,8.442396100362165,8.40302460988365,8.192081069946312,8.474375025431337,8.940209007263206,8.167396163940452,8.631981150309267,8.427605883280458,8.90937480926516,8.7667699813843,8.458855247497581,8.483647282918318,7.817398643493675,8.4507299423218,8.429583168029808,8.822503980000837,9.06187464396161,8.805414454142275,8.018857574462913,7.790625190734887,8.356145795186384,8.940000470479353,9.26979249318443,9.346769905090355,8.774385388692243,8.806252415974958,8.508540089925154,8.795312817891462,9.370421663920107,8.497187232971214,9.565104738871279,9.363233502705915,9.391041374206566,9.061666425069197,8.973959223429384,9.471563593546572,9.53011029561363,9.453857994079613,9.549690818786644,9.685315704345726,9.722503280639671,9.127191480000837,9.22114747365318,8.093128140767439,9.578338241577171,8.927290852864607,9.008228556315126,9.578647232055687,8.780210113525413,9.194585418701195,9.381666119893415,9.109373664855982,9.176987902323427
GBR,United Kingdom,GBR.3_1,Scotland,Alba,,Home Nation|Constituent Country,Kingdom,,,6.981703186035186,6.80689267758972,6.70374072039571,7.757391979076265,6.853036668565555,7.023888368959807,6.766426086425805,7.59903643572774,7.017518728750749,8.006278200502772,7.357036901403386,7.445833163791254,6.501148365162052,6.323629873770287,7.222425785771141,6.5426296657986285,6.9514439900716285,7.326722095630814,6.990502703631388,6.890851734302681,7.110926310221383,7.700277992531127,7.067759648075835,7.273206922743081,7.345408065230771,7.615370686848972,7.533796239782281,7.158055397316285,7.071166653103323,6.520373817726441,7.096185076678258,7.149204338921464,7.666799079047332,7.806703412091319,7.727036822283732,6.811095965350134,6.740962840892673,7.0715553566261775,7.842594005443459,8.041296330204739,8.170018966109694,7.646639619050233,7.683762387876182,7.235685447410337,7.612315481680436,8.010576827437816,7.417629439742503,8.426518249511739,8.094040369104485,8.232962827329308,7.927425921404823,7.702314419216601,8.309370422363301,8.413728502061659,8.280058514630374,8.25937370017725,8.4428363941334,8.377669553403527,7.908855240433326,8.101796242042843,6.908503214518238,8.396226501464861,7.621037235966459,7.701851795337845,7.860165631329603,7.13102190936056,7.22309236879705,7.456277804904545,7.33735215928822,7.2728218926324075
GBR,United Kingdom,GBR.4_1,Wales,Cymru,,Home Nation|Constituent Country,Principality,,,9.120769755045592,8.888208985940025,8.831538038987404,9.493466264773664,8.87205031957384,8.998204510028572,8.56564072829029,9.690770232371824,9.096282137357301,10.130192448542696,9.383396402994824,9.579294410118715,8.33403969789164,8.078461045485303,9.097948279747618,8.705193309294893,9.213910381610594,9.288974233774056,9.100067686423296,9.015319589468172,9.277563398312324,9.570321850898958,8.986666517991305,9.378336158165586,9.256474578074938,9.633973693847688,9.536667026617621,9.241602540627525,9.108077376928108,8.61590004945415,9.065384067633227,9.044166330190828,9.556413073417493,9.663781151404768,9.574870926294594,8.648848274426607,8.399359248234711,8.877370550693627,9.595577298677904,10.2764101859851,10.38089904785159,9.253599861340666,9.56743813539165,9.25846193753759,9.83519154084037,10.240515254094069,8.97461540026545,10.216539392715859,10.083656076284589,10.332755807729896,9.976089634039488,9.794166525816323,10.295833059457658,10.29019884940908,10.248015731420296,10.250196173252226,10.481605686285581,10.411925839155169,9.880708899864809,9.919934747157972,8.881155904134133,10.54897813063404,9.695128572904162,9.600064556415285,10.569487703763542,9.970195242074837,10.026025781876024,10.251539729191729,10.191731144831754,10.002506314791182
