File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,30_year_diff_1989_2019-1950_1980,10_year_diff_2009_2019-1970_1980,5_year_diff_2014_2019-1970_1975,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
DEU_adm0,DEU,Germany,DEU_adm0,DEU,Germany,1.197945330571109,1.3651852881250512,1.7098744861112927,-45.20829805407104,0.02737605206419252,0.44740110564456437,-66.0216097052435,0.037787790910768324,0.4747307562011508
