GID_0,NAME_0,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
GBR,United Kingdom,8.497024630322889,8.300071075816234,8.207277575834311,9.000237829891267,8.252339360743415,8.407357882276017,8.006104871961824,9.055475475170018,8.477919778706147,9.483296241289333,8.773407208478034,8.955641852484831,7.776858181423648,7.569241012761641,8.549827387303504,8.000462962962985,8.503913427282285,8.730098884488356,8.436491073796796,8.328555335527616,8.5589504854179,8.948599111298003,8.369345827455893,8.677639035825399,8.670882914978804,8.982845711413754,8.893864064157768,8.570629750946447,8.418395035355198,7.953194418071244,8.377283939314504,8.429920205952234,8.987175873179519,9.108129336510197,8.94477086950234,8.077675826461245,7.935073909053121,8.319456726827761,9.057809222186075,9.593074129834614,9.703383005401264,8.782176604094351,9.000404207206088,8.585321026083884,9.129858097029347,9.48772564169804,8.44396914258418,9.64798759177881,9.41232399646149,9.634894910270807,9.314018475567872,9.099320965048733,9.680901534469063,9.681031196500063,9.585089657630471,9.558886191285708,9.824712776843436,9.719657389322933,9.2152501612534,9.335432264539946,8.199540409041072,9.859688916618461,8.983864301516704,8.925586295422235,9.737617078239557,9.08070081545985,9.141543089313293,9.361241112226352,9.300543457784793,9.144420407142187
