File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,Change_2009_2019-1950_1970,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
USA_adm0_contiguous,USA,United States,USA_adm0_contiguous,USA,United States,0.9343487923571505,-23.57410185299708,0.017463802590271835,0.38743730254267417,-43.623462213195694,0.027493427870127624,0.45016353816663146
