File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,30_year_diff_1989_2019-1950_1980,10_year_diff_2009_2019-1970_1980,5_year_diff_2014_2019-1970_1975,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
USA_adm0_contiguous,USA,United States,USA_adm0_contiguous,USA,United States,0.7612677263721412,1.0514567736352287,1.1803198194827438,-23.57410185299708,0.017463802590271835,0.38743730254267417,-43.623462213195694,0.027493427870127624,0.45016353816663146
