File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,Change_2009_2019-1950_1970,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
FRA_adm0,FRA,France,FRA_adm0,FRA,France,2.426991087027014,-85.11908687101123,0.04827933933455305,0.7794699069627367,-98.25534829333603,0.05485465576346993,0.7119400712655486
