GID_0,NAME_0,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FRA,France,9.523230983592862,9.438065202904786,9.52002660761437,9.649487381385143,9.078254015483575,9.593822642735097,8.42418989756753,9.674785252727554,9.569447716203333,10.2490310790047,9.570172155471099,10.384226190476207,8.924560468159044,8.585390244337637,9.623445845911775,9.067685104047209,9.786858273057097,9.746088332726236,9.532695086040215,9.405836803698696,9.583541751034076,9.761484602267169,9.340373803194263,9.675807097096945,9.863488618154397,9.930859683808853,9.987516667603197,9.885443119271107,9.509064126393175,9.682083475022106,9.37523833986315,10.489037884101682,11.14900127996215,10.972569593802982,10.341851998384678,10.14818436960696,10.362109605092868,10.524527153136262,11.245945876994483,11.855191843345713,11.858882280380021,10.844652591685154,11.214669345674087,10.926577211813973,12.077338003733828,11.783266806224054,10.74237779284283,11.982857337830586,11.369246217435025,11.730687804449204,11.879322084295708,11.554341797601628,11.952136218358623,12.248114744317613,11.431508020875341,11.338482086746803,12.054123703891031,11.703349736127933,11.351187410304178,11.6896265342753,10.682231955553513,12.405684730489446,11.54549938989066,11.173994530571852,12.527536464872844,12.227979621685401,11.863941769877462,12.105443229877153,12.528098527212018,12.397152554547375
