GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,NO2_mean,O3_max,PM25_RH35_GCC_mean
AFG,Afghanistan,AFG.13_1,Jawzjan,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,,Velayat,Province,,AF.JW,0.7223952322295217,56.461639404296875,5.066638368548769
AFG,Afghanistan,AFG.14_1,Kabul,Cabul|Kabol|Kaboul,,Velayat,Province,,AF.KB,1.1981057559742647,73.12152099609375,11.94004732019761
AFG,Afghanistan,AFG.15_1,Kandahar,Qandahar,,Velayat,Province,,AF.KD,0.4919332801748853,64.50678253173828,39.94864535550459
AFG,Afghanistan,AFG.16_1,Kapisa,Kapesa,,Velayat,Province,,AF.KP,0.8160552978515625,69.38352966308594,11.723516082763672
AFG,Afghanistan,AFG.17_1,Khost,,,Velayat,Province,,AF.KT,0.7712655385335286,65.07714080810547,30.975433349609375
AFG,Afghanistan,AFG.18_1,Kunar,Konarha|Kunarha,,Velayat,Province,,AF.KR,0.9590252147001379,79.52436065673828,25.899489458869486
AFG,Afghanistan,AFG.19_1,Kunduz,Kondoz|Qonduz|Qunduz,,Velayat,Province,,AF.KZ,1.4449491086213484,60.88549041748047,6.113764223845108
AFG,Afghanistan,AFG.20_1,Laghman,Lagman,,Velayat,Province,,AF.LA,0.7741637825965881,77.53260803222656,21.532617568969727
AFG,Afghanistan,AFG.21_1,Logar,Lawghar|Loghar,,Velayat,Province,,AF.LW,1.0199281985943134,72.06128692626953,14.382393470177284
AFG,Afghanistan,AFG.22_1,Nangarhar,Ningrahar|Eastern Province,,Velayat,Province,,AF.NG,1.277080370032269,79.52436065673828,26.540867017663043
AFG,Afghanistan,AFG.23_1,Nimroz,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,,Velayat,Province,,AF.NM,0.3057421964757583,63.44662857055664,98.94109604779412
AFG,Afghanistan,AFG.24_1,Nuristan,Nooristan|Nuristão,,Velayat,Province,,AF.NR,0.30026761416731207,74.73863983154297,15.593068089978448
AFG,Afghanistan,AFG.25_1,Paktika,Paktiya|Paktya|Southern Province,,Velayat,Province,,AF.PK,0.3950618902842204,66.00748443603516,27.078659057617188
AFG,Afghanistan,AFG.26_1,Paktya,Paktiya|Southern Province,,Velayat,Province,,AF.PT,0.7874289060893812,69.26732635498047,20.666852449115954
AFG,Afghanistan,AFG.27_1,Panjshir,,,Velayat,Province,,AF.PJ,0.43807084219796316,67.9992446899414,10.667786734444755
AFG,Afghanistan,AFG.28_1,Parwan,Charikar,,Velayat,Province,,AF.PV,0.7320939540863037,73.12152099609375,8.690117645263673
AFG,Afghanistan,AFG.29_1,Samangan,,,Velayat,Province,,AF.SM,0.8003256567593279,63.09777069091797,4.787482952249461
AFG,Afghanistan,AFG.30_1,Sari Pul,Sar-e Pul|Saripol,,Velayat,Province,,AF.SP,0.6167492285007383,68.45248413085938,4.437508187642911
AFG,Afghanistan,AFG.31_1,Takhar,Takar,,Velayat,Province,,AF.TK,1.1485462733677456,66.1261215209961,8.219484165736608
AFG,Afghanistan,AFG.32_1,Uruzgan,Urozgan,,Velayat,Province,,AF.OZ,0.5507930517196655,65.77486419677734,18.362173080444336
AFG,Afghanistan,AFG.33_1,Wardak,Verdak|Wardag|Maiden,,Velayat,Province,,AF.VR,0.7218584131311487,73.12152099609375,11.343537507233796
AFG,Afghanistan,AFG.34_1,Zabul,Zubul|Zaboul,,Velayat,Province,,AF.ZB,0.38027064005533856,65.77486419677734,22.59916314019097
AGO,Angola,AGO.1_1,Bengo,,,Província,Province,1,AO.BO,0.48871531956632375,57.81290817260742,25.812527508802816
AGO,Angola,AGO.2_1,Benguela,Benguella,,Província,Province,2,AO.BG,0.6630516052246094,69.38367462158203,37.421175570101354
AGO,Angola,AGO.3_1,Bié,,,Província,Province,3,AO.BI,1.32505190282836,74.62222290039062,96.58442492951127
AGO,Angola,AGO.4_1,Cabinda,,,Província,Province,4,AO.CB,1.0120886752479954,45.98407745361328,27.535220497532894
AGO,Angola,AGO.5_1,Cuando Cubango,,,Província,Province,5,AO.CC,0.9049594604109522,69.73278045654297,43.30787433875392
AGO,Angola,AGO.6_1,Cuanza Norte,Cuanza-Nord|Kwanza Norte,,Província,Province,6,AO.CN,0.38982492563675863,66.47315216064453,34.62664421237245
AGO,Angola,AGO.7_1,Cuanza Sul,Cuanza-Sud|Kwanza Sul,,Província,Province,7,AO.CS,1.547973934966739,75.78639221191406,65.33031984839108
AGO,Angola,AGO.8_1,Cunene,,,Província,Province,8,AO.CU,0.9680004396300385,67.52102661132812,28.490089305932973
AGO,Angola,AGO.9_1,Huambo,,,Província,Province,9,AO.HM,1.9384227934337797,74.62222290039062,84.26107545882937
AGO,Angola,AGO.10_1,Huíla,,,Província,Province,10,AO.HL,0.9511670793805803,72.64318084716797,38.83589564732143
AGO,Angola,AGO.11_1,Luanda,Loanda,,Província,Province,11,AO.LU,1.1078050401475694,44.819923400878906,21.387820773654514
AGO,Angola,AGO.12_1,Lunda Norte,,,Província,Province,12,AO.LN,1.9349789752640538,73.341796875,153.52760562150837
AGO,Angola,AGO.13_1,Lunda Sul,,,Província,Province,13,AO.LS,1.836033730611314,72.87601470947266,89.10455634124088
AGO,Angola,AGO.14_1,Malanje,Malange,,Província,Province,14,AO.ML,1.4628484816778273,73.80733489990234,106.47585831207483
AGO,Angola,AGO.15_1,Moxico,,,Província,Province,15,AO.MX,1.372705078125,70.08216857910156,50.54095458984375
AGO,Angola,AGO.16_1,Namibe,Moçâmedes|Mossamedes,,Província,Province,16,AO.NA,0.21725193959362102,62.98115921020508,18.747541319649173
AGO,Angola,AGO.17_1,Uíge,,,Província,Province,17,AO.UI,1.2513090434827303,66.47315216064453,74.5600157620614
AGO,Angola,AGO.18_1,Zaire,,,Província,Province,18,AO.ZA,1.433077530122139,63.56278610229492,41.85589169784331
ALA,Åland,ALA.1_1,Brändö,Braendoe,,Municipality,Municipality,,AX.BR,0.24753731489181519,47.439453125,3.8818976879119873
ALA,Åland,ALA.2_1,Eckerö,Eckeroe,,Municipality,Municipality,,AX.EC,1.2789454460144043,48.8364372253418,3.832052230834961
ALA,Åland,ALA.3_1,Finström,Finstroem,,Municipality,Municipality,,AX.FN,0.8113800684611002,48.48719024658203,4.009908358256022
ALA,Åland,ALA.4_1,Föglö,Foegloe,,Municipality,Municipality,,AX.FG,0.26015402589525494,48.89464569091797,3.887070519583566
ALA,Åland,ALA.5_1,Geta,,,Municipality,Municipality,,AX.GT,0.8750824928283691,48.48719024658203,4.017151355743408
ALA,Åland,ALA.6_1,Hammarland,,,Municipality,Municipality,,AX.HM,0.9125920534133911,49.06926727294922,3.964783191680908
ALA,Åland,ALA.7_1,Jomala,,,Municipality,Municipality,,AX.JM,0.6331286430358887,49.06926727294922,4.020284652709961
ALA,Åland,ALA.8_1,Kökar,Koekar,,Municipality,Municipality,,AX.KK,0.19643072287241617,47.497596740722656,3.500088373819987
ALA,Åland,ALA.9_1,Kumlinge,,,Municipality,Municipality,,AX.KM,0.2628641128540039,48.19615173339844,3.967970848083496
ALA,Åland,ALA.10_1,Lemland,,,Municipality,Municipality,,AX.LE,0.34869058926900226,49.01105880737305,4.170064290364583
ALA,Åland,ALA.11_1,Lumparland,,,Municipality,Municipality,,AX.LU,0.4011886417865753,48.89464569091797,4.08599853515625
ALA,Åland,ALA.12_1,Mariehamn,,,Municipality,Municipality,,AX.MH,0.5542110800743103,49.01105880737305,4.037496089935303
ALA,Åland,ALA.13_1,Saltvik,,,Municipality,Municipality,,AX.SV,0.649186909198761,48.31256866455078,4.131002426147461
ALA,Åland,ALA.14_1,Sottunga,,,Municipality,Municipality,,AX.ST,0.25331995884577435,48.19615173339844,3.9025952021280923
ALA,Åland,ALA.15_1,Sund,,,Municipality,Municipality,,AX.SD,0.5950530767440796,47.963321685791016,3.9818320274353027
ALA,Åland,ALA.16_1,Vårdö,Vaardoe,,Municipality,Municipality,,AX.VR,0.44166114926338196,48.19615173339844,4.185283184051514
ALB,Albania,ALB.1_1,Berat,,,Qark|Region,County,80001,AL.BE,1.6638132731119792,70.8969497680664,15.277721828884548
ALB,Albania,ALB.2_1,Dibër,Dibra| Dibrë,,Qark|Region,County,80005,AL.DB,1.4966971657492898,63.56297302246094,13.364769675514914
ALB,Albania,ALB.3_1,Durrës,Durresi|Durrsi|Durazzo,,Qark|Region,County,80009,AL.DU,2.567290115356445,65.7751235961914,14.439431762695312
ALB,Albania,ALB.4_1,Elbasan,,,Qark|Region,County,80012,AL.EB,1.7890124320983887,67.5210952758789,14.257467905680338
ALB,Albania,ALB.5_1,Fier,,,Qark|Region,County,80017,AL.FI,1.94642088148329,72.52702331542969,16.727230495876736
ALB,Albania,ALB.6_1,Gjirokastër,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,,Qark|Region,County,80021,AL.GK,1.654937010544997,74.62224578857422,15.237084021935097
ALB,Albania,ALB.7_1,Korçë,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,,Qark|Region,County,80025,AL.KE,1.2041053771972656,72.52674865722656,13.301780192057292
ALB,Albania,ALB.8_1,Kukës,Kosova|Kossovo,,Qark|Region,County,80030,AL.KK,1.2502473990122478,62.748329162597656,13.53348159790039
ALB,Albania,ALB.9_1,Lezhë,Alessio|Lezha,,Qark|Region,County,80034,AL.LZ,1.3730440139770508,65.07637023925781,13.10284423828125
ALB,Albania,ALB.10_1,Shkodër,Escútari|Shkodra|Skodë|Scutari,,Qark|Region,County,80038,AL.SD,0.9615260362625122,64.26146697998047,12.41583251953125
ALB,Albania,ALB.11_1,Tiranë,Tiran|Tirana,,Qark|Region,County,80042,AL.TI,2.289413070678711,68.33607482910156,14.213162231445313
ALB,Albania,ALB.12_1,Vlorë,Vlona|Vlora|Vlonë|Valona,,Qark|Region,County,80045,AL.VR,1.6740256718226842,77.76564025878906,16.167762756347656
AND,Andorra,AND.1_1,Andorra la Vella,,,Parròquia,Parish,,AD.AN,0.40263816714286804,60.53643798828125,11.221661567687988
AND,Andorra,AND.2_1,Canillo,,,Parròquia,Parish,,AD.CA,0.3903978665669759,60.53643798828125,10.575393676757812
AND,Andorra,AND.3_1,Encamp,,,Parròquia,Parish,,AD.EN,0.38632410764694214,60.53643798828125,11.545391082763672
AND,Andorra,AND.4_1,Escaldes-Engordany,,,Parròquia,Parish,,AD.EE,0.38632410764694214,60.53643798828125,11.545391082763672
AND,Andorra,AND.5_1,La Massana,,,Parròquia,Parish,,AD.MA,0.40263816714286804,60.53643798828125,11.221661567687988
AND,Andorra,AND.6_1,Ordino,,,Parròquia,Parish,,AD.OR,0.36320066452026367,60.53643798828125,9.976869583129883
AND,Andorra,AND.7_1,Sant Julià de Lòria,,,Parròquia,Parish,,AD.JL,0.40263816714286804,60.53643798828125,11.221661567687988
ARE,United Arab Emirates,ARE.1_1,Abu Dhabi,,إمارة أبوظبي,Emirate,Emirate,,AE.AZ,1.25109105910698,57.160133361816406,44.53635378649635
ARE,United Arab Emirates,ARE.2_1,Ajman,,عجمان,Emirate,Emirate,,AE.AJ,4.367459932963054,63.21372604370117,34.53155517578125
ARE,United Arab Emirates,ARE.3_1,Dubai,,دبي,Emirate,Emirate,,AE.DU,6.39854736328125,68.56890106201172,36.17374267578125
ARE,United Arab Emirates,ARE.4_1,Fujairah,,الفجيرة,Emirate,Emirate,,AE.FU,2.324903726577759,58.22036361694336,31.522438049316406
ARE,United Arab Emirates,ARE.5_1,Ras Al-Khaimah,,رأس الخيمة,Emirate,Emirate,,AE.RK,1.4159932817731584,61.002098083496094,31.86293465750558
ARE,United Arab Emirates,ARE.6_1,Sharjah,,الشارقة,Emirate,Emirate,,AE.SH,4.269908905029297,68.56890106201172,33.54066848754883
ARE,United Arab Emirates,ARE.7_1,Umm al-Qaywayn,,أم القيوين,Emirate,Emirate,,AE.UQ,3.19171142578125,68.56890106201172,33.454078674316406
ARG,Argentina,ARG.1_1,Buenos Aires,Baires|Buenos Ayres,,Provincia,Province,,AR.BA,1.7355474057404892,35.44846725463867,14.022746263586956
ARG,Argentina,ARG.2_1,Catamarca,,,Provincia,Province,,AR.CT,0.18983284468503342,62.05519485473633,8.996609717300258
ARG,Argentina,ARG.3_1,Chaco,El Chaco|Presidente Juan Peron,,Provincia,Province,,AR.CC,0.8606477625229779,54.3659553527832,15.371606836981952
ARG,Argentina,ARG.4_1,Chubut,,,Provincia,Province,,AR.CH,0.1380661786612818,37.543941497802734,2.7742904404462396
ARG,Argentina,ARG.5_1,Ciudad de Buenos Aires,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,,Distrito Federal,Federal District,,AR.DF,13.396824836730957,26.921043395996094,24.73175048828125
ARG,Argentina,ARG.6_1,Córdoba,Cordova,,Provincia,Province,,AR.CB,0.9115141259932273,38.64988708496094,14.351532503199659
ARG,Argentina,ARG.7_1,Corrientes,,,Provincia,Province,,AR.CN,0.6551065899076915,50.11726379394531,16.767880394345237
ARG,Argentina,ARG.8_1,Entre Ríos,Entre-Rios,,Provincia,Province,,AR.ER,1.6891911653864304,37.369319915771484,14.370318726405202
ARG,Argentina,ARG.9_1,Formosa,,,Provincia,Province,,AR.FM,0.9368339801656789,55.53010940551758,15.704045999461206
ARG,Argentina,ARG.10_1,Jujuy,,,Provincia,Province,,AR.JY,0.30666351318359375,59.72106170654297,8.446050847618325
ARG,Argentina,ARG.11_1,La Pampa,El Pampa|Eva Perón,,Provincia,Province,,AR.LP,0.5220955577805813,36.14695739746094,14.778077121838521
ARG,Argentina,ARG.12_1,La Rioja,,,Provincia,Province,,AR.LR,0.23976119907422996,55.00645065307617,11.161615481321839
ARG,Argentina,ARG.13_1,Mendoza,,,Provincia,Province,,AR.MZ,0.2902368294386677,53.49283981323242,7.878987050989768
ARG,Argentina,ARG.14_1,Misiones,Missões,,Provincia,Province,,AR.MN,0.6472584821175837,53.08538818359375,14.513402081918025
ARG,Argentina,ARG.15_1,Neuquén,Neuquén,,Provincia,Province,,AR.NQ,0.24740901137843277,45.110939025878906,6.4262985075363
ARG,Argentina,ARG.16_1,Río Negro,,,Provincia,Province,,AR.RN,0.21388545294700584,37.25290298461914,6.00971150515702
ARG,Argentina,ARG.17_1,Salta,,,Provincia,Province,,AR.SA,0.4728108050515843,63.68500900268555,18.123621923998257
ARG,Argentina,ARG.18_1,San Juan,,,Provincia,Province,,AR.SJ,0.31196729526963346,58.20780563354492,7.639203448628271
ARG,Argentina,ARG.19_1,San Luis,,,Provincia,Province,,AR.SL,0.44978963216145834,39.406585693359375,12.5480712890625
ARG,Argentina,ARG.20_1,Santa Cruz,,,Provincia,Province,,AR.SC,0.15831874715391622,33.06195068359375,1.2048977989099499
ARG,Argentina,ARG.21_1,Santa Fe,Santa Fé,,Provincia,Province,,AR.SF,1.2567592831108514,45.34376907348633,15.601740318959154
ARG,Argentina,ARG.22_1,Santiago del Estero,,,Provincia,Province,,AR.SE,0.6258935599491514,50.34962844848633,15.598836964574353
ARG,Argentina,ARG.23_1,Tierra del Fuego,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,,Territorio Nacional|Provincia,National Territory,,AR.TF,0.08775513685202296,29.162038803100586,1.7339995178995253
ARG,Argentina,ARG.24_1,Tucumán,Tucumão,,Provincia,Province,,AR.TM,1.1305094498854418,50.34962844848633,20.501180795522835
ARM,Armenia,ARM.1_1,Aragatsotn,Aragacot'n,Արագածոտն|Арагацотн,Marz,Province,,AM.AG,0.694491826570951,72.17764282226562,22.496549166165867
ARM,Armenia,ARM.2_1,Ararat,,Արարատ|Арарат,Marz,Province,,AM.AR,1.628188046542081,72.64336395263672,20.706982699307527
ARM,Armenia,ARM.3_1,Armavir,,Արմավիր|Армавир,Marz,Province,,AM.AV,1.3132679803030831,72.17764282226562,21.202222551618302
ARM,Armenia,ARM.4_1,Erevan,Yerevan,Երևան|Ереван,Kaghak,City,,AM.ER,1.2556649843851726,71.36273193359375,20.42760721842448
ARM,Armenia,ARM.5_1,Gegharkunik,Gelark'unik',Գեղարքունիք|Гегаркуник,Marz,Province,,AM.GR,0.7175099963233584,73.4582748413086,21.347962878999255
ARM,Armenia,ARM.6_1,Kotayk,Kotaik|Kotayk',Կոտայք|Котайк,Marz,Province,,AM.KT,0.6451363033718533,71.36273193359375,21.798338148328995
ARM,Armenia,ARM.7_1,Lori,Loṙi,Լոռի|Лори,Marz,Province,,AM.LO,0.3142987251281738,65.67093658447266,24.340496826171876
ARM,Armenia,ARM.8_1,Shirak,Širak,Շիրակ|Ширак,Marz,Province,,AM.SH,0.34846499988010954,69.38367462158203,23.26365007672991
ARM,Armenia,ARM.9_1,Syunik,Syunik',Սյունիք|Сюник,Marz,Province,,AM.SU,0.7652006149291992,64.84354400634766,20.194315592447918
ARM,Armenia,ARM.10_1,Tavush,Tavuš,Տավուշ|Тавуш,Marz,Province,,AM.TV,0.565735556862571,59.02256774902344,22.556353482333098
ARM,Armenia,ARM.11_1,Vayots Dzor,Vayoc'Jor,Վայոց Ձոր|Вайоц Дзор,Marz,Province,,AM.VD,0.9512177467346191,73.4582748413086,20.063002014160155
ASM,American Samoa,ASM.1_1,Eastern,,,District,District,,AS.ET,0.006890756543725729,28.66729736328125,3.565979480743408
ASM,American Samoa,ASM.2_1,Manu'a,,,District,District,,AS.MA,0.00529529107734561,29.394868850708008,3.5603644847869873
ASM,American Samoa,ASM.3_1,Unorganized,,,District,District,,AS.UU,0.0038158451206982136,30.50081443786621,3.543600082397461
ASM,American Samoa,ASM.4_1,Western,,,District,District,,AS.WT,0.008914842270314693,28.66729736328125,3.575338363647461
ATF,French Southern Territories,ATF.1_1,Îles Crozet,Crozet Islands,,District,District,,TF.CR,0.001414964790455997,29.26205062866211,3.4703683853149414
ATF,French Southern Territories,ATF.2_1,Îles Éparses,Glorioso Islands,,District,District,,,0.023441074416041374,36.554412841796875,3.218994617462158
ATF,French Southern Territories,ATF.3_1,Îles Saint Paul et Amsterdam,St. Paul and Amsterdam islands,,District,District,,TF.AS,0.003086958701411883,31.44483757019043,2.193936506907145
ATF,French Southern Territories,ATF.4_1,Kerguelen,,,District,District,,TF.KG,0.0016722537395430774,29.6859073638916,2.3111138692716273
ATG,Antigua and Barbuda,ATG.1_1,Barbuda,Codrington,,Dependency,Dependency,,AG.BB,0.052889153361320496,18.74307632446289,11.62945556640625
ATG,Antigua and Barbuda,ATG.2_1,Redonda,,,Dependency,Dependency,,AG.RD,0.12003159523010254,18.62666130065918,11.42315673828125
ATG,Antigua and Barbuda,ATG.3_1,Saint George,Parham,,Parish,Parish,,AG.GE,0.22822120785713196,18.830387115478516,11.14141845703125
ATG,Antigua and Barbuda,ATG.4_1,Saint John,Saint John's,,Parish,Parish,,AG.JO,0.22141185402870178,18.830387115478516,11.23541259765625
ATG,Antigua and Barbuda,ATG.5_1,Saint Mary,Bolands,,Parish,Parish,,AG.MA,0.13681462407112122,18.830387115478516,11.066061019897461
ATG,Antigua and Barbuda,ATG.6_1,Saint Paul,Nelson's Dockyard,,Parish,Parish,,AG.PA,0.14826856553554535,18.830387115478516,10.981751441955566
ATG,Antigua and Barbuda,ATG.7_1,Saint Peter,Parham,,Parish,Parish,,AG.PE,0.22822120785713196,18.830387115478516,11.14141845703125
ATG,Antigua and Barbuda,ATG.8_1,Saint Philip,Carlisle,,Parish,Parish,,AG.PH,0.14826856553554535,18.830387115478516,10.981751441955566
AUS,Australia,AUS.1_1,Ashmore and Cartier Islands,,,Territory,Territory,12,AU.AS,0.034614481031894684,32.712703704833984,6.829299290974935
AUS,Australia,AUS.2_1,Australian Capital Territory,,,Territory,Territory,8,AU.AC,0.7973746386441317,32.82912063598633,5.419317072088068
AUS,Australia,AUS.3_1,Coral Sea Islands Territory,,,Territory,Territory,11,AU.CR,0.028766984740893047,33.24927520751953,1.4434620539347331
AUS,Australia,AUS.4_1,Jervis Bay Territory,,,Territory,Territory,10,AU.JB,1.2773192723592122,32.95136260986328,4.670092264811198
AUS,Australia,AUS.5_1,New South Wales,,,State,State,1,AU.NS,0.6633504384626221,42.43560028076172,7.331622575835838
AUS,Australia,AUS.6_1,Northern Territory,,,Territory,Territory,7,AU.NT,0.5494892438409595,55.065425872802734,5.9490761439319195
AUS,Australia,AUS.7_1,Queensland,,,State,State,3,AU.QL,0.39730827063597507,44.76266860961914,4.438385585143253
AUS,Australia,AUS.8_1,South Australia,,,State,State,4,AU.SA,0.23346271163846818,44.82087707519531,18.301038870782207
AUS,Australia,AUS.9_1,Tasmania,,,State,State,6,AU.TS,0.6066727921769426,33.527610778808594,4.598611367715372
AUS,Australia,AUS.10_1,Victoria,,,State,State,2,AU.VI,0.7391240046574519,34.11015701293945,6.845028700332296
AUS,Australia,AUS.11_1,Western Australia,,,State,State,5,AU.WA,0.18384679060941098,53.900962829589844,3.3201538616813764
AUT,Austria,AUT.1_1,Burgenland,Burgenlândia,,Bundesländ|Länd,State,,AT.BU,3.348270961216518,64.26146697998047,7.891257149832589
AUT,Austria,AUT.2_1,Kärnten,Carinthia|Caríntia|Carintia,,Bundesländ|Länd,State,,AT.KA,1.358717679977417,63.097381591796875,7.170456886291504
AUT,Austria,AUT.3_1,Niederösterreich,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns,,Bundesländ|Länd,State,,AT.NO,3.2156404194078947,66.58976745605469,9.164545427288925
AUT,Austria,AUT.4_1,Oberösterreich,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich,,Bundesländ|Länd,State,,AT.OO,2.861943244934082,62.864479064941406,9.219093322753906
AUT,Austria,AUT.5_1,Salzburg,Salzburgo,,Bundesländ|Länd,State,,AT.SZ,1.0505887923702117,61.70032501220703,7.1326092135521675
AUT,Austria,AUT.6_1,Steiermark,Styria|Est¡ria|Estiria,,Bundesländ|Länd,State,,AT.ST,1.4695082683952487,61.70032501220703,7.063005719866071
AUT,Austria,AUT.7_1,Tirol,Tyrol,,Bundesländ|Länd,State,,AT.TR,1.0943728602209757,56.52030563354492,7.6814319699309594
AUT,Austria,AUT.8_1,Vorarlberg,,,Bundesländ|Länd,State,,AT.VO,0.958024161202567,67.75392150878906,7.369249616350446
AUT,Austria,AUT.9_1,Wien,Vienna|Viena,,Bundesländ|Länd,State,,AT.WI,5.689701557159424,66.58976745605469,8.783916473388672
AZE,Azerbaijan,AZE.1_1,Absheron,,,İqtisadi Rayonu,Region,,,1.6262621198381697,52.690635681152344,11.733448573521205
AZE,Azerbaijan,AZE.2_1,Aran,,,İqtisadi Rayonu,Region,,,1.494060384816137,59.19733810424805,14.206630312163254
AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,,,İqtisadi Rayonu,Region,,,0.8832040786743164,57.80345153808594,12.176998138427734
AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,,,İqtisadi Rayonu,Region,,,1.0532408018369932,61.47998809814453,20.222118480785472
AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,,,İqtisadi Rayonu,Region,,,0.9532117428986923,70.78065490722656,20.253448486328125
AZE,Azerbaijan,AZE.6_1,Lankaran,,,İqtisadi Rayonu,Region,,,1.3352433117953213,56.53234100341797,16.992374766956676
AZE,Azerbaijan,AZE.7_1,Nakhchivan,,,İqtisadi Rayonu,Region,,,1.2315044403076172,73.4582748413086,19.44737548828125
AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,,,İqtisadi Rayonu,Region,,,0.5890487587970236,59.7220344543457,12.847835374915082
AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,,,İqtisadi Rayonu,Region,,,1.0153190067836217,61.46826171875,17.147371564592635
AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh,,,İqtisadi Rayonu,Region,,,1.6889036496480305,56.81067657470703,19.204976399739582
BDI,Burundi,BDI.1_1,Bubanza,,,Province,Province,003BDI001,BI.BB,1.05868661403656,45.751495361328125,13.627177238464355
BDI,Burundi,BDI.2_1,Bujumbura Mairie,,,Province,Province,003BDI017,BI.BM,0.9177920818328857,45.751495361328125,13.226054191589355
BDI,Burundi,BDI.3_1,Bujumbura Rural,Usumbura,,Province,Province,003BDI002,BI.BU,0.716662327448527,46.100677490234375,12.760017395019531
BDI,Burundi,BDI.4_1,Bururi,,,Province,Province,003BDI003,BI.BR,0.3527405812190129,46.100677490234375,12.323749248798077
BDI,Burundi,BDI.5_1,Cankuzo,,,Province,Province,003BDI004,BI.CA,0.374506155649821,39.5236701965332,9.288283665974935
BDI,Burundi,BDI.6_1,Cibitoke,,,Province,Province,003BDI005,BI.CI,0.7672973871231079,45.227561950683594,12.568095207214355
BDI,Burundi,BDI.7_1,Gitega,Kitega,,Province,Province,003BDI006,BI.GI,0.5188911557197571,43.191062927246094,11.205466270446777
BDI,Burundi,BDI.8_1,Karuzi,Karusi,,Province,Province,003BDI007,BI.KR,0.5625604152679443,41.269901275634766,10.500371551513672
BDI,Burundi,BDI.9_1,Kayanza,,,Province,Province,003BDI008,BI.KY,0.7630319595336914,44.29669952392578,11.944921221051898
BDI,Burundi,BDI.10_1,Kirundo,,,Province,Province,003BDI009,BI.KI,0.8554404122488839,39.23263168334961,13.016069684709821
BDI,Burundi,BDI.11_1,Makamba,,,Province,Province,003BDI010,BI.MA,0.3686670780181885,43.83064270019531,13.30743408203125
BDI,Burundi,BDI.12_1,Muramvya,Muramviya,,Province,Province,003BDI011,BI.MV,0.7198574542999268,44.29669952392578,12.512285614013672
BDI,Burundi,BDI.13_1,Muyinga,Muhinga,,Province,Province,003BDI012,BI.MY,0.6873347542502664,39.5236701965332,11.911526766690342
