GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IDN,Indonesia,IDN.2_1,Bali,,,Propinisi,Province,51,ID.BA,1952.9831324049076,1924.955280388128,1915.6197211336032,1940.3160880901962,2011.01056725,2147.7843104453123,2375.1469174453127,2641.1363181093748,2776.8827568242186,2659.4811305742182,2379.3485226914063,2128.719366660156,2007.0254228046872,2028.785249949219,2173.648974917969,2328.1117597148436,2340.715969539062,2227.231744734375,2164.4233428320313,2231.189321871094,2318.753756203125,2305.3728719296873,2180.8753910390624,2014.247178046875,1881.4292659648438,1811.7363844179688,1778.3206726015626,1745.0357320429691,1719.6293404374999,1751.1133847070314,1869.0042864296875,2027.9453591015626,2129.4144927578122,2117.3467530468743,2038.6748308359374,1979.999275816406,1965.7766794218749,1959.6007426757812,1946.7883158476561,1963.5471618164063,2024.453203425781,2063.9073480742186,2008.07067625,1873.9494439726561,1735.149588484375,1632.206310191406,1579.3659199726567,1610.9249568789062,1739.5166997773435,1892.0391907109376,1973.2647590585939,1992.429158644531,2047.2075017539062,2168.525081246094,2260.136033429688,2230.5083247499997,2108.1622931875004,1971.4433759882813,1845.4758366523438,1736.6966395000002,1687.0641163476562,1713.8983702070311,1758.7257280078124,1762.4582131484374,1747.84920696875,1778.0999362968748,1855.331026046875,1909.3403623046877,1891.8396927070312,1834.6639031835937,1813.1967451484375,1882.8095234609375,2013.4113366171878,2080.7642221835936,2003.6528437421875,1872.2477183945311,1832.0567934960939,1887.953878359375,1946.6611956132813,1969.7878013749998,1981.8889810195315,2021.926587238281,2106.2695928515623,2175.5538950117184,2152.2456479140624,2064.378130355469,2012.6431393867185,2037.9544400234374,2089.740979238281,2100.680411570312,2055.32483925,1993.2161110390623,1968.6289961367188,1994.7600583359376,2021.334715203125,2021.476400625,2071.572610511719,2228.520057699219,2382.92133565625,2382.329987785157,2240.2115105390626,2095.23523165625,2023.2649088945313,1988.9323126132813,1945.5563997460938,1907.91049725,1926.5105437500001,2023.4290938632812,2153.5749915039064,2229.6186461132816,2204.454760191406,2105.8770849062503,1986.90025615625,1907.1274027539064,1923.7217723710937,2002.8678748588236,2021.0193734736843,1924.5681366575345,1770.7219740061348
IDN,Indonesia,IDN.3_1,Bangka Belitung,,,Propinisi,Province,19,ID.BB,2730.025071263804,2804.288142520548,2909.526768433199,3000.4217993098036,3058.398490761719,3109.9884488867187,3170.7696544882815,3211.9846990078127,3190.92756153125,3098.080819796875,2955.946913390625,2784.791227648437,2631.756346871094,2595.2003114531244,2703.2623920625,2819.5213698242187,2797.1935102265625,2668.7299299179685,2578.818231746094,2587.260499785156,2629.5818915351565,2646.384753324219,2657.2895796914063,2691.1247141874996,2732.453546957031,2760.593014296875,2766.8082131562496,2738.9894179296875,2695.119301886719,2696.062301773437,2757.0502751640624,2791.9908784296877,2716.384469394531,2563.461057746094,2444.9259605156253,2436.7314217109374,2517.707867007813,2586.440093050781,2571.8271949570308,2536.8687788867182,2594.0236529804683,2739.4838447226557,2872.8905406328126,2943.186259675781,2991.7521766953128,3078.8414600195306,3199.3680121093753,3271.4771254453126,3228.4126943671877,3103.1214244023436,2989.616104140625,2949.648487859375,2977.6177696093755,3025.2533578867187,3044.551399734375,3030.8019417812498,3032.3233240820314,3088.5388380937497,3166.0790446718756,3203.9967757539066,3193.6730925546876,3153.3613738906247,3075.0159992460935,2961.4333095820316,2865.8521944531253,2856.90881715625,2967.2725604101565,3141.574060277344,3228.31188421875,3124.4460336367188,2932.532776203125,2850.4566317421877,2903.7092793671877,2922.7587770820314,2805.5255991835934,2662.1771017734372,2643.4648948203126,2743.890909851562,2847.9352508554684,2882.3107250703124,2866.830060152344,2872.5286618554687,2940.7379662929684,3031.489030203125,3087.2472636054686,3114.9713430195316,3145.334317527344,3145.4947506445315,3039.760475367187,2836.9069505703123,2674.0397318437504,2666.1785643242183,2774.2012157265626,2871.9481714062504,2872.88935596875,2798.071174113281,2764.603273472657,2848.3692127539066,2976.444455992187,3022.0655550468755,2949.487810917968,2831.230842671875,2755.801769902344,2731.2258758242183,2705.2450584218745,2659.059916796875,2626.27354503125,2653.892877867187,2755.925201328125,2866.0239446718747,2886.180098796875,2793.1453740664065,2646.8609537734374,2550.763750714844,2591.7302914375,2722.186736113725,2789.679980526316,2736.166367009132,2627.40433002454
IDN,Indonesia,IDN.4_1,Banten,,,Propinisi,Province,36,ID.BT,3178.595263128834,3163.5405044383565,3205.39344759919,3292.9426015607846,3385.2411712617186,3449.925670242187,3479.6947575859376,3473.8437685429685,3424.9205301562497,3330.3890006093748,3207.451389304687,3079.4303376992184,2989.2956495820317,3024.6811963789064,3213.5742391875,3407.4684462460937,3416.350563757813,3241.7786620703123,3053.098168949219,2965.9346355507814,2949.527519234375,2925.479301601563,2863.7546688242187,2795.8618098867187,2793.311077546875,2896.500043140625,3043.671465628906,3143.0011786210935,3202.00142065625,3286.8503541679684,3384.2743588867193,3407.248664453125,3326.4045967734373,3230.8669499648436,3240.470531023438,3366.971156707031,3488.468224738281,3475.9120659765626,3328.5117011171874,3171.2661893750005,3112.812840730469,3121.0331894960937,3083.0159978359384,2970.7904257265627,2866.5146386914057,2830.399034714844,2840.260887535156,2863.8822115742187,2896.7610378593745,2925.132172714844,2934.1021867460936,2959.5744588593748,3061.760760484375,3218.3280153749997,3314.6192062773434,3294.841579761718,3231.6677108125,3188.3416995468747,3129.4378175078123,3012.7893594023435,2868.215470828125,2768.785097355468,2772.0549891718747,2869.8026197539066,2991.5213743359373,3081.784680609375,3140.55164359375,3182.560185425781,3207.732540070312,3207.002399644531,3190.684813535156,3206.869869074219,3268.785750097656,3299.0189033164065,3239.8399490820307,3150.331858648438,3119.506965398438,3161.5847551679685,3228.384927386718,3255.609760253906,3210.387756960937,3143.097271773437,3142.432530578125,3220.722716933594,3308.3163223554684,3351.617862550781,3361.9896642539065,3374.510617835938,3395.1836006054687,3411.9010484921882,3425.3878050507815,3434.569373722657,3439.963755636719,3459.870383382813,3476.4387771914066,3432.762516792969,3337.004279199219,3258.4279999218743,3220.5901520859375,3202.0939119257814,3191.1293664179693,3184.353983941406,3183.707265914062,3189.7297092070307,3186.3742158867185,3170.8061119257814,3175.622029210937,3221.7222659453128,3270.9836214921875,3268.354438046875,3234.665060632812,3242.480635742187,3287.0449909960935,3300.1602427304683,3270.9233032265624,3220.6223669215683,3133.5360708097164,3008.9847181369864,2885.6682525214724
IDN,Indonesia,IDN.5_1,Bengkulu,,,Propinisi,Province,17,ID.BE,2973.766783325154,3013.3575693744297,3081.819572481781,3168.251364352942,3226.3921589453125,3196.518426378906,3061.5606833125003,2881.109257984375,2749.115153699219,2710.3319161289064,2733.259046261719,2761.1435548203126,2776.8328702031245,2814.635504082031,2905.3123600820313,3017.802633542968,3085.3980795546877,3090.3425641679682,3072.141114207031,3060.6629461953125,3071.8410909765626,3130.613434042968,3216.7037217109378,3253.4662686953125,3211.6507138320317,3151.2214353320314,3144.8765946835942,3213.8484658320317,3315.2531766835937,3377.3479507382817,3363.326934675781,3273.4234012070315,3127.371475722656,3004.082568777344,3000.2254616289065,3092.7353458046878,3155.917924386719,3136.7336960312505,3100.4126189570306,3096.010711988281,3084.213974949219,3024.467405394531,2946.8798506914063,2902.338918195312,2908.0621137773437,2954.6362012695313,2994.4786335898443,2936.49234996875,2739.9895355898434,2493.7996428789056,2329.9594298671877,2292.5764418710937,2332.586633636719,2388.0561305585934,2456.3865662734374,2608.484556839844,2898.021872085937,3254.1608176132813,3525.8064558359374,3615.022473203125,3521.9740049375005,3320.7261522109375,3116.5495042617185,2966.9898446914062,2878.090966230469,2891.466506019531,3039.8709293554693,3209.9652682851565,3214.027834289063,3014.954911152344,2769.3888794414065,2640.6378054687502,2637.4760076249995,2660.6275973046872,2659.824013515625,2682.5128401406255,2774.9078674453126,2893.6634555000005,2943.745253324218,2885.0657370429685,2779.272239574219,2730.5984074531257,2782.400526433594,2877.5855229179683,2931.0345294960944,2925.3348192773437,2910.860750847656,2918.0789184492187,2914.0640174726564,2871.5623214062502,2818.074355847656,2777.8994752851568,2744.9484312695313,2713.551384519531,2662.185435242188,2584.997597691406,2564.18474440625,2667.6083582304686,2820.4949172382812,2907.1038939960936,2904.2246990000003,2858.4142689140626,2820.812730519531,2807.1505613007816,2798.3460459882813,2803.232028414063,2871.7786044453132,2997.707254597656,3078.9332396796876,3043.8327646640623,2957.5018272265625,2915.603448757812,2899.753006753906,2854.6670695546873,2808.721970812501,2783.720409235294,2714.2761799352224,2561.2544361689497,2369.009340147239
IDN,Indonesia,IDN.6_1,Gorontalo,,,Propinisi,Province,75,ID.GO,1633.4739428466257,1562.4049875296805,1500.5137978623482,1479.9961542509807,1528.402704964844,1623.8335822890626,1713.8075020820313,1771.2642701328127,1778.459427296875,1704.2791180253907,1563.0525244453122,1434.686111714844,1402.9380931328126,1519.8144999765627,1760.749320296875,1974.3210919687501,2003.77673675,1886.3049603144532,1802.2991559257814,1831.3271869492187,1891.9731518984374,1910.217511800781,1905.1481664687499,1903.4741415976564,1896.6455381953124,1886.1327050859375,1871.7290127421873,1820.4968238398435,1732.7208159570314,1694.6533270507812,1780.7755784492192,1936.5791277929688,2028.787400480469,1993.869378019531,1897.6949816093747,1847.6741764453125,1851.4027908359376,1805.051981421875,1656.94752621875,1507.689188671875,1482.0387711601563,1571.7320736289064,1668.7388896718753,1698.5589272343752,1673.6511543515626,1653.2515258554686,1679.1546564453124,1734.2930950820314,1755.3113924218753,1696.8396765429688,1593.494168363281,1547.0079361875003,1619.9510612656252,1740.0029370703123,1756.93405646875,1611.269629121094,1401.5615323320312,1271.840154746094,1271.5609685312502,1338.893587332031,1398.8155278007812,1446.4340139609376,1516.2648439960938,1606.8572928867188,1685.3830479921874,1738.3620014765627,1769.0386522070314,1773.4900803304688,1749.1268451828128,1701.5790976398434,1654.2620625843751,1659.3316093632811,1739.128465826563,1825.5409121593746,1833.0806648507812,1768.3676569281247,1700.6586139335939,1655.9785880742186,1606.502097125,1545.6132013867186,1520.5377116210939,1585.8464461835938,1728.8028471171876,1855.2884179960936,1890.6315818203122,1873.253381015625,1882.4601077226564,1904.129650175781,1859.063122097656,1741.2159771953127,1633.019158519531,1605.391720339844,1670.7821566132811,1790.1003227890626,1888.3580759921874,1924.6374102187501,1948.6461609218752,2025.3020620585937,2127.9452052070314,2163.5186186015626,2089.6433492187502,1966.0200366328127,1879.4219091132811,1861.8475776093749,1916.6998294414063,2053.680943597656,2235.9069532304684,2373.247100769531,2423.9056888749997,2422.9663925,2390.2759412968753,2289.147554449218,2094.738341183594,1874.1162894921874,1757.4831250976565,1785.2794258509805,1843.0283431943321,1816.5042586438358,1707.8694260552147
IDN,Indonesia,IDN.7_1,Jakarta Raya,,,Propinisi,Province,31,ID.JK,2307.875194472393,2308.37938807306,2322.5222948987857,2324.812773980392,2314.18979,2312.413607277344,2306.9950100546876,2264.143205796875,2190.320587191406,2122.5541549023437,2074.8520216796874,2030.7811285742187,1994.1734637382813,2014.4491138320311,2116.4911615039064,2237.0291851406246,2291.6443814140625,2277.38382259375,2254.919855710938,2250.8390327226557,2234.610902011719,2185.1230771718756,2125.3924436835937,2096.5926976796873,2123.8765412500006,2179.5016926914063,2191.4914949453123,2135.2891243085937,2076.8403787382813,2083.9971642460937,2147.192392878906,2212.79165865625,2246.698009316406,2253.5720783671877,2266.1560601523433,2312.586867542969,2378.2875250273437,2415.6157393085937,2394.5801931875,2327.884093421875,2249.9824644101564,2178.64077759375,2101.617124121094,2012.349874730469,1935.9611670585937,1897.7760543671875,1903.4297197578123,1956.3748391679687,2044.7814561757812,2121.601924140625,2144.4487885156245,2134.3137407265626,2167.777108429688,2277.6029859609375,2382.31576275,2386.539374515625,2311.223222324219,2240.734467078125,2207.5447578242192,2196.1503166484376,2187.1849183789063,2157.0989893359374,2092.685638945313,2023.1700748789062,2002.63974821875,2054.983177523438,2144.8706353320317,2210.718663945312,2231.3362577070316,2239.9079176328128,2279.1220509218747,2362.712734382813,2452.8359485,2487.308061933594,2461.7672939726563,2429.5027509023444,2411.036287714844,2385.726039828125,2348.2700921796873,2296.1472393437502,2222.0234666015626,2171.2882714648435,2215.8974988046875,2345.5683944453126,2467.1025806562498,2506.3329894570315,2469.366725679688,2421.7642978632807,2419.3395100468747,2465.951552390625,2527.544329445312,2556.597702585937,2536.3902554335937,2506.2033813242183,2486.60678653125,2440.534027078125,2360.6498046914066,2293.449628886719,2268.9281119765624,2287.95358996875,2333.388203261719,2367.908286984375,2374.3334217499996,2371.423495472656,2374.0090745390626,2385.421689203125,2410.7798814882813,2438.3944317851565,2427.6243984843754,2359.2049846015625,2305.643261507813,2369.9266914414065,2527.1335185625,2641.1766307382813,2634.954921230469,2527.7513273725485,2364.898300105263,2198.33527856621,2071.529094595092
IDN,Indonesia,IDN.8_1,Jambi,,,Propinisi,Province,15,ID.JA,2432.85161704908,2489.553058410959,2593.9520040161947,2713.011026811765,2791.7743040000005,2799.1416189023435,2742.7536745781254,2658.044431296875,2591.4795677578118,2570.8889032148436,2582.2822910273435,2576.461963773437,2518.9232190585935,2440.863468984375,2402.477975632812,2409.8051660625,2426.3229621445307,2447.72446225,2492.3141329843747,2534.7839069335937,2524.8082598320316,2466.1358687382817,2407.7573485078124,2368.215117953125,2339.053203980469,2329.159876621094,2342.44835978125,2367.8304079218756,2423.744392683594,2532.624296371094,2639.090041042969,2643.832869699218,2538.185176933594,2427.969158808594,2394.5747587382816,2401.080989601562,2377.498255195312,2330.587595144531,2314.5554627929687,2347.2096624101564,2400.8536998125,2443.9942293242184,2467.0123141562503,2481.3230536640626,2512.8868457929684,2585.4534846367187,2671.061013226563,2683.1449574492185,2588.0109423906247,2478.6579291328126,2465.8979911367187,2554.5829018046875,2676.117908269531,2786.765479988281,2895.901051949219,3014.290135390625,3104.5015544335934,3112.224270441406,3039.915424707031,2946.8548831132807,2868.361566046875,2784.6991675468753,2688.5528577734376,2617.3018991523436,2589.622621402343,2583.3812624140623,2590.434257472656,2609.059738890625,2588.5541988242185,2477.0822871210935,2318.5750044999995,2218.7146726601563,2218.426562160156,2267.1789824453126,2315.298311585938,2371.678125835938,2466.2593050820315,2591.704313558594,2688.7015453007807,2694.2726204570313,2619.0948255625003,2556.0545291992185,2583.9072770117186,2676.346843941406,2733.0498704570314,2697.898904105469,2615.9483978242192,2555.1384382148444,2515.605327351563,2463.083610730469,2400.262188832031,2351.7356472734373,2325.225659855469,2308.140682234375,2273.769965578125,2225.412915890625,2227.6578069960938,2317.18372334375,2428.710240765625,2484.656928042969,2487.366596003906,2474.38537746875,2452.8681712031257,2420.297249890625,2406.8797697109376,2448.367872636719,2537.1591785,2635.406541714843,2701.607896449219,2696.9509532617185,2624.1223911757816,2536.2439123007816,2464.84138753125,2406.0278960625,2382.389446011719,2418.8243294509803,2473.0076621417,2480.282395415525,2429.0831963067485
IDN,Indonesia,IDN.9_1,Jawa Barat,,,Propinisi,Province,32,ID.JR,3002.500257883435,3105.6058021735153,3224.41423451417,3274.9978100117646,3221.228951898437,3141.2446905976562,3126.9659954335934,3166.939718980469,3165.490600785156,3061.0120670078127,2900.07241453125,2777.535745148438,2755.1548591835935,2852.6025463242186,3021.7812244453125,3136.4206155624997,3122.9216330546874,3059.3946118593753,3041.9191717226563,3045.3278905039065,3009.022294738281,2941.0643302460944,2862.886409660156,2774.240088503906,2717.3352309609377,2748.9551502968748,2829.6519152070314,2864.3370537187498,2845.9537416171875,2848.517835742188,2903.2333791601563,2961.309216394531,2961.2513932890624,2906.5315325117185,2873.4796187460943,2921.094825203125,3012.3010214765627,3062.159571269531,3042.0578977109376,2998.0907590898437,2969.1519658164057,2923.0166403671874,2807.5733765195314,2640.9577647226565,2493.112988609375,2403.424360039063,2384.6258353515623,2459.038503238281,2609.37537625,2748.185852277344,2808.5869314804686,2831.1373787773437,2911.695948101563,3064.3659260859376,3188.8145067421874,3208.440522414063,3157.329949917969,3080.9580850195307,2963.3601791210936,2798.6146120468748,2637.1892113242184,2534.506231285156,2501.899061667969,2507.2491159765627,2519.5009901875,2557.685941296875,2651.179646542969,2757.9943735625,2801.671209015625,2774.9416662421872,2749.11322846875,2792.2254827070315,2884.588288683594,2935.314239691406,2911.828366226562,2887.9137132304686,2921.2567170273437,2968.7600145390625,2963.248266628906,2900.8743115585935,2833.4648290312507,2821.318207949219,2881.183226875,2961.5765987812497,2991.728515585938,2951.6504502382813,2885.4687111601565,2851.16002909375,2865.4592980078123,2913.2929142773437,2971.7678740351557,2997.641575710938,2968.16089484375,2930.2821507226563,2922.534532625,2915.5931854414057,2888.091127097656,2857.541964238281,2832.568534542969,2807.989520710937,2774.4929935703126,2734.8141924062497,2730.4736990039064,2789.4855203945312,2868.8043175898433,2920.863586238281,2967.4664483125002,3052.334311792969,3149.9206220585934,3177.6051218320313,3125.9351687851563,3090.865389644531,3121.642133738281,3163.056388808594,3165.930875359375,3115.9209997411763,3003.0876851578946,2856.5260110273966,2731.13812204908
IDN,Indonesia,IDN.10_1,Jawa Tengah,,,Propinisi,Province,33,ID.JT,2710.3150321533744,2774.7466587808217,2872.8973875708507,2961.819770466667,3017.000432746094,3061.5530866093745,3124.143408707031,3192.022861859375,3202.10963759375,3091.7752390937503,2879.7935085429685,2670.5681551445314,2579.8956142304687,2659.4984159921873,2843.532748054687,2977.4720134101567,2967.5315789765623,2876.8551946835937,2814.872668144531,2795.23645703125,2769.014663105469,2716.214963984375,2644.95501925,2578.4316572460934,2566.642596757812,2627.4057439257813,2684.538809210938,2658.5919294179685,2589.964273492187,2578.212714160157,2640.4504997695317,2703.310621113281,2696.7294836367187,2625.582969898438,2573.0573142929684,2617.5519404804686,2732.080867972656,2807.0267869609374,2788.881720261719,2743.089190675781,2740.0283079531246,2736.6642438593744,2647.2328801875,2486.07015840625,2349.7156336484377,2293.1484121484373,2303.0668214335938,2354.75765184375,2429.6346281171877,2500.886197304688,2548.4449327265625,2594.2469465351564,2687.859517230468,2821.625906671875,2910.8011598437497,2912.2429520937503,2876.891374328125,2834.418167035156,2746.5877225703125,2613.2504735976554,2503.480868476562,2459.0316585429687,2454.016103183594,2453.126178605469,2465.2138593476566,2532.4676140859374,2653.915219984375,2750.4641249765623,2763.3183991250003,2732.625731871094,2734.4276678593747,2798.850076316406,2876.868002039062,2862.7946025898436,2724.2041977070317,2587.132248851563,2587.113676546875,2691.90032590625,2770.5511243398437,2755.823453535156,2674.482673941406,2603.4837885546876,2602.2213539335935,2640.815253394531,2642.726438816406,2592.200694320313,2540.785902746094,2531.1177535585934,2550.2780391757815,2557.0847952773433,2533.6035714726563,2489.772902441406,2447.5820876953126,2430.2839512460937,2435.065823066406,2445.7344037304692,2481.2939547148435,2568.813923042969,2680.4770261328126,2748.3028149062498,2733.564687839844,2674.054539929688,2643.523088683594,2652.057511082032,2647.531962042969,2626.385682800781,2657.4002556328123,2777.0045445351557,2915.087236105469,2956.0397858164065,2875.6446575898435,2762.865233183594,2688.369149414062,2653.099678050781,2651.1172753828123,2652.9430802784314,2592.139785036437,2459.0781701461187,2311.6963331411043
IDN,Indonesia,IDN.11_1,Jawa Timur,,,Propinisi,Province,35,ID.JI,1909.6440664478528,1964.5431869908678,2050.5055607408904,2128.1075033411767,2163.332405953125,2177.2287275820313,2228.321148621094,2325.336244671875,2380.9188818710936,2309.321359980469,2146.606796777344,2007.2939451640625,1971.111628519531,2055.2973534140624,2212.692734496094,2331.91727896875,2336.562535234375,2282.3541213515628,2263.260635421875,2272.067308074219,2249.9523028476565,2192.730727417969,2129.142739152344,2079.468495285156,2070.7360389570313,2105.690952203125,2119.335967460938,2057.5284753710935,1977.1397584726562,1980.91619390625,2081.2784185585933,2195.695066902344,2249.144054574219,2241.626302972656,2228.3628883554693,2248.984781066406,2282.7703976640623,2279.825280160156,2234.501410417969,2205.253858988281,2227.9118507304693,2241.3979322734376,2167.989860269531,2030.1077401406249,1912.7982280742187,1853.5793464609374,1837.9865635117187,1861.8516751992188,1927.0281938242188,2001.5315105312502,2051.4518350820313,2099.983611019531,2193.2779875507813,2306.3512380039065,2349.493935136719,2291.7486692265625,2201.672634835937,2134.5455409609376,2069.0529084609375,1986.0338713437498,1920.4029987578124,1900.1437296406252,1899.5133024492188,1886.9910942070314,1880.299176261719,1918.981300097656,1995.9867936132814,2057.386993789063,2074.3298324023435,2069.716915515625,2081.9763414453123,2142.7075363515623,2240.694819128906,2287.4883083007812,2207.9294184140626,2064.188504210937,1986.9776070703126,2006.4805663750003,2054.315106980469,2088.0615978124997,2122.0846502226564,2178.810982914063,2252.4499010585937,2298.357176121094,2273.1062657773437,2187.624217035156,2091.5555559453123,2017.2179426054688,1965.036975175781,1934.3780289335934,1929.4650423164062,1935.4847009999999,1935.096468160156,1929.139736738281,1917.9691154492186,1922.7516933632812,2000.7312858632813,2159.113317167969,2316.925163113281,2397.2938020742185,2384.6237554375,2304.9196590078127,2204.235019066406,2114.8247860273436,2041.078549109375,1999.4608852578124,2032.0626072070313,2157.9268559414063,2317.300547175781,2389.105263683594,2320.781338945312,2199.762479816406,2130.6311448476563,2132.7674303046874,2178.2993287656245,2212.3343569294116,2175.754417979757,2078.298247607306,1978.7543963987732
IDN,Indonesia,IDN.12_1,Kalimantan Barat,,,Propinisi,Province,61,ID.KB,3577.573253349693,3556.196323118722,3543.506234850203,3548.988472211765,3577.7425325117188,3603.935473105469,3608.136187671875,3618.855371753906,3653.570932890625,3674.6819564921875,3648.130031824219,3580.8240688164065,3503.401127910156,3457.8374951210935,3456.8441863984376,3451.334056027343,3394.4424682421873,3320.1816367734377,3309.3937542031244,3385.4910372578124,3485.3883789687497,3539.678374027344,3535.8948727304683,3496.2409083085936,3443.5804735,3391.63157384375,3344.288531191406,3327.1840572499996,3406.800592011719,3608.254410117188,3823.687338851563,3887.6662167734376,3753.203369699219,3535.291112324219,3380.3336298398435,3332.3166615976565,3323.1132230273433,3268.553715421875,3169.0967806445306,3112.926093484375,3172.3246392695305,3314.4415575976564,3441.0937504179687,3499.2895938359375,3517.9280083007816,3548.502250621094,3601.196069953125,3638.813358484375,3619.729190687499,3547.834092578125,3484.5045395937505,3497.7381574843757,3586.1751590273434,3668.778907472656,3667.3226698906255,3584.879186175781,3487.3732424140626,3425.047642554687,3393.9513917656254,3372.3160206914067,3368.895760167969,3404.2569553750004,3457.6972025976565,3481.6983576757816,3469.5324664882814,3470.328525234375,3533.4028132343747,3643.815733050781,3709.9121664765626,3653.09904084375,3525.078278027344,3456.058582101563,3475.40125671875,3502.5412558710937,3510.239951328125,3548.0507361562495,3613.56793340625,3640.1725731171873,3598.9688456796875,3521.008519167969,3458.6792740742185,3459.5855871445306,3512.1569456953125,3539.5263296484377,3514.428515453125,3508.767978933594,3569.1492966992187,3630.953977863281,3617.2397991679686,3551.1601623750003,3514.856460953125,3555.9681656640623,3666.9316361328124,3784.3537343359376,3810.486731292969,3730.704281652344,3660.0115188632813,3671.4638018359374,3686.3987907695314,3624.7758073632817,3534.2387216210936,3500.1291858749996,3522.707974601563,3542.7708276992184,3549.5104063203125,3594.2041375859376,3697.928063992188,3817.56628190625,3895.382137285156,3888.4516665273436,3786.9146103359376,3629.8473776875003,3487.7297079609366,3443.022394109375,3533.325097359375,3672.4089781137254,3726.019228817814,3669.968997136986,3570.741057312883
IDN,Indonesia,IDN.13_1,Kalimantan Selatan,,,Propinisi,Province,63,ID.KS,2994.4977646012267,2877.068704315068,2787.7210557935227,2733.8249478274506,2723.8644694140626,2781.3804570898437,2910.6632729218754,3050.646134316407,3108.4316316054687,3055.387353921875,2951.610547941407,2854.5629499062497,2774.980545855469,2738.581388113281,2772.041797632813,2813.068323898438,2763.5349901875,2636.9149152109376,2539.333234015625,2515.9320054726563,2519.409457902344,2509.432527386719,2487.749146867188,2459.764837042969,2433.890561992187,2423.847564082031,2416.575182113281,2395.031050929688,2398.712603144531,2487.665394734375,2644.622410375,2771.8103264648435,2789.193464371094,2712.904746503906,2632.9716278203123,2609.598299628906,2608.3877992812504,2562.565555234375,2476.269000441406,2440.4881684648435,2545.0018892070316,2759.74815471875,2927.007930386719,2920.6281705898436,2775.491885445312,2615.908367027344,2520.5295590039063,2495.6164752070313,2512.0837982929684,2537.6877613398437,2576.4196069296872,2669.906535730469,2817.478447230468,2926.7219863984374,2903.61750878125,2771.8251783398437,2647.0853757070313,2604.0327340468752,2612.3047711953122,2598.5649929453125,2532.8986745664056,2440.6151164531248,2354.062529511719,2287.4195879726562,2258.129271328125,2290.597514035156,2377.9071146250003,2470.566993390625,2510.9469684335936,2466.5257999843748,2369.6095143320313,2320.4377378437503,2379.9582973671872,2495.8519175703123,2588.0658688828125,2625.247882777344,2597.3226050742187,2509.113291953125,2401.691760539062,2327.467856800781,2328.8149525429685,2434.9924153281245,2608.0867101015624,2724.7391504570314,2716.138023875,2665.7505778125,2651.9596170781256,2606.2301835507815,2458.713291101563,2289.0214989335936,2212.4034499140625,2239.96090171875,2323.9822942929686,2416.4995612070315,2448.107223746094,2388.104883101563,2335.095453777344,2402.5316873164065,2538.242364996094,2597.1677667695317,2547.340304078125,2478.293309332031,2448.609736914062,2447.1364368281247,2478.6970837460935,2559.5665195703127,2646.4214820039065,2689.3634116054686,2708.0680211679687,2721.4316058476566,2692.564721921875,2599.6827160351563,2475.242806085937,2378.3904319648436,2363.8009836953124,2422.561767929412,2467.4982427732793,2433.3290872511416,2334.6210666748466
