system:index,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,GID_0,NAME_0,.geo
00000000000000000094,454.29108310727304,452.3148377729675,454.3068204779667,447.89259758061394,448.0067071624611,450.0130041745779,449.3177581328319,448.2253086899903,454.0316024571958,464.560209292044,457.3135539441944,458.09774151727055,453.4813798893688,452.148386376468,443.12683851529596,449.90465572552523,449.5265080255489,444.72891646692096,452.2640431546351,446.0803124228678,442.71463783333684,436.08317440513537,448.3672538693309,428.81611417506963,433.1128314266316,441.955792441154,444.83788661622975,444.7901099282527,442.70584357016656,433.8788768693782,444.5708937195085,426.595410240539,430.8208445577352,433.15123493385477,430.68288280340846,432.76931047708274,441.5185786746527,426.4255269650945,421.9934344117597,432.6173056796892,436.80490478823543,477.6505765297948,463.82931145104766,445.84853189671844,457.74714648311766,458.78852587486836,452.7558962342983,438.4281398570963,471.45971230533036,430.07326820330053,456.8147465101162,449.29168090319945,430.86996571519796,436.36019631068166,445.8013875198203,430.24203625818416,451.4876395320379,435.9831061292448,446.6277790482665,436.7285460300002,439.56999802096203,451.65349287722074,461.461575378016,462.0280428775979,437.19897707058766,435.88460028645227,427.8208222904466,441.68666971862103,463.77226623562825,449.60802528859654,435.5456803609999,456.1813112487068,453.17797354530376,469.4414139330684,452.29911535277205,464.0653703791624,448.7000235484985,470.5075983468186,450.6776887815458,456.0738284768481,470.2825619571599,445.9407878533627,471.2004889484393,470.6343936371612,461.308748458395,462.4789851892668,467.0201647473794,445.1216983497482,462.23940611640666,472.31166458147635,456.89732709240496,463.20963898820486,470.7776438199902,473.2266812837386,458.22885482529625,465.6835983940819,452.2606890667626,481.79137438771414,438.7611604532547,478.3500421229107,470.7780614755158,449.9146718980851,450.36957064084874,455.37070226546945,449.87757283501196,476.1782775732277,463.8355161141408,441.7082290416594,484.00709368672585,450.0560129150972,452.48836646751016,455.12818312770804,464.1743909650158,471.36559361784003,504.2733966008422,464.1913380383862,475.2213929006311,468.53798896795894,445.12695648439933,446.6734786075906,456.5880953907252,473.12390163608217,453.3416277758692,465.199990306504,452.4352966725377,477.78055966134565,467.3552600354343,434.8204094306729,444.0900736398715,CAN,Canada,
