system:index,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,GID_0,NAME_0,.geo
0000000000000000003d,1102.2370455560051,1337.6619641894013,1370.6708265684904,1373.5869065370464,1109.152252626343,1048.6525087408684,1207.112761076791,1194.0467381101334,955.5863893394471,1169.4771239846812,1061.6512602831303,1091.6608254473258,1216.0568501374519,1068.7804546439518,1010.4733113835929,1179.087540957287,1080.0643395772552,1134.8832641493773,1189.1994850857575,1248.439252118902,1099.8637382326447,1134.4911514769935,1122.1725404096578,1212.0234628709238,1174.168416558144,1321.8538209929939,1449.835589090807,970.3820192455194,1253.257500988031,1003.0256703415466,1178.7282058484925,1171.3173426957721,1108.9284789913465,1206.7185887476023,1156.431048959034,1203.3890443025825,1193.921965160838,1137.8056024246548,1152.999715995853,1150.6627651423357,1259.232334507604,1165.6989468201564,1335.1561556840732,1193.03011581366,1100.4345848936023,1283.435499812745,1186.2525263231319,1237.8060619224598,1081.7685446762655,1165.9931632123091,1035.5213666599022,1249.7003486407737,1242.251807493073,1277.0258846617742,1196.7060812367656,1294.5387503787574,1191.3376163196947,1265.9675730868773,1222.7643008554228,1156.3307387656166,1025.020899710105,1096.5315095337714,1208.957018960356,1189.0856286686621,1306.989267778915,1388.3535366066242,1135.4704155150785,1249.5323525809106,1316.2964208257958,1132.5817896330886,1365.5814654685244,1141.925746820985,1155.0351928740693,1212.451282726001,951.1782467624541,1054.9778250634927,1139.9266495035715,1052.2866638534358,1139.8178544717423,1257.2036147102401,1259.0031185948503,992.437934493899,1286.2237179992715,1095.3205124868177,1314.008740020201,1150.6888802910983,1293.1509740615975,1266.8775808075573,1048.6869993914827,1185.585414627435,1182.0730915218157,1105.0987340991949,1301.9507955732247,1149.2195822319366,1162.245656008731,1106.3496582314058,1089.0896205216802,1299.8537180699236,1130.6395318750883,1378.7831947429365,1133.3864531715328,1075.0966573154162,1207.1673366591367,1291.4472564836985,1225.9666149101633,1221.4233532414078,1235.611931107927,1308.378966060789,1178.9864322107626,1092.1992252446314,1125.8331501038892,977.342938663758,1181.526750285821,1153.0515458650952,1246.4475179200522,1185.3244632635424,1273.737520292283,1217.3185831352837,1035.735639883799,1316.616037438419,1216.3426221271866,1129.7099026094377,1289.7836069402517,1067.0666789521806,1137.0970505847768,1099.8257619167564,1107.8426445892342,1004.0236888659308,1236.168771653392,IND,India,
