CC_1,ENGTYPE_1,GID_0,GID_1,HASC_1,NAME_0,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,Baseline,LinReg_1901_2019_Intercept,LinReg_1901_2019_Slope,LinReg_1901_2019_R_Squared,RateChange_1901_2019
,State,MEX,MEX.1_1,MX.AG,Mexico,Aguascalientes,,Estado,,551.3228293599752,517.6225454828543,0.0212951761207419,3.120821990787448e-05,0.45964466251291025
,State,MEX,MEX.3_1,MX.BN,Mexico,Baja California,,Estado,,169.48323994488032,525.6873618227656,-0.182625269759782,0.013824903841454073,-12.822747021169711
,State,MEX,MEX.2_1,MX.BS,Mexico,Baja California Sur,,Estado,,157.0928235820677,-274.024071457599,0.22194880823179833,0.021532312737259973,16.81293109216158
,State,MEX,MEX.4_1,MX.CM,Mexico,Campeche,,Estado,,1275.3649379334997,2169.534187483132,-0.4571037742298339,0.010146613534550486,-4.26508111642838
,State,MEX,MEX.5_1,MX.CP,Mexico,Chiapas,,Estado,,1963.4373011372256,172.0601540470218,0.9195396129875969,0.02543885279775082,5.573145314196934
,State,MEX,MEX.6_1,MX.CH,Mexico,Chihuahua,,Estado,,450.7844466841032,-289.83030558245605,0.3800072813241495,0.02696824306682999,10.03159421541961
,State,MEX,MEX.7_1,MX.CA,Mexico,Coahuila,,Estado,,335.56053338729964,-693.22356103792,0.5302478734240378,0.03466795519079424,18.80420688944128
,State,MEX,MEX.8_1,MX.CL,Mexico,Colima,,Estado,,909.0227925112996,-103.83592802471378,0.5201015842728114,0.013948020359476399,6.808639897518874
,State,MEX,MEX.10_1,MX.DU,Mexico,Durango,,Estado,,613.9783692687214,-623.8211799674087,0.6348972473908501,0.045425143505682386,12.30544530900954
,State,MEX,MEX.11_1,MX.GJ,Mexico,Guanajuato,,Estado,,597.2394396477373,-13.902753105409943,0.31758230599374976,0.008841229562045028,6.327829661675861
,State,MEX,MEX.12_1,MX.GR,Mexico,Guerrero,,Estado,,1207.3489181650943,1565.977246791576,-0.18263883430493807,0.0022924271989043232,-1.8001441799706566
,State,MEX,MEX.13_1,MX.HI,Mexico,Hidalgo,,Estado,,908.1073292126721,3451.6472491375757,-1.315539806627183,0.05215793067816343,-17.239067668836324
,State,MEX,MEX.14_1,MX.JA,Mexico,Jalisco,,Estado,,897.669982283522,512.3533536753349,0.19894479459584544,0.005511570729779369,2.637320064627963
,State,MEX,MEX.15_1,MX.MX,Mexico,México,,Estado,,929.4202460477768,-580.2592284603697,0.7769836956250128,0.0582665190831968,9.948251092286146
,State,MEX,MEX.16_1,MX.MC,Mexico,Michoacán,,Estado,,919.0390500071794,8.876186131315308,0.4685479959396837,0.019854298174391105,6.0669034157348145
,State,MEX,MEX.17_1,MX.MR,Mexico,Morelos,,Estado,,921.6198313049764,-1736.9740352021704,1.366039056258105,0.11820339778008127,17.638362606036594
,State,MEX,MEX.18_1,MX.NA,Mexico,Nayarit,,Estado,,1142.5105107756501,752.0026159799048,0.19632864726730706,0.0022898642506782307,2.044892261774321
,State,MEX,MEX.19_1,MX.NL,Mexico,Nuevo León,,Estado,,517.8582655426815,-912.9756879855033,0.7385947803544313,0.036104122407564665,16.972361881695846
,State,MEX,MEX.20_1,MX.OA,Mexico,Oaxaca,,Estado,,1391.9219231527345,-1467.0527057239915,1.4678736137202495,0.09579680694791826,12.549336074617063
,State,MEX,MEX.21_1,MX.PU,Mexico,Puebla,,Estado,,1054.3937025805435,1077.3809493055867,-0.014877746008804923,1.2102865133201135e-05,-0.16791183129363801
,State,MEX,MEX.22_1,MX.QE,Mexico,Querétaro,,Estado,,621.400820643107,-438.450036134259,0.5449000298616443,0.02073639954788986,10.434988400309408
,State,MEX,MEX.23_1,MX.QR,Mexico,Quintana Roo,,Estado,,1266.4060832986504,2428.9739907204057,-0.5955403220143397,0.010134459745546387,-5.596095853796816
,State,MEX,MEX.24_1,MX.SL,Mexico,San Luis Potosí,,Estado,,597.958181586659,-325.4682227231019,0.47551187543981366,0.019142560204239878,9.463189052316215
,State,MEX,MEX.25_1,MX.SI,Mexico,Sinaloa,,Estado,,753.7062386506399,207.39274584050088,0.2777792398968703,0.0063047404763358905,4.385757719998077
,State,MEX,MEX.26_1,MX.SO,Mexico,Sonora,,Estado,,388.51009036200213,253.33553655901838,0.06897537355980538,0.0014511936590632102,2.112704317658469
,State,MEX,MEX.27_1,MX.TB,Mexico,Tabasco,,Estado,,2066.3402476352708,5948.7147191436325,-2.002075640334216,0.07352494540916366,-11.529901790008816
,State,MEX,MEX.28_1,MX.TM,Mexico,Tamaulipas,,Estado,,711.8770116064327,-262.5576366643055,0.5025943081929372,0.012397595310835063,8.401552754175084
,State,MEX,MEX.29_1,MX.TL,Mexico,Tlaxcala,,Estado,,700.6336793212889,2091.213695946892,-0.7206520151138601,0.03945015891524151,-12.240003917828162
,State,MEX,MEX.30_1,MX.VE,Mexico,Veracruz,,Estado,,1726.3346972220197,236.78954286068938,0.7670547521157728,0.01419416703334675,5.287474998252771
,State,MEX,MEX.31_1,MX.YU,Mexico,Yucatán,,Estado,,1053.1385523504248,-454.6617434407624,0.7769548839230397,0.032480081329762434,8.779246660422043
,State,MEX,MEX.32_1,MX.ZA,Mexico,Zacatecas,,Estado,,466.3162133371988,316.04519967450017,0.07928222974161778,0.0007331852442675757,2.023216235981539
,Federal District,MEX,MEX.9_1,MX.DF,Mexico,Distrito Federal,,Distrito Federal,,909.12740693489,-1807.6935908215582,1.3938334209481766,0.11827185268557494,18.244547004918534
