GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
MEX,Mexico,MEX.28_1,Tamaulipas,,,Estado,State,,MX.TM,783.3071108,664.7255761,909.5214536,605.0003865,553.9772785,590.8010425,672.0987119,687.1941992,650.2157018,580.239588,622.207635,691.0568566,651.7087393,767.1627677,497.9726896,582.7947684,589.9177463,767.1836642,484.0829684,603.4345059,547.6622093,653.2208786,745.8256456,531.2730014,683.5165801,603.0941085,478.8481383,505.793163,749.1372284,611.921213,514.6434543,686.1741303,691.1136364,691.6316603,907.4768078,849.6083961,799.2166768,655.5062476,770.4458106,850.1866787,940.7911172,629.3562319,830.2663582,666.1030061,863.3915131,834.87397,917.9041289,607.5262507,874.2262861,699.7011156,995.0781501,841.2340653,742.2876258,789.6777517,572.2287001,718.8725771,771.4337631,695.514039,522.8954421,557.1454464,677.3510824,823.2218771,641.5833871,834.4584786,852.6341125,685.2482057,553.6870156,1024.342097,800.2353649,597.6360154,590.823735,602.8152834,746.8192701,637.3773193,714.4148073,714.5065928,716.6032584,710.3897399,643.2397998,632.2165172,656.6666329,736.6071428,808.9878348,789.2433908,703.3531603,855.6961511,596.7395008,663.6986226,693.7470562,756.6269268,852.096887,508.0314382,548.1187892,809.9361227,692.0039484,648.6279061,679.9007988,672.2344477,647.9432398,717.7096047,749.8104017,879.404157,597.0140546,660.6926961,825.5423301,605.2085691,681.8705381,625.5770256,755.2515268,591.0975266,741.1202584,637.2688391,725.4363266,718.0609286,457.7379436,520.6373,542.8522308,385.5650911,350.5528669,562.961752,477.1916501,589.6949109,576.480263,631.7408136,536.8701714,570.1208471,647.3577326,512.8928332,521.6431215
MEX,Mexico,MEX.29_1,Tlaxcala,,,Estado,State,,MX.TL,1740.978262,1735.853998,1747.187638,1733.280752,1730.657507,1732.471626,1735.787531,1737.031222,1734.814227,1736.192179,1733.38733,1737.058083,1536.611239,1656.470893,1448.820518,1616.450376,1642.541513,1640.474671,1536.123283,1617.723783,1710.583198,1572.431259,1547.074226,1610.45928,1738.129995,1674.763694,1597.655469,1650.441314,1756.418164,1659.143418,1564.892801,1881.583274,1778.029335,1716.075219,1885.460844,1791.755441,1876.9334,1826.278786,1941.83333,1627.939379,2013.793532,1695.438691,1981.509384,1775.649799,2537.320385,1802.412035,1807.218629,1657.150533,1744.28953,1271.102242,1969.421024,1947.847062,1425.037924,2039.85066,1472.428744,1684.871919,1646.232936,1446.561004,1348.374732,1634.450778,1703.159523,2439.798247,1445.740722,2050.77756,2210.461501,1840.059748,1431.371169,2200.864452,1560.107715,1670.003637,1691.624447,1513.779644,1544.070164,1582.239242,1744.824819,1785.831384,1683.378175,1838.76053,1981.724562,1676.473729,1609.934567,1918.965877,1882.021862,1884.043219,1816.969338,1875.73092,1342.717457,1894.160521,1678.974401,1681.486009,2217.94651,1550.919506,1604.626073,2036.587217,1643.689057,1735.672739,1559.420505,1748.912223,1480.333141,1465.65967,1727.911302,1874.445845,1931.908516,1341.246073,1606.130704,1477.055093,1579.050253,1679.321572,1956.645991,1761.427533,1765.509615,1410.912225,1731.744484,1651.083174,2019.940168,1942.649827,1788.464206,1844.632648,1699.85956,2227.779997,1719.473084,1873.215396,2235.36031,1870.369706,1752.357139,1861.570042,2013.790471,1688.599072,1355.025137
MEX,Mexico,MEX.30_1,Veracruz,,,Estado,State,,MX.VE,1058.774117,1058.774117,1058.774117,1058.774117,977.1833176,1021.660164,1018.773683,1103.233387,1058.774117,1042.823263,1058.774117,903.7857135,870.2963429,955.5442331,1029.550177,885.6946227,1001.902464,954.9917196,1024.76312,1010.099193,1063.739166,997.6207956,1093.596836,1235.53159,967.0279816,1480.121751,1058.774117,1058.774117,1095.246591,967.3891989,1249.905956,1217.604169,824.3675974,1135.836948,1228.530742,1163.124825,1105.106741,951.7427489,1543.366662,1336.09979,1099.591592,1070.795456,894.4258528,959.0964927,706.8202263,1298.825486,874.2149075,1031.311229,1022.721342,1054.254045,1059.945978,637.7924155,937.3501869,893.3593987,834.8035585,1062.630216,1156.975304,1048.899697,899.7604177,922.2192707,859.8760073,1424.600931,1125.794478,1153.987508,1162.392898,1206.889706,1105.638538,1115.308274,1276.914898,1000.448095,1003.397794,801.8252184,1015.040213,1019.453084,1141.93375,1159.758131,1037.750399,903.4032258,1142.765414,823.5205657,958.5457046,1096.337024,1132.513359,990.1079478,963.9456973,1040.882684,1153.951935,1172.312802,1025.300961,1014.555393,968.6732692,998.2367994,1209.256358,1106.522194,1072.769896,815.6755135,830.4875163,1226.201685,1148.613976,1020.817813,1081.445835,1066.442918,1137.901895,987.7883526,1192.790769,946.7157608,1177.7026,1146.524637,1222.513542,992.918167,1035.616994,1391.302824,1013.393615,1099.335751,1277.915719,1066.137631,1124.549753,1135.262501,952.826249,1173.182356,1152.951328,1281.263498,1289.114615,1210.913562,1084.347594,1033.665469,1333.421536,1116.221856,1026.931571
MEX,Mexico,MEX.31_1,Yucatán,,,Estado,State,,MX.YU,408.8876151,412.0237294,486.7966751,444.3150153,454.7718504,367.2412083,460.9829559,509.3131544,436.3734727,463.7316861,443.7900361,384.7957861,453.8456984,519.7742152,553.7051668,586.0362728,392.7921323,410.4624612,390.297713,391.8754161,539.9095885,537.9343364,506.1144654,533.451933,461.0018234,461.0018234,289.6728649,426.6784426,574.9506773,342.5854731,423.2007582,390.5989764,617.3149967,325.6029522,505.4609795,528.9044179,581.3255664,438.6222925,307.7396221,607.9751153,535.9222404,328.8338799,519.0475795,642.5883606,778.7486203,496.6456084,362.9083737,479.421295,448.1561798,467.521665,593.2081549,478.0854846,609.5181754,481.6995186,365.6674089,465.1710454,481.9369784,548.9212849,422.1065767,400.6386717,416.1044567,320.9303772,508.0754159,331.542366,478.7784326,343.9578075,293.2253541,694.0639816,607.4358604,397.7808338,404.779208,363.0059718,478.7220758,446.2746664,495.5343809,528.8743766,597.6601309,586.4089054,329.0801376,499.133651,561.410222,447.8370174,606.5031805,343.4544627,429.5887345,639.1955416,383.095815,502.0450048,306.1599952,395.3991201,484.8670419,357.3050855,481.5490465,481.6152056,472.2689096,508.4831978,529.5397463,478.6709012,372.1885783,574.7860379,576.0914483,543.3070533,404.0412629,448.3413114,395.2514694,452.5438861,420.9597055,369.1003708,312.8312786,397.6532076,385.5791763,566.4623802,603.9588489,619.3156374,353.1008786,513.7953519,486.165546,517.6568756,413.1000882,490.0730022,235.6415245,368.4366326,642.7590905,543.2076243,669.5702122,517.0761501,475.2293603,684.3954997,384.0208128
MEX,Mexico,MEX.32_1,Zacatecas,,,Estado,State,,MX.ZA,913.0429371,700.295919,835.4862631,593.7454987,801.2929586,699.8070565,890.3489594,830.4493001,829.4665428,779.9246971,736.1492695,691.8693378,781.2965842,1006.128517,648.5574871,814.0679457,843.6126162,810.2404877,616.6405172,692.9553107,743.8536706,803.9729936,840.1276265,949.8213219,663.1693668,726.1766073,662.8694078,813.1546474,888.4359311,786.5979734,1098.776957,1263.802867,828.5740375,933.9538249,1241.404055,1076.833563,962.9236924,917.4274814,866.0080611,1001.959415,1117.498704,916.205811,914.0704728,895.1965974,960.2602326,980.0763675,1024.428752,875.6877089,874.879346,777.0659079,1036.975709,856.839166,935.0966476,872.9323033,779.0111472,789.0706247,834.8351156,909.8471622,653.3061853,829.5182201,908.1205553,1058.188978,764.2130276,1057.611483,1156.107071,915.3984608,774.6931484,1400.810073,1010.129631,824.4094232,921.0572787,818.8847089,964.2413316,875.0263123,973.9891683,927.9455444,1139.213078,1033.205271,959.9654324,890.5583783,952.3004081,982.7225846,1085.903186,907.4994016,942.709717,1162.036782,849.9118151,1014.778526,848.6910272,979.5287102,1106.44599,675.4700729,882.6676507,1005.865565,895.3707833,913.9464068,845.9613546,912.0584734,795.8676612,982.8270026,940.2965967,1060.290907,892.2077633,918.2769254,1041.957688,840.6531721,918.7950284,944.195769,813.9816701,881.5899457,940.5744663,950.2345835,1040.351307,1127.715863,851.4481637,1102.047467,1008.143592,949.5819957,918.9113099,1035.075337,917.3134151,780.582404,1056.774068,1355.881965,903.2817393,1063.346089,1015.703408,1096.681865,955.7800635
NGA,Nigeria,NGA.1_1,Abia,,,State,State,,NG.AB,2216.772747,2216.772747,2216.772747,2216.772747,2164.711992,2164.725881,2216.772747,2250.020068,2193.407594,2215.477225,1799.283008,2277.809775,2911.447323,2750.050311,3540.648557,3182.968625,2441.427889,2576.240474,2960.587783,2143.245982,2533.826678,1814.255079,2533.790154,2244.067013,2778.806935,2287.17196,2200.123878,2297.580391,1813.986354,2577.314372,2098.91067,1690.705816,2015.086638,2453.680563,2478.288212,2025.911306,2985.592937,2673.935438,2328.582354,2169.952258,2622.204923,2000.615243,2477.292036,2184.615468,2571.74835,2277.098095,1904.144567,2336.109107,2694.854153,2587.239366,2568.747561,2375.003347,2355.828655,2219.06184,2082.662812,1996.637333,2373.128683,2109.432466,2432.660686,1902.616437,2025.93488,2398.295224,1925.496029,2356.812014,2433.451613,2132.892557,2534.225452,1808.940479,2411.171661,2655.107553,2221.949139,2599.672249,2121.886411,2192.465209,2453.615938,2337.551301,2216.776833,2084.714904,2533.503133,2222.542844,2081.742691,2201.787498,1774.262514,2259.549549,2096.544718,2308.682206,1998.456011,2344.620205,2424.342509,2418.23751,2287.979954,2081.306165,1551.804071,1994.554892,2303.551551,1949.518594,2058.932261,2271.34534,2276.104761,2425.460519,2348.383942,2193.476585,2142.640512,2432.797811,2545.736222,2489.088322,2215.818939,1911.739181,2308.799588,2226.781283,2188.642192,2227.357823,2248.43262,1879.745456,2390.925906,2571.513413,2471.375284,2308.248169,2368.005423,2189.637685,2407.725643,2392.521357,2017.175139,1989.505022,1576.569908,2574.605509,1695.638934,2494.36498,2392.472151
NGA,Nigeria,NGA.2_1,Adamawa,,,State,State,,NG.AD,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,1037.560011,970.9501967,775.7672595,1291.917299,1216.601346,1011.33463,1122.591258,996.9141713,844.9846456,800.9782342,797.2747284,1117.307973,895.1329319,1152.389445,1217.689525,996.2570605,1018.770698,1058.862649,1054.86462,1099.622873,1127.722576,1289.572521,1230.5484,1230.873172,1126.380187,979.0252441,1016.978514,990.6689907,1058.894489,1124.495402,1049.721375,1178.25374,961.2465534,848.646691,1120.766729,1149.003507,1256.294342,927.5925016,1188.911055,834.4782704,967.067395,1034.035703,934.6218435,1134.48752,1008.562791,721.7617203,1181.182947,972.6888375,975.8319696,1082.298513,1119.15274,882.0153348,1173.751594,1091.076695,1067.452565,1218.138843,1001.412327,1070.861473,1338.483904,1087.590168,928.9936688,925.157088,1066.816695,1211.878811,1184.750517,954.8841756,929.9589641,1029.898467,1048.016597,915.7392084,1092.982069,1129.992182,951.6363551,1125.756678,946.9289836,1185.74562,1056.001664,995.0927331,818.3611749,833.475821,964.7112143,1015.49293,781.2485702,1161.066318,952.9576049,1001.539246,949.0011972,1033.181338,1060.625893,970.5904627,1102.49662,1080.348994,1050.759149,1103.820455,1110.298307,1013.050107,921.2013886,999.5011454,1040.42982,1002.520927,979.0842942,1172.274469,965.3400011,749.7137604,846.9031717,1036.3225,695.878641,1143.179695,756.0510326,938.1692096,806.7531182,1148.500111,952.8529307,1046.099773,1219.610893
NGA,Nigeria,NGA.3_1,Akwa Ibom,,,State,State,,NG.AK,2391.801505,2393.776555,2386.670897,2394.075612,2164.215239,2164.199843,2388.907359,2534.740604,2288.518633,2383.918896,1910.699592,2655.613655,3096.049958,2943.545503,3781.027034,3477.634133,2763.821414,2837.178269,3275.18747,2307.709022,2680.048243,1929.352651,2744.582994,2541.860847,2962.705233,2594.73467,2339.494459,2409.29895,1830.810693,2308.696051,2091.885172,1820.8866,2204.641795,2869.326016,2725.013224,2169.332884,4134.378198,3014.024224,2717.909387,2205.368979,2847.469069,1879.948515,2715.036415,1983.538521,2984.939188,2563.046673,1962.860496,2365.841241,3043.004392,2955.270598,2972.531127,2636.941238,2565.313422,2236.950017,2240.183373,1984.750647,2345.461104,2029.125751,2542.127648,2105.954024,2367.46125,2314.13706,2055.290075,2700.757577,2742.232241,2505.141207,2834.721694,2125.800214,2615.146242,2703.1023,2638.056855,2826.73935,2216.828406,2267.192949,2640.048065,2388.150136,2271.903313,2234.856068,2807.459776,2364.393401,2272.714511,2368.674754,1713.300732,2171.234019,2278.762411,2468.616554,2166.571373,2684.661314,2461.145504,2864.348976,2432.509802,2155.066471,1726.738134,2014.080013,2548.454859,2015.561983,2339.675507,2364.586528,2458.253192,2395.606371,2403.65715,2358.443739,2284.668679,2654.898915,2799.896839,2705.917512,2388.136942,2217.000686,2468.76017,2206.217752,2476.359789,2389.36895,2342.872327,2121.789838,2829.809723,2583.848497,2778.23103,2436.932083,2182.257858,2418.221363,2803.032402,2450.832881,2287.582563,2133.282834,1765.032697,2784.27929,1833.130718,2540.047303,2495.327925
NGA,Nigeria,NGA.4_1,Anambra,,,State,State,,NG.AN,1865.89995,1865.89995,1865.89995,1865.89995,1865.883271,1865.883271,1865.89995,1865.909611,1865.893903,1865.899034,1973.250224,1865.919582,2371.474683,2115.992449,2544.1464,2139.670164,1434.079811,1731.797743,1963.624628,1781.542387,2109.953564,1767.98987,1767.631034,1485.701211,1860.03311,1774.367047,1925.993843,2002.103524,1652.567963,2570.960682,1957.043659,1537.711398,1634.604262,1828.977266,1964.329899,1642.70266,1603.131491,2017.744443,1791.909843,1972.02525,2109.169839,1904.596362,2166.065076,2290.888815,2025.197744,1772.759352,1644.952952,2001.288485,2295.235884,1996.161198,2201.696319,1924.115844,1964.045794,1985.292753,1745.45559,1750.362177,2109.225477,1874.482913,1812.806148,1769.741676,1619.231148,2051.987033,1727.474947,2189.476973,1936.758924,1654.327066,2035.56013,1563.438143,2010.861211,2339.871925,1529.473266,1874.612403,2076.870117,1728.700801,2042.466158,1854.9058,1858.731327,1794.155135,1960.920352,1861.479148,1958.526519,1950.630622,1729.563059,1980.924245,1593.2821,2119.061294,1772.767979,1986.450096,2016.029389,1911.993359,1971.438988,1874.601265,1396.712689,1843.458259,1869.225542,1705.039693,1651.707505,1965.418077,1953.663121,2173.406384,2189.384974,1916.192927,1778.400695,2150.223915,2491.37352,2035.030782,2115.660152,1439.48522,1908.316992,2131.652877,1820.60931,1927.181037,1925.316196,1625.317514,1933.113037,2317.468634,1995.848804,2099.326681,2141.048495,1858.182808,1914.501508,2035.151593,1491.649205,1774.870832,1354.389501,1733.24658,1495.843362,2174.780427,1911.297883
NGA,Nigeria,NGA.5_1,Bauchi,,,State,State,,NG.BA,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,950.2098948,977.0132978,971.8762756,880.2889348,1096.459544,1062.50561,875.9423064,1067.292969,823.972409,748.7406664,988.4273437,955.6816113,1170.641426,964.8199102,978.8742312,906.3235827,931.8036015,998.3310156,978.8288048,1168.911856,1142.994467,899.4684802,952.8986044,933.627393,903.4676816,999.1006043,934.7305705,804.457935,1250.852143,1067.880831,925.8412921,1102.753952,1225.492097,899.6210988,1126.95756,1055.368265,976.509563,900.5045927,990.1421083,1138.706813,942.1821764,992.2178382,1299.640072,915.2819943,1034.439283,711.8036105,1012.229187,910.4224036,1058.994321,1028.1084,1239.810448,975.004075,915.7165069,1132.521916,1040.655547,971.8895623,1036.485908,914.3941683,1084.161044,1015.404913,1136.180787,921.5468938,901.6777667,975.6671486,1029.139825,1039.918744,855.4723907,978.36242,877.6889265,714.8783383,1070.745864,997.2564287,1054.691309,740.7267052,1009.330354,927.88073,895.4154861,1053.383355,839.3327973,729.0595988,778.2231249,717.1584169,897.4071831,700.9319128,945.8726678,889.7105103,778.6379516,895.8801536,1020.479356,960.118921,1041.944089,806.4664535,1032.133711,911.8582615,1049.444755,1121.890216,927.0397669,1143.605203,824.7303996,945.8872979,837.6851957,991.7243049,927.4823975,986.2581123,1020.65648,1160.106111,1206.24122,1012.53782,1095.866162,793.5141353,833.6458466,762.2563165,969.4482243,869.0841035,874.025485,972.9207425
NGA,Nigeria,NGA.6_1,Bayelsa,,,State,State,,NG.BY,2548.089172,2548.089172,2548.089172,2548.089172,2547.292881,2547.320947,2548.089172,2548.598157,2547.750668,2548.018902,2261.607984,2548.722451,3142.269994,3042.692615,3708.911412,2937.715893,1805.584067,2359.17736,2452.069104,2474.904891,3029.309234,2494.184471,2602.68692,2110.162337,3176.854022,2433.634227,3008.743905,3257.026301,1942.805611,2438.369146,2464.798261,2287.897421,1941.18513,2483.798253,2335.786306,1896.315995,3005.258093,2780.834271,3113.465031,2902.882132,2845.042235,2369.427045,2288.018473,2512.305014,2323.012092,2003.190971,2325.438046,2431.038514,2932.355642,2348.092084,2530.592943,2640.202878,2508.065597,2499.724672,2631.242655,2242.861523,2560.027457,2677.025902,2802.382912,2059.013506,2526.289199,2965.128103,2252.345858,2645.427306,3015.914274,2336.920174,2867.180203,2035.764576,2674.678841,3102.301345,2613.442167,2895.018676,2553.370396,2534.799731,2766.584528,2909.547551,2771.871005,2438.123395,2921.667451,2534.229839,2311.660937,2329.126609,2146.031234,2536.660146,2659.625768,2556.912232,1891.953067,2314.740517,2661.706152,2479.313879,2289.918072,2551.923643,2072.1923,2390.041036,2668.045617,2577.924578,2110.472987,2554.414153,2268.001507,2687.427297,2526.866034,2616.201355,2549.106896,2637.951726,2950.136111,2531.261852,2754.79865,2426.328709,2828.425011,2440.574982,2262.133793,2740.415455,2331.14258,2402.454743,2197.576104,2775.623953,2672.052604,2609.732231,2691.3705,2415.843894,2615.26127,2895.526287,2442.513249,2789.068077,2242.180736,2321.559829,2400.008526,2940.527874,2813.196512
NGA,Nigeria,NGA.7_1,Benue,,,State,State,,NG.BE,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1501.131652,1683.050838,1501.131652,1685.27388,1541.952291,1645.479833,1756.518696,1301.104044,1569.654312,1844.99681,1363.592097,1532.990373,1585.27352,1429.904719,1501.152515,1705.420835,1568.108165,1496.712311,1536.176214,1459.242801,1948.654961,1505.964366,1424.37568,1604.636662,1782.245296,1674.033322,1532.997131,1455.444753,1893.577942,1428.006053,1764.32791,1646.862427,1377.323316,1464.932469,1458.215445,1692.598776,1576.687967,1310.398666,1637.145431,1683.661724,1752.695462,1627.827241,1732.878659,1461.306789,1322.123654,1358.866759,1280.109168,1922.403808,2098.230825,1869.264864,1359.076687,1507.988917,1679.21817,1543.928873,1737.213892,1724.758333,1463.667047,1667.800036,1168.753163,1537.405977,1582.845178,1344.909074,1649.498501,1848.521878,1621.369228,1476.657645,1700.175417,1397.359886,1616.919085,1667.814779,1511.277587,1530.430605,1465.654438,1240.778678,1535.873015,1522.693351,1597.336047,1405.868328,1611.76045,1436.980977,1683.153399,1495.696415,1351.398402,1163.798213,1673.308821,1388.917491,1344.008166,1317.604487,1198.601734,1623.296885,1634.503222,1518.409516,1228.766405,1507.006495,1348.671106,1640.483961,1494.838207,1675.024449,1666.51869,1828.447752,1434.755033,1222.86656,1638.860318,1239.673284,1250.108448,1292.289845,1539.650286,1654.964703,1537.70043,1837.227788,1620.910902,1387.297247,1751.131353,1086.145225,1287.110938,888.9053491,1499.422956,1103.52419,1373.66599,1468.622184
NGA,Nigeria,NGA.8_1,Borno,,,State,State,,NG.BO,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,546.7933127,541.0509888,542.7831844,544.2001259,529.0587948,626.1400389,718.6799535,516.416145,662.1760266,372.9365714,309.8572255,306.0117076,539.9075908,704.0932696,496.9598055,726.2879524,456.6869846,669.2006935,619.8322951,475.6680292,572.944213,719.5426678,487.6022123,454.4518783,636.2222129,545.9527996,594.5507137,607.1181177,652.8654511,484.4000674,577.1689102,642.0106171,500.247411,687.8353707,581.5917976,623.0096279,746.9065029,466.239361,491.1515532,520.84135,556.6503082,454.4457903,605.3878638,736.0334844,504.3571423,514.5566803,403.938503,655.9164102,538.3892275,628.3219589,674.0405748,630.9988522,663.9349426,584.5793169,666.0779392,654.0030732,719.9898366,645.5581948,690.076019,620.6504779,612.9891936,562.9551059,507.925295,577.0523371,703.9726309,570.2708341,513.435989,620.8692416,468.8321182,423.7736599,388.8979128,535.025899,589.2982985,596.6256809,554.6722136,670.1192235,567.8462848,566.3836333,465.3544747,358.7581134,316.2923997,330.5508044,417.4537001,482.2436935,343.4614594,617.059532,535.2271116,413.4974903,532.159029,474.5804599,484.8146193,548.8468573,581.1485658,545.8840146,473.4744298,601.7194083,725.398855,566.2317859,599.6082078,475.5411053,598.8770474,532.3040943,698.5183466,534.4296187,740.5863526,524.6765912,512.9182853,612.7138195,430.3681466,660.9777582,448.9849331,575.9343826,520.8449111,630.7737255,559.1305701,662.9379573,691.3430419
NGA,Nigeria,NGA.9_1,Cross River,,,State,State,,NG.CR,2346.82873,2348.260746,2343.28237,2348.269617,2172.61393,2172.813821,2344.917992,2456.632111,2268.270219,2340.173631,2041.650269,2548.414986,2798.753082,2699.666474,3241.306887,3174.66092,2537.891709,2710.014213,3027.096634,2210.233937,2566.340993,2069.607151,2689.997932,2530.953922,2880.540756,2461.50608,2295.003084,2368.709758,1935.938486,2616.936419,2183.172027,1828.138861,2397.152035,2728.558734,2623.040357,2456.727458,2988.061263,3567.201373,2584.660088,2604.848218,2671.914546,2023.621679,2446.372361,2006.236621,2684.542731,2506.145843,1970.917989,2502.305695,2718.522469,2760.247728,2573.38368,2716.481784,2494.377279,2197.313308,1976.428044,2102.694513,2359.082923,2449.887238,2813.611865,2312.117484,2469.354945,2257.149234,2271.016379,2757.312527,2450.173047,2267.8247,2734.979903,2322.144005,2738.147631,2448.971262,2543.535727,2532.130485,2170.392766,2430.635756,2626.247021,2321.018284,2305.723757,2291.166511,2848.86907,2189.997055,2247.0838,1944.114824,2050.180925,2385.205946,2350.245455,2521.002744,2314.711157,2527.798224,2357.495715,2717.458031,2459.425373,2370.541119,1939.918062,2183.185841,2286.965286,2157.894003,2195.483957,2055.413502,2356.830989,2443.877215,2380.205624,2229.627874,2152.756395,2386.881269,2651.243805,2531.154453,2744.968936,2370.842354,2584.059337,2369.721697,2190.057987,2390.96137,2254.467615,2049.307937,2535.074662,2383.851452,2561.565421,2447.312715,2574.54189,2580.298502,2680.874664,2487.880203,2195.728993,2080.645621,1713.273144,2642.943992,1787.628329,2340.836971,2388.738818
NGA,Nigeria,NGA.10_1,Delta,,,State,State,,NG.DE,2415.816381,2415.858507,2415.913405,2415.867154,2415.902961,2415.893785,2415.769648,2415.908487,2415.922266,2415.872185,2727.931004,2415.795854,2778.562051,2631.920405,2891.97419,2616.826265,1704.121591,2198.102906,2275.676272,2335.637305,2857.96347,2360.043984,2388.481938,1895.183857,2647.438376,2232.930031,2803.290415,2874.5861,1942.976847,2359.604525,2396.682788,2078.075002,1911.556381,2319.411678,2196.721426,1873.121653,2570.311467,2526.188217,2791.107007,2692.604946,2668.170291,2242.6554,2320.119858,2469.871243,2348.620125,2040.613942,2222.329153,2364.111606,2747.180587,2337.412085,2480.119651,2430.169677,2498.554204,2362.472663,2308.591057,2098.866291,2453.06345,2591.184551,2652.639202,2107.336285,2444.093113,2711.42805,2255.073487,2681.39025,2717.365672,2119.578914,2643.16916,2031.340375,2523.110863,2809.526183,2298.010353,2409.654602,2696.77095,2210.077138,2749.812171,2673.37285,2637.0845,2381.72964,2669.041676,2374.080224,2347.492987,2103.619826,2192.223112,2472.84552,2403.407732,2548.179466,1740.346523,2266.168775,2502.23994,2324.319065,2204.037507,2522.439577,2050.586991,2204.033725,2431.273427,2290.832337,1986.391513,2445.286305,2308.093168,2614.67054,2623.976897,2615.919074,2302.094283,2648.129465,3012.446178,2487.439613,2680.059096,2100.462166,2684.145559,2488.676887,2212.239439,2790.184955,2115.869251,2445.433492,2162.689993,2675.004601,2470.939417,2775.954181,2502.273535,2486.445091,2576.173558,2655.494384,2165.493367,2740.578217,2177.152597,2084.038245,2326.906403,2778.995825,2555.800652
NGA,Nigeria,NGA.11_1,Ebonyi,,,State,State,,NG.EB,1960.910376,1960.910376,1960.910376,1960.910376,1956.568479,1956.568479,1960.910376,1963.683365,1958.956866,1960.801361,1709.745152,1966.022052,2560.18181,2379.115073,3013.062597,2788.328398,2221.33003,2311.534767,2740.593716,1896.778914,2154.179272,1617.647707,2185.265797,2022.694038,2402.028352,1935.552586,1916.213381,2028.375919,1725.097415,2784.244237,2002.380432,1511.681342,1800.145719,1997.98751,2209.042121,1888.941891,1799.968836,2397.991127,1866.853215,2071.480576,2366.24972,1771.626311,1866.554298,1765.363928,2218.831489,2094.933259,1662.41374,2209.317911,2070.203503,2316.879643,1943.829212,2134.572149,1979.362044,1734.458633,1688.772733,1768.737949,2160.608499,2285.85286,2751.209931,1841.230616,1853.996244,1983.705775,1972.185156,2066.039283,1881.670381,1654.374684,2077.092427,1559.541991,2422.526582,1944.349347,1778.436442,1988.711879,2157.856908,1846.902014,2126.279876,1891.980634,1909.912733,1890.543844,2073.786254,1932.180085,2087.899002,1884.773356,1851.537491,2206.918007,1829.354236,2086.243292,1875.123691,2150.442621,2007.809003,2288.853646,2036.243562,1926.925293,1374.85315,1960.846111,2017.667575,1755.427718,1759.77203,1719.615488,1952.327529,2246.812233,2187.475432,1836.859685,1794.760636,1865.222483,2310.757257,2125.00271,2406.976979,1878.744445,2014.299671,2141.815142,1790.723828,2028.040846,2028.317279,1828.583926,1964.172806,2178.242763,2135.864163,2038.653707,2202.953794,2057.804598,2059.449757,2255.908176,1675.781062,1720.48481,1342.260753,2124.33773,1466.045602,2117.91047,2069.547848
