GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IDN,Indonesia,IDN.6_1,Gorontalo,,,Propinisi,Province,75,ID.GO,1448.816548,2001.065404,2088.272298,1504.120761,1713.121587,1497.234725,1514.778583,1645.569727,1536.020456,1210.037781,1856.242164,1457.642021,1479.60689,1522.08539,1085.671988,2020.436951,1652.598892,1740.485202,1749.780371,2282.924531,1128.805215,1344.425776,1606.15357,821.9801975,1874.99158,2336.155111,2593.939659,1468.62141,1411.045005,2016.333004,2001.89974,2104.651979,1373.034911,2427.937296,1716.339083,1766.441521,1996.559197,1934.203365,1850.9307,1240.446977,1563.706837,2332.334521,2036.964362,2282.570462,1751.494056,1465.163396,2025.951447,2209.3021,1673.792867,1115.379193,1243.849942,1755.963722,1755.963722,1755.963722,1755.963722,1411.428693,1728.719805,1662.763179,1998.455828,1774.431247,1575.589994,1251.302593,1406.432262,1947.717028,2252.6845,1557.566315,1265.992412,1034.601339,1100.623926,1596.80956,1363.613919,1437.842077,1271.993876,1892.89757,1584.026975,1820.517477,1629.623257,2138.694943,1403.739601,1891.735739,1877.846979,905.5152566,2209.126653,1645.49644,2332.334305,1462.51344,1598.557547,1824.133613,1626.500036,1456.065409,1548.358916,1226.691009,1758.758251,2216.170373,1929.949176,1811.429036,1501.131728,2334.941164,2041.34001,1553.702263,1519.99887,1593.460524,1501.604245,1728.590388,2200.044325,2058.059215,1476.442577,2204.249023,2077.200674,2416.36207,2389.091597,1450.400477,2093.025412,1659.065159,2024.296537,1646.354361,2336.354403,2999.32406,1861.382914,2780.498434,2280.821457,2473.396474,2289.765411,1789.573499,1155.336159,1836.065383,2236.811387,1991.444078,1262.675286
IDN,Indonesia,IDN.7_1,Jakarta Raya,,,Propinisi,Province,31,ID.JK,1475.219749,2288.471204,2558.97786,2358.991097,2718.908017,1892.981722,1991.431065,2343.683611,2467.258428,2291.336978,2494.04743,1970.099438,2448.573558,2587.551172,2014.299071,2275.524616,2596.524664,2175.757837,2175.751296,2147.680661,1910.340228,2235.745014,2010.250626,1563.285277,2249.540398,2339.592458,2494.572825,2224.272106,2067.222509,2330.52203,2434.37783,2052.835695,2085.851854,2246.622975,1638.094578,2533.27786,2314.30123,2191.988114,1774.072686,2075.475374,2202.520024,2229.278204,2298.555407,2299.218247,2161.111807,2200.080754,2499.797661,2511.74311,2412.804413,2378.580343,2203.035466,2054.988272,2377.115607,1866.805088,1857.242024,1851.493262,2054.300152,1542.436196,2312.337025,2150.414442,2153.862751,2320.684195,1737.602339,2139.810046,2916.401338,2515.750172,1922.050103,2477.575724,2003.158917,2364.711337,1981.926986,2406.658882,2135.226135,1787.34786,2071.49759,1858.159458,2115.303163,2683.19432,1806.96149,2424.348296,2274.200044,2010.408958,2786.256463,2675.47204,2320.099005,2245.620862,2671.626392,2352.120103,2229.141923,2316.445609,2637.604536,1579.47179,2098.222911,2635.710648,2293.827834,2884.181808,2429.671777,2173.965041,2450.184284,2574.891883,2209.251377,3007.760283,2582.814074,2040.390898,2706.757339,2932.710903,1663.203455,2656.979884,2188.959241,2060.814559,2406.902109,2645.022721,2130.378865,2353.421899,2649.460038,1982.241514,2678.388757,2367.363276,2335.485793,2997.589051,1577.618698,2131.26281,2824.80682,3022.054454,2313.738109,2865.834669,2423.070419,1917.058266,1960.251319
IDN,Indonesia,IDN.8_1,Jambi,,,Propinisi,Province,15,ID.JA,2744.884124,2744.399182,2959.845521,2666.442086,3109.410748,2536.063243,3037.518556,2667.288924,2923.161704,3356.684646,2500.577608,2205.93918,2549.604096,2995.620314,2627.909739,3085.555064,2664.44038,2701.632361,2440.323662,2571.357151,2555.659248,2620.60856,2868.692019,2004.155649,2454.855799,2390.566125,2618.975859,2170.145635,2553.643096,2556.195482,2821.039492,2319.963433,2142.776681,2781.131158,2084.306878,2240.745052,2451.350724,2432.055042,2198.316367,2398.027646,2905.926187,2950.74317,2491.822147,2147.823671,2246.792901,2718.519977,2421.280094,2094.958987,2381.984688,2229.134954,2481.861127,2489.073512,2442.514618,2489.073512,2489.073512,2489.073512,2489.073512,3429.89188,2369.601436,2147.679963,2514.970632,2356.356455,2948.928244,2654.7557,2910.816891,2908.496896,3297.859805,3367.11903,2838.501669,3109.308765,2425.356085,3552.140573,1997.313812,2958.047587,2182.445821,3142.955744,2011.956681,2828.907876,2782.679592,2625.320217,2202.071715,1850.195765,2325.07727,2360.447821,2237.291717,2366.726079,2344.524141,2601.910067,2816.451297,2968.641471,2539.472057,2363.12564,2377.119666,2836.303712,2876.051801,2921.628212,2340.565798,2443.87789,2802.259734,2374.313371,2320.062961,2354.171959,2438.013385,2001.740009,2634.378269,2333.536642,1476.347487,2706.843615,2492.847933,2516.095217,2531.75126,2324.568313,2639.908909,2424.831787,2219.160418,2361.038723,2638.776161,2672.676977,2498.347686,3304.149896,2348.349941,2307.554866,2817.538597,2255.835812,2223.675202,2331.382896,2622.501424,2765.443656,2096.727686
IDN,Indonesia,IDN.9_1,Jawa Barat,,,Propinisi,Province,32,ID.JR,1851.165776,3461.061558,2917.74901,2787.044959,3155.370724,2683.412644,2663.02591,3107.43102,2917.692024,3449.168109,3053.113825,2551.794779,3597.945198,3620.935266,3079.118989,3023.591498,3010.018769,3127.501953,3492.304915,3285.48367,2491.581747,2840.659187,2739.115946,2412.398044,3134.812985,3598.803715,3304.666304,2497.939309,3085.513289,3469.438399,2760.744276,3011.576474,2722.875346,3267.24956,2059.716209,2732.378386,3010.4476,3203.15689,2466.865844,2835.971558,2976.641063,2847.84442,3352.374465,2803.178512,2569.316419,2932.363475,3056.504336,3287.931169,3056.829594,2816.321762,3016.792893,2955.728691,3224.209939,2245.29796,2501.131079,2418.124203,2352.327673,2058.066239,2735.902957,3083.422417,2643.686025,3061.164667,2339.699011,3146.222958,3739.859652,3125.84265,2852.222495,3499.889437,2804.743013,3087.340087,2122.817666,2926.182589,1946.155529,2945.253,2327.410456,2668.591434,1996.297176,3674.437063,2381.782642,2937.563479,2885.497258,2042.643138,3523.483032,2882.869902,3094.416108,2465.645942,2937.027165,3287.347278,2882.340828,2894.556301,2990.110825,2358.898484,2990.462637,3167.144427,2854.312697,3314.257621,2595.407654,2729.005621,3024.384699,2870.263619,2685.458632,3506.292431,3008.604799,2398.603488,3163.346243,3329.088923,2186.940151,3380.596278,2728.001422,2522.857152,3185.122172,2611.434389,2478.77544,2678.723071,3340.080939,2564.258344,3107.555887,2958.042879,2843.062861,4159.744344,2579.08903,2795.774314,3322.79461,3530.357489,2535.358242,3743.590902,3007.114124,2609.255969,2605.34141
IDN,Indonesia,IDN.10_1,Jawa Tengah,,,Propinisi,Province,33,ID.JT,1800.050114,3334.359733,3239.064844,2728.759392,3035.953646,2652.368021,2481.080832,2965.681731,2678.299,3463.104694,2842.675734,2252.874631,3163.417342,3171.200055,2687.783509,3331.212235,2915.70169,3191.338323,3460.464651,3382.557419,2674.337467,2645.136755,2349.708277,2290.729115,3015.558575,3307.76612,3265.066994,2446.539125,2718.097997,3143.077502,2529.755689,2883.08695,2524.593884,2830.7182,2041.147951,2704.581827,2929.150099,2977.637933,2082.960411,2580.958721,2704.07828,2699.026669,2941.802089,2662.369472,2248.107162,2506.98359,2750.72641,3160.775705,2878.104403,2363.42187,2785.276336,2829.242248,3185.357223,1925.825191,2468.253602,2153.052311,2324.099019,2281.31862,2397.771906,2666.282976,2402.466038,2867.913325,2096.941716,3073.860675,3296.772467,2844.755507,2502.014381,3261.136986,2742.878796,2702.834829,1992.464438,2897.158506,2065.028115,2801.092856,2197.718285,2595.537385,2119.105341,3819.125394,2164.702141,2780.857646,2975.402763,2161.697314,3379.487277,2998.963362,3051.092709,1932.492899,2303.721559,3184.325521,2784.801516,2553.657386,3293.268985,1900.339868,2568.448842,3082.35203,2386.737364,2846.960589,2316.578291,2436.786843,2653.803796,2716.21042,2298.753619,2714.600883,2428.542961,2088.976018,2735.937624,2531.254268,1977.82462,2900.676939,2529.052546,2863.875196,3104.303982,2309.323415,2593.360966,2645.54246,3017.000983,2303.286545,2471.268589,2936.946849,2559.595559,3938.904348,2438.955542,2523.952019,2921.791118,2751.086648,2063.82433,3170.991556,2778.359431,2287.142901,2050.0097
IDN,Indonesia,IDN.11_1,Jawa Timur,,,Propinisi,Province,35,ID.JI,1495.056181,2285.106715,2334.937388,2005.349741,2302.39139,2246.191676,1511.20957,2019.364571,1682.504443,2503.536165,2015.535706,1533.118527,2302.549614,2227.092768,2041.714563,2411.569133,1829.007407,2284.526296,2887.71918,2419.68196,1937.459291,1897.03484,1967.614932,1730.276926,2276.260486,2595.442242,2749.206213,1677.349958,2267.302868,2673.80134,2019.195938,2310.900856,1976.783722,2364.819417,1579.76516,2265.869961,2289.761375,2344.795491,1478.230175,1932.271078,2092.069046,2296.636368,2384.870475,2295.796991,1962.305524,2369.791176,2246.46045,2408.209969,2418.469745,1728.274081,2329.779599,2446.1778,2471.593413,1626.759355,2043.573055,1643.047413,2066.46863,1588.538541,1843.805998,2342.945248,1827.099014,2261.021398,1793.688,2503.239919,2802.078371,2111.435608,2026.551435,2235.260815,2139.071015,2082.783556,1520.535772,2178.254581,1694.047061,2237.187408,1434.084623,2162.642559,1595.508778,2734.967377,1646.312433,2095.538726,2413.874588,1451.429128,2668.83265,2292.870253,2742.250284,1582.564493,1676.18826,2307.582013,2101.516262,1793.300232,2501.225056,1811.945577,2283.219635,2654.638819,2127.591201,2327.783395,1996.033571,1865.532477,2228.036729,1697.181902,1834.816077,2219.657758,1803.978822,1765.076012,2225.567572,1897.937575,1281.352472,2730.654083,2255.015606,2409.224945,2636.687831,2286.941221,2038.797345,2174.270086,2162.719474,1735.981789,1940.443521,2243.177298,1855.260161,3438.205655,2102.03905,1677.871359,2540.226793,1957.08914,1860.766749,2681.665657,2295.116598,1854.096719,1873.28848
IDN,Indonesia,IDN.12_1,Kalimantan Barat,,,Propinisi,Province,61,ID.KB,3307.541625,3824.10668,3939.936266,3547.239786,3592.122979,2999.35515,3663.448897,4143.305991,3482.13163,3804.684761,3770.514069,3197.59943,3965.162654,3196.012343,3550.23433,3886.917931,3566.09632,3349.59608,3718.260458,4066.689375,3226.706566,3918.725922,3530.075318,2962.864177,3849.391791,3282.048045,3757.457127,2994.078262,3199.553418,3264.471683,3772.971738,3544.105361,3446.637637,3727.331391,3249.005001,3419.131795,3440.264783,3227.48321,3145.364664,3304.416753,4365.915486,4133.990293,3931.99791,3253.776457,3242.585959,3219.582734,3489.869923,3442.73132,3084.289699,2918.235676,2875.890063,3545.119803,3572.859276,3481.26817,3572.859276,3322.658743,3765.697756,3620.387694,3789.966742,3577.178218,3297.191632,3354.758962,3536.206024,3920.188145,3818.1239,3506.201246,3443.543689,3341.807809,3385.406832,3578.050935,3010.005588,3560.135571,3312.790196,3894.953361,3111.329274,3643.909757,3231.721449,3692.21756,3955.770937,3970.168559,3394.917542,2722.904108,4148.194422,3336.357073,3592.393318,3073.190178,4063.141131,3707.375002,3464.703318,3617.162724,3566.803096,2868.829793,3865.688136,3774.872469,3358.01488,3350.209817,3368.094932,4120.842636,3597.941908,3409.87286,3446.196515,3476.292188,3667.195815,3581.838815,4530.852482,3718.302114,2794.742016,4189.112744,3813.342208,3638.616211,3447.488318,3201.846331,3756.825003,3555.270093,3660.541503,3053.283494,4063.596708,3836.969526,3627.934854,4572.040307,3510.999503,3546.669307,3808.978898,2844.705483,3281.854816,4271.117736,3740.174008,3718.195499,3309.088221
IDN,Indonesia,IDN.13_1,Kalimantan Selatan,,,Propinisi,Province,63,ID.KS,2527.798022,3331.19703,2568.720028,2865.179238,2448.055692,2065.954699,2570.598029,2662.375034,2521.966988,2801.517949,3475.024748,2540.129427,2748.631215,2891.125547,2513.476962,2684.921415,2855.217987,3125.150038,3402.248834,3239.094622,2469.822555,3156.79503,2855.034653,2345.136841,2733.450256,3031.235706,3177.879087,2276.533217,2366.286391,2590.423284,2646.219941,2430.676199,2376.178202,2783.051263,2108.290774,2482.65922,2485.323143,2539.787529,2083.875217,2325.861926,2785.477205,2895.926665,3003.404137,2755.795708,2325.960659,2586.333584,2797.084912,2663.841135,2386.937263,2354.77238,2092.457855,2788.550078,3564.671432,2937.439619,2770.001735,2396.492985,2585.678204,2357.274373,2456.732129,2788.186083,2328.895537,2594.001196,2674.397866,3367.07432,3086.136552,2684.043754,2390.933658,2623.620467,2534.759951,2981.533347,2210.942459,2760.239886,1935.274324,2724.17145,1782.558817,2470.633017,2073.643468,2966.095078,2121.605771,2958.581013,2418.502772,1553.880462,2749.397484,2469.579725,2679.865997,2491.644326,3019.995759,2287.491887,2433.20342,2243.404005,2264.044841,2227.196929,2394.948509,3525.103057,2630.827354,2232.709879,2596.466988,3327.670938,2273.273223,1963.330593,2150.413195,2288.348848,2293.448882,2229.331962,2831.601704,2828.073274,1306.998908,2685.37068,2535.929244,3093.03879,2378.369741,2167.946527,2693.985755,2432.657459,2329.21423,2308.909079,3067.4032,2870.527252,1968.680498,3456.368941,2569.991518,2465.35064,2781.247665,2072.335356,2172.573388,2470.557601,2688.49583,2660.798222,1918.9088
IDN,Indonesia,IDN.14_1,Kalimantan Tengah,,,Propinisi,Province,62,ID.KT,3237.050441,3559.586726,3459.102086,3302.521628,3279.332688,2707.007511,3294.336605,3476.343657,3319.598945,3491.51012,3373.673572,2238.459586,3816.882415,3095.555909,2895.824954,3362.255719,2811.429811,3226.376504,3332.976005,3779.563249,2886.424075,3487.686217,2961.611953,2585.342976,3220.481792,3283.939636,3429.239499,2639.928314,2802.785757,2997.751754,3231.292974,3184.336414,2986.265354,3413.751044,2518.040987,2882.418822,2977.093852,3031.089635,2591.822352,3081.795316,3625.700275,3347.623028,3407.08092,3189.401326,2913.141346,3189.313051,3588.460288,3150.34002,2896.749902,2614.349259,2731.622095,3111.457662,3150.183821,3107.425868,3096.426668,2598.918198,3296.462803,2838.708562,3158.778968,3323.257456,2989.311988,3357.56062,3226.502901,3680.764519,3913.616921,3325.752379,3089.53768,3836.32989,2924.986328,3105.076195,2207.706759,3107.710272,2192.652981,3075.41929,2216.503886,2987.621791,2535.105401,3285.682624,2856.612322,3530.337316,2881.043884,2174.184907,3442.291163,2871.081421,3008.936202,2593.753253,3538.222382,3350.150857,3355.735618,2833.596684,2989.567709,2460.814454,3130.886186,3676.97924,2941.819956,2850.174564,3004.074426,3513.103409,3002.141161,2741.857024,3123.582659,3328.714886,3244.671953,2979.028666,3587.959258,3189.560185,1966.1933,3209.444311,3370.103758,3352.03231,3123.762762,2914.059591,3024.629428,3094.977358,3188.367372,2994.024376,3866.422997,3397.33127,2974.811243,4470.515613,2933.111586,3157.897932,3318.076974,2686.900943,2790.814498,3551.402289,3275.917056,2901.389157,2642.099852
IDN,Indonesia,IDN.15_1,Kalimantan Timur,,,Propinisi,Province,64,ID.KM,2767.404138,2831.1844,3094.349425,3964.227162,3575.909338,2453.811241,2869.501913,3009.975972,3452.982679,3089.257797,2984.088014,2523.422708,2923.250663,3125.564444,2248.026459,2857.708986,2464.842967,2945.437385,2745.438241,3153.891963,2755.08891,2470.29486,2760.399235,2218.685988,2725.030711,3114.894811,3060.609167,2546.460919,2316.232752,2830.668924,3170.010087,2891.972782,2511.312852,2686.401177,2743.793417,2667.448009,2855.42112,2773.292437,2665.447704,2364.384416,2825.974821,3084.019157,2911.729395,3042.366248,2530.536164,2769.760076,2787.322371,2721.22421,2601.608181,2625.739231,2239.22485,2690.783819,2944.477785,2829.448254,2799.026512,2687.858694,2797.906503,2872.258244,3172.393828,2778.595375,2411.227532,3100.492277,2578.673144,2992.48763,3044.791192,2934.020773,2719.657333,2804.57631,2751.542248,3226.663664,2345.244208,3198.786592,2436.083441,2666.980736,2456.090891,2613.882417,2409.664535,2446.215594,2005.526028,2814.20619,2733.134363,2323.444593,2702.941316,2761.412949,3102.160879,2765.726878,2982.913694,2798.203724,2564.835799,2986.364872,2628.867568,2118.548849,2462.299403,3095.793006,2888.998177,2622.658787,2566.840401,3130.223419,2805.417745,2631.080627,2536.329672,2096.742181,2537.887098,2527.365852,3223.234973,3050.572135,2277.647875,2598.280801,3139.920894,3088.355437,2695.753282,2400.995814,2709.00942,2814.282118,3080.296449,2842.318703,3429.189055,3325.832467,2840.269898,3388.01737,3003.695974,3140.836477,3263.911156,2650.48462,2491.815439,3129.681875,3108.956725,2895.54357,2620.50624
IDN,Indonesia,IDN.16_1,Kepulauan Riau,,,Propinisi,Province,21,ID.KR,2866.558351,3181.832553,2991.178191,2224.347957,2627.633895,2218.989005,2545.384237,2721.700531,2387.05278,2642.160654,2228.753945,2275.481479,2643.017012,2377.375572,2503.763745,2685.037561,2047.19843,2213.899485,2473.180724,2522.743061,2277.208466,2552.774381,3170.126165,2356.557125,2500.446347,2330.731074,2822.258939,2562.00849,2445.7196,2251.231464,2857.156289,2474.933211,2379.455697,2897.966583,2960.695137,2628.467765,2571.004308,2478.995842,2230.775463,2601.179927,3035.390922,2524.189142,2807.907605,2646.929617,2458.805005,2499.010079,2484.197327,2654.937176,2506.307316,2006.794895,2375.410309,2727.973017,2345.948859,2279.169857,2471.95633,2558.811381,2480.581025,2851.508938,2489.727995,2602.088089,2366.181787,2793.050839,2169.33671,2637.588507,2495.439328,2599.978424,2487.814603,2519.189003,2905.405113,2541.715436,2021.155954,2393.677729,2193.741932,2920.584299,2346.05348,2397.603695,2658.639199,2313.049942,2511.998608,2285.664039,2129.144371,1764.54897,3067.897397,2211.562574,2346.812186,2067.955624,2146.247685,2448.668408,2229.639671,2566.091185,2113.605938,2347.798373,2448.99546,2708.112831,2435.665965,2657.209254,2651.249471,2707.170795,2431.577931,1926.730744,2141.866062,2242.338087,2773.483489,2192.02494,3178.212133,2704.861639,1778.877661,2650.068042,2522.633907,2662.399413,2796.523046,2271.679977,2688.94118,2557.578715,2485.947457,2592.566232,2701.019767,2764.410739,2251.398897,2671.897535,2989.897929,2297.425858,2404.748597,1910.130336,1393.124331,2230.38849,2417.365767,2315.626181,1754.121106
IDN,Indonesia,IDN.17_1,Lampung,,,Propinisi,Province,18,ID.LA,1652.530454,2324.024602,2498.846689,2443.138108,2678.02793,1855.55581,2607.513044,2531.000931,2785.224902,2547.968387,2865.154443,2274.839511,2484.286434,2763.68217,2958.580116,3260.023861,2566.143397,2434.199875,2282.44828,2741.220935,2443.336587,2520.66609,2283.923837,2156.578683,2476.31626,2682.178474,2726.565911,2001.25132,2469.599329,2740.141322,2134.755869,2184.610843,2561.996577,2821.210431,2026.80697,2375.368127,2361.603739,2246.557669,1965.280612,2483.992936,2627.052279,2279.359601,2540.380397,1880.918382,2015.692368,2826.859455,2532.124474,2483.818709,2188.629847,2357.99116,2430.444684,2417.48367,2464.0046,2383.555504,2392.687317,2371.692982,2413.561337,2084.215337,2167.821076,2503.076493,2459.914885,2794.772444,1959.28465,2811.799806,2917.641739,2840.267036,2590.311306,2305.24269,2527.124539,2757.755696,1899.494364,2506.800174,1782.542341,2157.865264,1784.669424,2818.703953,2066.985386,3156.843762,2700.469538,3316.909116,2365.231803,1911.733815,2503.16836,2262.431417,2847.176113,2142.0232,2157.17474,2632.638574,2466.850139,2586.081716,2881.95645,1911.873072,2166.554547,2718.490091,2337.888507,2520.960072,1976.558964,2459.602013,2203.73589,2150.282476,2378.718372,2348.850396,2485.418342,1919.155348,3408.748055,2530.954565,1622.735253,3052.76408,2628.710404,2281.244897,2379.166228,2337.570456,2388.014127,2258.025412,2631.263384,2084.167957,1958.344777,2242.835852,2026.784225,3113.048609,1956.134946,2155.203701,2696.477518,2153.001746,1791.823933,2549.695709,2143.161531,2003.08537,1988.205495
IDN,Indonesia,IDN.19_1,Maluku,,,Propinisi,Province,81,ID.MA,2536.299875,2427.364404,2828.45809,3116.197278,2586.298858,2104.427486,2667.786435,2855.643676,2260.786475,2232.70715,2711.170651,1725.967749,2357.463674,2130.602437,1818.930636,2412.833555,2035.32451,2455.231888,2459.039419,3044.189848,2005.619586,2184.185236,3078.221683,1654.22563,2012.741329,3494.729385,3148.353349,2053.431258,2088.855019,2110.05894,2669.29292,2294.604715,2028.857699,3124.963408,2342.991318,2194.828504,2594.467221,2409.859915,2434.57278,1813.392344,2449.890462,2368.118111,2608.7651,3183.38427,2533.900383,3128.164924,3165.633707,3141.520212,2629.19861,1917.424364,1806.91302,2215.504777,2311.028341,1932.232408,2299.633508,2240.384201,2291.053862,2064.225646,3076.310368,2637.549015,1649.607374,2398.911591,1792.021667,2786.525568,2980.672122,2619.56108,1773.980729,1752.508057,2059.542583,2275.270128,2245.058786,2179.157653,2067.312794,2596.613764,1422.401614,1967.313618,2005.529097,1948.998802,2112.960823,2375.328061,2509.938665,1357.630254,2709.851025,2472.702835,3302.660922,1924.152283,1761.077843,2398.894439,1580.90429,1685.64259,2261.127997,1614.04757,2447.138931,2838.276108,2392.99339,1977.988999,1749.200902,2948.971134,2460.005526,1856.981683,1846.236888,1628.783054,1714.157721,1854.479549,2269.172031,2531.261437,1522.645501,3024.568889,3371.487135,2994.361953,2707.247104,1596.760653,1863.23308,1861.934933,2334.347239,2236.92681,2284.311213,3346.090668,2124.883667,3233.021847,2919.507537,2781.854489,3050.980095,2133.701948,1808.467565,2355.797064,3094.603763,2367.796631,2141.668042
IDN,Indonesia,IDN.18_1,Maluku Utara,,,Propinisi,Province,82,ID.MU,2012.255211,2117.656656,2233.368963,2326.859114,2157.45299,1758.389047,2388.809108,2516.787453,2239.737597,2001.899464,2441.093614,1607.10631,2277.761609,1782.483245,1479.422884,2259.684902,1855.729739,1623.883961,2206.318879,2259.126349,1396.894026,2197.565879,2089.919876,1063.703139,1637.594029,2487.733754,2503.856085,1636.861939,1326.436575,1804.991088,2606.137626,1916.402535,1320.761052,2716.521172,1992.97559,2087.459462,2280.234167,1755.018434,1448.46733,1320.657945,1898.909704,2254.398867,2276.136143,2374.596312,2208.199975,2153.125745,2337.852762,2638.815194,1902.810583,1522.674141,1239.288652,2029.061401,2048.720276,1853.981842,2084.340631,1970.464873,1927.383711,1933.0275,2796.094652,2807.073872,1849.802185,2295.451935,1661.121107,2212.242575,2488.100348,2157.429893,1791.134424,1984.571636,1760.763098,2120.462077,1855.379266,2408.450034,1503.197606,2146.028818,1433.793926,1778.385099,1808.25047,2382.672951,2475.532238,2669.881626,2844.95748,1710.571162,2404.953342,2444.70885,2745.051771,1641.601461,1594.838994,1150.553499,1618.531733,1888.146321,1848.114835,1310.451899,2174.727775,2570.286969,2434.260326,2050.838507,1630.087823,2857.166711,2550.279391,1985.499803,1680.509099,1337.669059,1508.08693,1401.868046,2367.687621,2866.627143,1387.960392,2616.541761,2929.103189,2883.83893,2578.126981,1528.204247,1766.166608,1441.491113,2317.368772,1684.844998,2455.928615,3063.925798,1909.936387,2628.189306,2923.374207,2284.887377,2461.593083,1739.753561,1416.776472,2178.871661,2718.059199,2177.872152,1568.518238
IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,,,Propinisi,Province,52,ID.NB,1021.921686,1819.615765,1159.382954,1565.197859,1498.797701,1125.370243,978.08353,1638.209581,1546.932062,1483.197319,1541.341129,1405.46706,1574.419128,1101.389488,1193.078489,1609.732809,1472.606239,1554.78207,1457.068569,1487.325296,1165.549947,1344.966548,1256.796652,1149.83708,1164.880512,1640.805364,1889.281737,1191.047543,1404.684346,1648.96442,1321.877584,1441.263363,1095.686721,1086.842385,1263.931952,1377.939004,1473.431146,1392.868736,1218.674311,1235.913664,1190.092657,1502.028174,1430.319981,1653.024055,1449.643246,1575.659059,1455.617137,1415.67046,1627.945298,1000.924168,1652.331978,1954.396903,2177.192419,1436.690491,1529.581526,1348.879594,1292.491135,1570.463835,1444.930701,1813.043432,1064.528157,1260.833106,1298.547003,1636.771731,1792.949664,1661.073748,1436.924537,1408.066016,1210.119593,1168.350018,804.8661074,1276.744794,1308.629701,1524.734282,921.4631407,1287.905346,1164.020585,1533.06836,953.8431644,1527.997102,1660.143673,873.8818432,1761.002555,1635.436169,1979.436705,998.5554152,1212.162274,1930.657285,1289.138289,1400.855285,1634.786964,925.9910377,1602.39111,1629.682711,1260.910788,1402.79304,1364.794751,1487.841375,1543.338573,1837.651368,1638.50563,1503.63098,1248.247315,1320.761678,1588.417819,1563.85725,1027.18305,1747.767891,1808.081199,1561.791005,1174.665516,1433.148326,1431.380191,1150.43743,1168.534316,1290.486698,1227.508631,1332.236474,1137.211069,2033.420476,1429.655981,1360.839253,1666.459442,1075.008007,1028.347837,1943.405402,1753.32429,1260.168048,1019.129612
IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,,,Propinisi,Province,53,ID.NT,1240.631567,1800.926511,1391.250538,1939.596276,1750.073333,1576.240498,1728.957197,1558.822208,1619.482223,1360.028545,1502.471563,1135.10669,1639.434101,1634.837687,1150.867797,1500.875422,1547.748434,1517.74285,1495.968007,1894.027808,1043.987458,1470.236187,1409.42204,1321.928219,1412.622695,2041.866472,2222.969909,2189.372844,1173.324474,1640.970344,1768.708253,1487.351663,1410.989255,1116.233964,1801.331934,1644.35899,1433.655694,1449.251256,1237.021729,1106.530521,1228.126028,1760.58624,1762.102797,1709.297256,1354.255538,1371.512784,1429.216766,1371.785372,1958.939285,1136.867102,1443.353643,1698.158582,1792.14127,1699.349281,1642.742947,1574.196039,1604.228531,1103.191068,1504.299801,1847.054726,1132.256655,1465.729133,1179.283168,1856.810371,1930.810769,1797.052775,1494.154153,1477.210373,1832.862325,1595.807425,1533.990974,1501.177612,1588.489587,1442.070136,1100.539954,1373.909604,1306.078284,2113.805071,1381.891585,1721.301731,1897.82445,984.0807904,2166.652449,1988.243304,2207.830093,1235.362397,1634.671488,1822.233375,1478.169149,1482.887061,1970.433525,1395.818969,1672.054012,1824.654642,1445.19271,1550.972761,1586.631138,1692.839134,1490.578844,1525.616806,1643.832479,1446.351847,1499.245155,1271.021866,1811.457659,1719.177737,1273.543564,1859.730879,1920.255136,1993.376611,1808.853745,1640.703117,1958.34115,1318.663937,1364.055047,1639.121504,1564.464208,1792.536435,1473.211703,1955.531334,1732.347342,1701.613686,2140.698542,1416.962198,1435.028439,1816.477191,1902.786135,1527.197981,1376.401227
