CC_1,ENGTYPE_1,GID_0,GID_1,HASC_1,NAME_0,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,Baseline,LinReg_1901_2019_Intercept,LinReg_1901_2019_Slope,LinReg_1901_2019_R_Squared,RateChange_1901_2019
EC,Province,ZAF,ZAF.1_1,ZA.EC,South Africa,Eastern Cape,,Provinsie,Oos-Kaap,582.0784064116642,629.1049565723706,-0.02472166774133498,8.00547738630808e-05,-0.5054093106381743
FS,Province,ZAF,ZAF.2_1,ZA.FS,South Africa,Free State,,Provinsie,Orange Free State|Vrystaat,557.6233650966037,715.2041415560033,-0.08277629497986114,0.0006247186905361524,-1.7664932495963432
GT,Province,ZAF,ZAF.3_1,ZA.GT,South Africa,Gauteng,,Provinsie,Pretoria/Witwatersrand/Vaal,686.8379756029539,1252.32144377491,-0.2914718252373229,0.006130048199797566,-5.049975166674849
KZN,Province,ZAF,ZAF.4_1,ZA.NL,South Africa,KwaZulu-Natal,,Provinsie,Natal and Zululand,871.8058671206585,2406.858686046361,-0.7913530617181027,0.03466691899989138,-10.801833056650088
LIM,Province,ZAF,ZAF.5_1,ZA.NP,South Africa,Limpopo,,Provinsie,Noordelike Provinsie|Northern Transvaal|Northern Province,564.712288196605,1555.6717529526386,-0.5109194393450472,0.018226155611655304,-10.766440637624882
MP,Province,ZAF,ZAF.6_1,ZA.MP,South Africa,Mpumalanga,,Provinsie,Eastern Transvaal,776.5024663292106,2318.955188827474,-0.7942305801463012,0.03190470213320884,-12.171685620550154
NW,Province,ZAF,ZAF.7_1,ZA.NW,South Africa,North West,,Provinsie,North-West|Noordwes,512.5546737160594,722.8114234944942,-0.10963632091898412,0.0011813855751829916,-2.5454303430245613
NC,Province,ZAF,ZAF.8_1,ZA.NC,South Africa,Northern Cape,,Provinsie,Noord-Kaap,220.54610745746817,-257.3726770629863,0.24456791379373144,0.014808583618236004,13.196143916104527
WC,Province,ZAF,ZAF.9_1,ZA.WC,South Africa,Western Cape,,Provinsie,Wes-Kaap,353.91229712387013,500.5324181957461,-0.07537450550573499,0.0019821814989984254,-2.534403644087873
