system:index,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,CC_1,ENGTYPE_1,GID_0,GID_1,HASC_1,NAME_0,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,.geo
0000000000000000053e,2216.772747462564,2216.772747462564,2216.772747462564,2216.772747462564,2164.7119920279715,2164.7258809863715,2216.772747462564,2250.020068328095,2193.4075939464383,2215.477225245611,1799.2830076248197,2277.8097753530883,2911.447323180253,2750.050310954766,3540.64855730251,3182.968624723484,2441.427888741942,2576.240473980021,2960.5877825524994,2143.2459823148974,2533.826677673066,1814.2550786254803,2533.7901535474057,2244.067013238959,2778.806934970071,2287.1719600034776,2200.1238776725654,2297.580391159888,1813.9863536182231,2577.314372422525,2098.9106701026735,1690.7058160990798,2015.0866381726453,2453.6805633408067,2478.2882118396155,2025.9113057128595,2985.5929368756506,2673.935437551299,2328.5823542944977,2169.9522583868015,2622.204922506856,2000.6152428206074,2477.2920362923405,2184.615468427816,2571.748349822079,2277.0980951088045,1904.1445667528324,2336.109107399353,2694.854153268387,2587.2393663542007,2568.7475610961515,2375.003346650284,2355.828654727288,2219.0618395221913,2082.6628124718477,1996.6373326205653,2373.128682597794,2109.43246555756,2432.660685508087,1902.6164374049083,2025.9348802975853,2398.295223961878,1925.4960288439402,2356.812013751952,2433.451612923406,2132.8925573237807,2534.2254515897757,1808.9404791881454,2411.1716608882025,2655.107553407521,2221.949139455127,2599.672248639944,2121.886411345516,2192.4652093353366,2453.615937550048,2337.5513013586788,2216.776832868929,2084.7149037294553,2533.503133476888,2222.5428439426846,2081.7426912648634,2201.787498342158,1774.262514357533,2259.549548504064,2096.544718163812,2308.6822055423204,1998.45601120826,2344.6202046151802,2424.3425092776565,2418.2375100408894,2287.979954428126,2081.3061654813623,1551.8040708142314,1994.5548920713882,2303.551550504109,1949.5185943349363,2058.9322605169705,2271.3453402766654,2276.1047612739476,2425.460519129614,2348.3839418654406,2193.4765852562214,2142.6405120790955,2432.797810507462,2545.736222085702,2489.088321820197,2215.818939306734,1911.739180941829,2308.7995884643005,2226.7812827658304,2188.642192364044,2227.3578233541693,2248.4326204719023,1879.7454556374119,2390.925906057315,2571.513413032761,2471.375284335462,2308.248168867112,2368.005422705797,2189.63768491189,2407.7256433363527,2392.521357378083,2017.1751387582076,1989.505022165028,1576.5699078146267,2574.6055092576366,1695.638933610641,2494.3649797555654,2392.4721506083333,,State,NGA,NGA.1_1,NG.AB,Nigeria,Abia,,State,,
0000000000000000053f,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,1037.5600106458987,970.9501966982148,775.7672594584103,1291.917299248065,1216.6013457020204,1011.334630367568,1122.5912579010155,996.9141713131111,844.9846455966258,800.9782341656453,797.2747284126679,1117.307972902047,895.1329318679032,1152.3894452524414,1217.6895245556705,996.257060545388,1018.7706979633455,1058.8626492048352,1054.8646197388712,1099.622872821805,1127.7225761917948,1289.572520638972,1230.5484004116925,1230.8731715893193,1126.3801873193152,979.0252441268204,1016.9785135809377,990.6689906800542,1058.8944886644927,1124.4954024323504,1049.72137500017,1178.253739868673,961.2465533984558,848.6466909579791,1120.7667287296938,1149.0035074668037,1256.294342439209,927.5925016250558,1188.911054978871,834.4782703535043,967.067394986614,1034.035703389613,934.6218434853444,1134.487519860848,1008.562791058481,721.7617203374659,1181.18294698759,972.6888375385154,975.8319695564963,1082.2985131271032,1119.152740117486,882.0153348440913,1173.7515937099042,1091.0766951335988,1067.4525646934428,1218.138842949705,1001.412327250757,1070.861473046331,1338.4839044197945,1087.5901684532082,928.9936688449037,925.157087985724,1066.8166946113813,1211.8788111613042,1184.750517264454,954.8841755600877,929.958964120205,1029.8984671150051,1048.0165971505116,915.7392084205326,1092.9820690327576,1129.9921818297194,951.6363550662661,1125.7566776421636,946.9289836206613,1185.7456195595037,1056.0016638344994,995.0927331243524,818.361174899999,833.4758210470882,964.7112143296866,1015.492930317389,781.2485701973103,1161.0663177394663,952.9576049093242,1001.5392463222175,949.0011972362328,1033.1813381516276,1060.625893053282,970.590462670694,1102.4966198490488,1080.3489935389803,1050.7591494438789,1103.8204545384078,1110.2983068148958,1013.0501067414415,921.2013886145772,999.5011453595357,1040.4298197428382,1002.5209273814157,979.0842942282316,1172.2744686522244,965.3400010896706,749.713760399868,846.9031717437131,1036.3225003098476,695.878640989172,1143.1796946090876,756.0510325740422,938.169209596425,806.7531181712404,1148.5001108996466,952.8529307153708,1046.0997729530416,1219.6108929468842,,State,NGA,NGA.2_1,NG.AD,Nigeria,Adamawa,,State,,
00000000000000000540,2391.8015052757933,2393.776555063471,2386.67089745614,2394.0756124996515,2164.2152388020254,2164.1998431132065,2388.9073585009355,2534.7406041297386,2288.5186331963214,2383.918895808327,1910.6995916669,2655.61365460306,3096.0499575616213,2943.5455030583553,3781.0270344034384,3477.6341327566715,2763.8214143494934,2837.1782693253826,3275.187470013992,2307.7090224299704,2680.0482425800446,1929.3526512646902,2744.5829936372957,2541.8608474765524,2962.705232743762,2594.734670389439,2339.494459021885,2409.298949704633,1830.810693261239,2308.6960508100374,2091.885172017189,1820.8866001144486,2204.6417947269115,2869.326015511599,2725.013223502401,2169.332883724947,4134.378198035012,3014.0242241147694,2717.9093870816355,2205.3689787005574,2847.4690694872847,1879.9485147330527,2715.036415008095,1983.5385208981759,2984.939187612529,2563.046673494027,1962.8604958224585,2365.841241425092,3043.0043916962095,2955.270598315725,2972.5311272209283,2636.941237783156,2565.3134220424854,2236.9500174682125,2240.1833733255817,1984.7506466073726,2345.461104004124,2029.1257511767603,2542.1276481461455,2105.9540241440795,2367.4612500087237,2314.137059718171,2055.29007493667,2700.757577191617,2742.2322408685523,2505.1412072737558,2834.721693862705,2125.8002140237695,2615.146241760936,2703.102300046756,2638.0568549976974,2826.7393495151646,2216.8284057235555,2267.1929486212107,2640.048064517677,2388.150136343652,2271.903312679698,2234.85606836112,2807.4597762236913,2364.3934010500993,2272.714510578192,2368.674753765807,1713.3007315822672,2171.2340188752655,2278.7624114813043,2468.616554195512,2166.5713728052433,2684.661314473188,2461.14550410514,2864.3489757433917,2432.5098023714904,2155.0664712378575,1726.7381337188408,2014.0800129735828,2548.454859172622,2015.561982823143,2339.6755069598075,2364.5865282788777,2458.253191928771,2395.60637116528,2403.6571496892802,2358.443739270461,2284.6686787096296,2654.8989147682078,2799.896839082215,2705.917511545159,2388.1369423910996,2217.000685534663,2468.7601702725474,2206.217752392775,2476.3597891340305,2389.3689502411094,2342.872326992728,2121.7898383198067,2829.8097227504604,2583.848497166704,2778.2310296519095,2436.932082564238,2182.2578578061325,2418.221362708136,2803.032402335027,2450.8328807808666,2287.5825628746625,2133.2828339699818,1765.0326967976252,2784.2792901145185,1833.1307177320023,2540.0473032001946,2495.327925238668,,State,NGA,NGA.3_1,NG.AK,Nigeria,Akwa Ibom,,State,,
00000000000000000541,1865.8999504368967,1865.8999504368967,1865.8999504368967,1865.8999504368967,1865.8832711424504,1865.8832711424504,1865.8999504368967,1865.9096111677077,1865.8939030832018,1865.8990339508855,1973.2502236091655,1865.919582267082,2371.47468303261,2115.9924489765262,2544.146399772604,2139.670164337957,1434.079811136136,1731.7977434727534,1963.6246278772805,1781.5423873182365,2109.9535635104353,1767.9898696020637,1767.6310344116848,1485.701210701029,1860.0331098945978,1774.367047454674,1925.9938431984465,2002.1035239334506,1652.5679630459292,2570.9606820151444,1957.0436587508436,1537.7113977402294,1634.6042621073295,1828.9772660020758,1964.3298994134232,1642.7026601262119,1603.1314908971337,2017.7444426851123,1791.909842685879,1972.0252497008958,2109.1698392698277,1904.596361569709,2166.065076099016,2290.8888150359953,2025.1977439201314,1772.759352119805,1644.9529517208716,2001.288484902906,2295.2358837027823,1996.16119808177,2201.6963192605217,1924.1158439276733,1964.0457944220898,1985.2927528900627,1745.455589574045,1750.3621768651833,2109.225477448309,1874.482913032252,1812.8061480297467,1769.741676130844,1619.231147726169,2051.987033304744,1727.4749473851386,2189.476972649859,1936.758924074822,1654.327065512772,2035.5601295351357,1563.4381433456979,2010.8612110078022,2339.871925473837,1529.4732655630062,1874.6124026313503,2076.8701170277222,1728.7008014299481,2042.4661581628611,1854.9058004648898,1858.731327236635,1794.1551348301753,1960.9203523965405,1861.4791478661343,1958.5265188966125,1950.6306215456018,1729.5630586634134,1980.9242449855303,1593.2821002580733,2119.0612943958863,1772.7679792474075,1986.4500959306488,2016.0293894662907,1911.9933592312,1971.4389881713228,1874.6012649136685,1396.7126889852955,1843.4582590632415,1869.2255423181343,1705.0396930634663,1651.7075054707952,1965.4180774788579,1953.663121168526,2173.4063842134324,2189.3849735759313,1916.1929274953472,1778.400694682336,2150.2239148204867,2491.3735202969056,2035.0307824898764,2115.6601524153302,1439.4852195859578,1908.316991676211,2131.6528770886166,1820.6093101301744,1927.1810372237758,1925.3161960621778,1625.3175139102636,1933.1130374289307,2317.4686341610254,1995.848804334071,2099.3266814067097,2141.04849474842,1858.1828079623076,1914.5015081435597,2035.1515925542221,1491.6492050730121,1774.870831554473,1354.3895012820578,1733.2465803535822,1495.8433616598238,2174.780426504724,1911.2978825594118,,State,NGA,NGA.4_1,NG.AN,Nigeria,Anambra,,State,,
00000000000000000542,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,950.2098947881193,977.0132977862391,971.8762756266538,880.2889348269014,1096.459543532694,1062.5056095449386,875.9423064143897,1067.2929685619497,823.9724090378905,748.7406663748891,988.4273436806795,955.6816113352784,1170.6414255623745,964.8199102424431,978.8742311664677,906.3235827498814,931.8036015439752,998.3310156025816,978.8288048452852,1168.9118556622573,1142.994467087313,899.4684802218811,952.8986043944461,933.6273929999472,903.4676816285012,999.1006042852881,934.7305705072167,804.4579349744361,1250.852143456754,1067.8808311343028,925.8412921430553,1102.7539524918834,1225.4920967049966,899.6210988273522,1126.957559526921,1055.3682651375743,976.5095629770719,900.5045927120669,990.142108281876,1138.7068127800544,942.1821764312987,992.2178381709747,1299.6400724941168,915.2819943427754,1034.4392827977185,711.8036104855724,1012.2291871702708,910.4224035571525,1058.994320861783,1028.1083998497195,1239.8104482925119,975.004075008354,915.7165068980898,1132.52191614167,1040.6555472421032,971.8895622736911,1036.4859084009095,914.3941682801609,1084.161044248287,1015.4049127721962,1136.1807870325038,921.5468938271316,901.6777666808977,975.667148578796,1029.1398249317185,1039.9187435513575,855.4723907232878,978.362420035944,877.6889265128757,714.878338255796,1070.7458637647528,997.2564286579001,1054.691308581951,740.726705237385,1009.3303537492645,927.8807299965451,895.4154860759754,1053.3833554190164,839.3327972646249,729.0595987928692,778.2231249463872,717.1584168660389,897.407183076841,700.9319127887743,945.8726678379411,889.7105103092155,778.6379515657624,895.8801535640549,1020.4793559949954,960.1189210396593,1041.9440890756798,806.4664535471763,1032.1337109645644,911.8582614964823,1049.4447548393327,1121.8902160758835,927.0397669190058,1143.6052025263966,824.7303995973489,945.8872978705003,837.68519567304,991.7243049145466,927.4823975483255,986.2581122757944,1020.6564795630567,1160.1061110885125,1206.241220212794,1012.5378198503248,1095.8661621292863,793.5141353004543,833.6458466215911,762.2563165265874,969.4482242711206,869.0841035471291,874.0254850150781,972.9207424665517,,State,NGA,NGA.5_1,NG.BA,Nigeria,Bauchi,,State,,
00000000000000000543,2548.0891717737595,2548.0891717737595,2548.0891717737595,2548.0891717737595,2547.2928812649657,2547.320946511037,2548.0891717737595,2548.5981568719058,2547.750667810287,2548.0189020337402,2261.607983885776,2548.722451017813,3142.269994063908,3042.692615398498,3708.9114118528155,2937.715892627173,1805.5840667901466,2359.177360382375,2452.069104216134,2474.904890562747,3029.3092342064756,2494.1844708012222,2602.6869203035712,2110.1623371269193,3176.854021906315,2433.634227037891,3008.7439045018714,3257.0263011610596,1942.8056105339213,2438.3691464416156,2464.798261162242,2287.897421321636,1941.185130200997,2483.7982528303332,2335.7863062105102,1896.3159950782003,3005.258092876565,2780.834270646783,3113.465030510505,2902.8821316416315,2845.042234677464,2369.4270454991347,2288.018473176287,2512.305014252279,2323.0120921924054,2003.1909708685055,2325.4380456613717,2431.038514323336,2932.3556423052155,2348.092084325826,2530.5929430625706,2640.2028777938617,2508.0655971902925,2499.7246718643105,2631.242655423098,2242.8615228636986,2560.0274568595814,2677.02590217271,2802.3829124828967,2059.013505826362,2526.289199190453,2965.1281026138927,2252.345857894121,2645.4273056747525,3015.914274099023,2336.9201738759157,2867.180203449473,2035.7645756119077,2674.6788414969265,3102.301345068643,2613.4421674405385,2895.018675578769,2553.3703964636234,2534.799730800769,2766.584528071299,2909.5475513780034,2771.8710051645257,2438.1233952430775,2921.6674509140576,2534.229838904917,2311.660936855457,2329.1266093158906,2146.031233729199,2536.660146267431,2659.6257677931826,2556.9122323885476,1891.9530672268643,2314.7405171882547,2661.7061521551027,2479.313878930775,2289.918072270027,2551.923643172363,2072.192299532722,2390.041035825947,2668.0456168032897,2577.924577682308,2110.472986853822,2554.4141527361357,2268.0015069356064,2687.4272967140223,2526.866034473977,2616.2013546267553,2549.1068962573695,2637.9517259468826,2950.1361105207166,2531.2618517461165,2754.7986496178014,2426.328709098193,2828.4250113345392,2440.5749822986263,2262.1337933070567,2740.41545510768,2331.142579697058,2402.454742569196,2197.576103804884,2775.623953402311,2672.052603815574,2609.7322308699395,2691.3704998264448,2415.8438941577288,2615.261270399026,2895.5262865409195,2442.513248676956,2789.0680771905686,2242.180735984159,2321.5598289160594,2400.008525742766,2940.527874241011,2813.1965121375465,,State,NGA,NGA.6_1,NG.BY,Nigeria,Bayelsa,,State,,
00000000000000000544,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1501.1316518565438,1683.050838435777,1501.1316518565438,1685.273880418151,1541.952291022261,1645.479833444644,1756.5186961624254,1301.1040441874682,1569.6543118052198,1844.9968096878856,1363.5920968754397,1532.9903734433324,1585.2735198732203,1429.9047194773054,1501.1525151554579,1705.4208353754327,1568.1081648111144,1496.7123114539975,1536.1762137240075,1459.242801192754,1948.6549613632103,1505.9643659421006,1424.3756798039522,1604.6366615408588,1782.2452961632098,1674.0333217372963,1532.9971313885455,1455.4447530023065,1893.5779421223403,1428.0060529479783,1764.3279095281996,1646.862426827908,1377.3233163712964,1464.9324687614958,1458.215445018429,1692.5987759229727,1576.6879665401414,1310.3986664767567,1637.1454308073842,1683.6617237244036,1752.6954618664458,1627.827241371689,1732.8786586396775,1461.30678907437,1322.1236535465796,1358.8667591966414,1280.1091683367956,1922.4038080797206,2098.2308251943787,1869.2648643649184,1359.0766870201305,1507.9889172212584,1679.2181699060804,1543.9288730904275,1737.2138921296112,1724.758333492216,1463.6670473755719,1667.8000362577689,1168.7531634423938,1537.4059770620438,1582.8451784644842,1344.9090735521008,1649.4985008915146,1848.521878074831,1621.3692278114058,1476.6576452102836,1700.175416931626,1397.3598856999438,1616.9190848831795,1667.8147788794838,1511.2775869793918,1530.4306051126684,1465.6544379293553,1240.7786777440485,1535.8730146430178,1522.693351290719,1597.3360466377997,1405.8683284993542,1611.7604496696952,1436.9809774405562,1683.153399437989,1495.6964148595262,1351.3984016055574,1163.7982127207622,1673.308821394953,1388.9174909946717,1344.0081659828677,1317.604487239967,1198.6017336250782,1623.2968854791916,1634.5032219716568,1518.4095160029526,1228.766405098107,1507.0064945168017,1348.67110573156,1640.4839609726414,1494.8382068699389,1675.02444862514,1666.5186895150891,1828.4477518618153,1434.755033166116,1222.86655992261,1638.8603184543306,1239.673284258475,1250.108447708392,1292.2898447944149,1539.6502864172114,1654.9647029351372,1537.7004303291033,1837.2277880163101,1620.9109023871165,1387.2972466199296,1751.1313527498148,1086.1452246815732,1287.1109382745494,888.905349145861,1499.4229558520672,1103.5241904655297,1373.6659896431477,1468.6221836793595,,State,NGA,NGA.7_1,NG.BE,Nigeria,Benue,,State,,
00000000000000000545,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,546.7933126909271,541.0509887651157,542.7831844340872,544.2001258556779,529.0587947831264,626.1400388593859,718.6799534924218,516.4161449689423,662.1760266484184,372.93657141595213,309.8572254516802,306.01170764385347,539.907590788344,704.0932696149684,496.95980553187417,726.2879524486426,456.68698462257214,669.2006935173245,619.832295076923,475.66802915121303,572.9442129512817,719.5426678219521,487.6022122714677,454.45187830268577,636.2222129339222,545.9527995903958,594.5507136956384,607.1181176994988,652.8654510687285,484.4000673890951,577.1689101977305,642.0106170805686,500.24741104207976,687.8353707044269,581.5917975991458,623.0096278682232,746.9065028858855,466.23936098184697,491.151553223615,520.8413500252416,556.6503081745526,454.445790281134,605.3878638284467,736.033484445598,504.3571422960107,514.5566802600043,403.93850300234175,655.9164101558459,538.3892274595578,628.3219589441559,674.0405748371254,630.998852184559,663.9349426143374,584.5793169189554,666.0779392294472,654.0030731781496,719.9898365627884,645.5581948074145,690.0760189780227,620.6504779262153,612.9891936360139,562.9551058708907,507.9252950402613,577.052337097698,703.9726308594759,570.270834057269,513.4359889509462,620.8692415575687,468.83211819923537,423.7736599030005,388.897912819694,535.0258990252688,589.2982985352622,596.6256808624331,554.6722135949892,670.1192234791522,567.846284829274,566.3836332884938,465.35447465219295,358.75811340218473,316.29239974855733,330.55080439743784,417.45370005134123,482.24369349264776,343.4614594395272,617.0595319630438,535.227111562829,413.49749028054885,532.1590290310855,474.5804599239986,484.8146192817955,548.8468572987954,581.148565775385,545.8840145765528,473.4744298164584,601.719408307937,725.3988550117559,566.2317858957364,599.6082078338407,475.54110534907676,598.8770474355443,532.3040943260872,698.5183465762884,534.4296186708133,740.5863525996182,524.6765911592731,512.918285250969,612.7138195023649,430.36814656819433,660.977758216306,448.9849331108681,575.9343825751465,520.8449111301379,630.7737254968698,559.1305700635655,662.9379572716563,691.3430418685527,,State,NGA,NGA.8_1,NG.BO,Nigeria,Borno,,State,,
00000000000000000546,2346.8287301413493,2348.2607459704936,2343.2823697659883,2348.269616676865,2172.613929569058,2172.813821279158,2344.9179918950404,2456.6321105484167,2268.270218980969,2340.1736310310544,2041.6502686750555,2548.414986341331,2798.753081815413,2699.666473951823,3241.3068873621346,3174.6609195892474,2537.891709480979,2710.014212636683,3027.096634085237,2210.233936551088,2566.3409926278405,2069.607150857928,2689.9979319235936,2530.9539218187374,2880.5407561460574,2461.5060802674125,2295.0030839304504,2368.7097575500293,1935.9384861403507,2616.9364187861515,2183.1720274546265,1828.138860973074,2397.1520346966513,2728.558733944289,2623.0403572294244,2456.727458003272,2988.0612627548785,3567.201372614376,2584.6600879841685,2604.8482178869276,2671.914546138486,2023.621678617945,2446.3723612418735,2006.2366212038014,2684.542731109246,2506.14584286533,1970.9179891093818,2502.3056945327908,2718.5224693804525,2760.247728484536,2573.383680232664,2716.4817844406457,2494.377278857911,2197.313307995762,1976.4280442881209,2102.694513342686,2359.0829232110164,2449.8872381893584,2813.6118652412533,2312.1174838631273,2469.3549447022688,2257.1492340436102,2271.016379088109,2757.312526859252,2450.1730470056855,2267.824699723195,2734.9799029517803,2322.144005499922,2738.1476307251132,2448.971262302982,2543.535727413192,2532.1304848070868,2170.3927660193945,2430.6357557202987,2626.247021494692,2321.018283584451,2305.7237571010223,2291.166510509293,2848.869069607901,2189.997055369677,2247.083800280794,1944.1148238514559,2050.1809250202496,2385.2059463047444,2350.2454545445166,2521.0027441144885,2314.7111568448245,2527.7982242217217,2357.4957150723803,2717.4580308715636,2459.425372961861,2370.5411185568064,1939.9180623618868,2183.1858406416172,2286.965286136665,2157.8940028518264,2195.4839571684015,2055.4135017572344,2356.8309892933044,2443.877215286429,2380.205624062506,2229.6278739399368,2152.7563947545154,2386.881268729256,2651.243805486193,2531.1544528718837,2744.9689360200928,2370.8423538003813,2584.059336970601,2369.721697106464,2190.057986528005,2390.961370343204,2254.467615170821,2049.3079368676213,2535.07466156655,2383.851452156967,2561.5654207458797,2447.312714839623,2574.541889633994,2580.298501962204,2680.874664224963,2487.880202647381,2195.728993485823,2080.6456207692377,1713.2731436302097,2642.9439923385444,1787.6283285697427,2340.8369712200883,2388.738817936368,,State,NGA,NGA.9_1,NG.CR,Nigeria,Cross River,,State,,
00000000000000000547,2415.816380641494,2415.8585070993668,2415.913404672777,2415.867153944026,2415.902960585023,2415.8937849781532,2415.769648324098,2415.9084869564867,2415.922266424395,2415.8721847839183,2727.931003874832,2415.7958544243324,2778.5620505265592,2631.920405136797,2891.9741902041833,2616.8262654785067,1704.1215913962483,2198.1029061100126,2275.6762723895495,2335.637304817634,2857.963470046506,2360.0439837949743,2388.4819383808212,1895.1838565044304,2647.4383758481013,2232.930030774825,2803.2904145687207,2874.586099679461,1942.9768467497736,2359.6045251392807,2396.682787965099,2078.0750018311705,1911.5563810542042,2319.411678027362,2196.7214262051148,1873.1216529542644,2570.3114666433166,2526.1882172008477,2791.1070068405847,2692.6049457043887,2668.170291478715,2242.6553998068807,2320.1198578258477,2469.8712425674908,2348.6201249490614,2040.6139417496177,2222.32915333723,2364.1116055659786,2747.180587051075,2337.412085462883,2480.119650889596,2430.1696772696105,2498.5542037966766,2362.4726630820333,2308.591057435186,2098.8662908304627,2453.0634503730375,2591.184551164216,2652.639201822359,2107.3362852830373,2444.0931129244964,2711.4280499963565,2255.0734867231745,2681.390249563494,2717.365671718096,2119.578914285773,2643.1691598244083,2031.3403748825071,2523.110862872815,2809.526182815549,2298.010353342546,2409.6546024574504,2696.7709498961904,2210.0771382591643,2749.8121707610526,2673.372850488895,2637.0845001702896,2381.7296395177455,2669.0416757295693,2374.080223689142,2347.492986638773,2103.619825547976,2192.223112416045,2472.845519705815,2403.407732411836,2548.179465575103,1740.3465234105433,2266.1687747905216,2502.239939807461,2324.3190646081707,2204.037506887805,2522.4395771705604,2050.5869909344956,2204.0337249622244,2431.2734270660444,2290.832336902164,1986.3915129784466,2445.286304821724,2308.0931678363854,2614.670540057839,2623.9768969907823,2615.9190741218927,2302.0942828056586,2648.129464571213,3012.4461776120493,2487.4396129341635,2680.059096090367,2100.4621658949723,2684.1455586809398,2488.676887319039,2212.239438768434,2790.1849545562873,2115.8692514247805,2445.4334917110236,2162.689993157741,2675.004600886546,2470.939416943108,2775.954181153366,2502.2735347983808,2486.4450907842465,2576.173558468821,2655.494383975526,2165.493367466544,2740.578217116261,2177.1525969767645,2084.038244607992,2326.9064029074157,2778.9958253486843,2555.8006522779388,,State,NGA,NGA.10_1,NG.DE,Nigeria,Delta,,State,,
