GID_0,HASC_1,NAME_0,NAME_1,VARNAME_1,GID_0.1,HASC_1.1,NAME_0.1,NAME_1.1,VARNAME_1.1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
FRA,FR.LP,France,Occitanie,,FRA,FR.LP,France,Occitanie,,8.701419766019185,8.598276389185495,9.023197064906507,8.94502015548153,8.336233540222969,9.162392450226841,7.876982847197216,8.794293135189756,8.995841993958075,9.325290259168971,8.783363449039934,9.746715844830078,8.507442320336901,8.156718591680725,9.0971304571177,8.50087979709374,9.082082800157707,9.139498520858837,9.086830148865152,8.701961276937473,9.182815950577526,9.46527715289522,8.75706675569271,9.235486046578117,9.17568724257761,9.387532568807648,9.453545610940628,9.467295082123101,9.352632088010614,9.699040618729251,9.21843168978223,11.258180840478289,11.761432601102896,11.717177053109936,10.766244002970566,11.254965123470697,11.338318973066555,11.625899024547417,11.892390983969463,12.805469517608884,12.60895783450969,11.669369293326426,11.833648576900112,11.673187426093259,12.780004232945203,12.63665772607465,11.839408827146551,13.125517445258415,12.241695440156485,12.356172779565005,12.617141301191623,12.448696491499831,12.739028229281004,13.238046438300467,12.289183756925476,11.839791409893735,13.041996286724057,12.25268184946149,12.151680968605959,12.669665753549083,11.647993897600122,13.2781357976121,12.44959237602906,12.04447942956782,13.580309068319801,13.390669229613437,13.118511012962514,13.144796949348708,13.446023560485878,13.297447894864044
FRA,FR.PL,France,Pays de la Loire,,FRA,FR.PL,France,Pays de la Loire,,11.1790670076601,11.113353173646738,11.149010792467038,11.302759242614622,10.8182014818455,11.291189435890018,10.161118265139857,11.447616049732133,11.14044502728054,12.090682091196635,11.325977262914071,11.969178617117024,10.485970981217283,10.042624535044277,11.073058903850097,10.63758664789223,11.422036232593996,11.233037678906888,11.049352035360494,11.088680975847216,11.060719752868545,11.287785774765515,10.859049942437778,11.19386001489724,11.366469823104325,11.443042238401508,11.658080584289175,11.31120037232742,11.029999692880414,10.956231411490506,10.751547527596747,11.815747792756246,12.429354511107112,12.03071692011161,11.732931728484525,11.051329733166222,11.155065649725069,11.290377015196876,12.300585172292804,12.979738623746636,13.089559863955111,11.736408494435073,12.167212952696849,11.782908194313165,13.028131630284056,12.840911895039218,11.624535675372812,12.816977043394862,12.188516623462599,12.871360579893633,12.668874980821244,12.327568780530532,12.781362203610177,13.03617919921875,12.333259851411157,12.474644218169496,12.80668284163101,12.536778547606934,12.103417798343974,12.361877507495294,11.499739390897682,13.31996052411968,12.267114237078696,12.139584148431297,13.326521906437657,12.976685393833586,12.60993898687344,12.962178190518864,13.345668038208283,13.170660536456277
FRA,FR.PR,France,Provence-Alpes-C�te d'Azur,,FRA,FR.PR,France,Provence-Alpes-C�te d'Azur,,9.115002991253684,9.377835488232094,9.519679640326336,9.582447767432413,8.984084624685261,9.742459126706569,8.371345278282343,9.523177151103624,9.601722287607766,9.954016960758915,9.42041989281069,10.351073905749232,9.173534839057268,8.974017310229902,9.839354602408505,9.159680365817474,9.720055021209205,9.874201929001629,9.823841025104523,9.761290253999102,10.139182458255794,10.160071230458698,9.974741299947132,10.281034352229241,10.329545585576488,10.413984606816262,10.319084215688227,10.400526789431211,10.081329602810973,10.500491536318615,10.04474165221277,10.507375469836598,11.188995622627951,10.894551437853062,10.058338963854487,10.581710109081948,10.934121527339974,11.078923815772697,11.304436081407767,11.867255648239228,11.728387024987782,11.082429194188421,11.341868547991561,10.993916115394057,11.988426256703855,11.653953995198165,11.047737657456205,12.151415308578587,11.507555573152572,11.570860390436101,11.892083268637222,11.874631758749311,12.029165158254353,12.32249492044418,11.562828669006612,11.292367958236568,12.299173437544757,11.917970520410828,11.647633329677959,12.093502224234006,11.07558914925159,12.423144870800035,11.903435949528221,11.498271151951428,12.509644530719049,12.20519998990577,11.962355383149927,12.295679030226315,12.273822882935272,12.768794057657479
FRA,FR.AR,France,Auvergne-Rh�ne-Alpes,,FRA,FR.AR,France,Auvergne-Rh�ne-Alpes,,6.30699949587292,6.150887352966592,6.286378584967778,6.4390841943855905,5.794051310172658,6.409715693024452,5.01461013164257,6.397381941233912,6.402161062053078,6.957267199500502,6.205034854981553,7.329239444014111,5.802427053207974,5.497528756776258,6.609976722576022,5.981349307214941,6.647817089548606,6.710547890303862,6.53895063181037,6.4982903296615815,6.783375157615713,6.8332115690979505,6.62197078483167,6.927698363502718,7.308793914790087,7.261675920279444,7.324598341061304,7.255563283545214,6.918615516026871,7.307235485201185,6.894485330581721,8.19583568542555,9.193884989067433,9.073732311302416,8.224198874599068,8.311358186385704,8.952800047412879,9.102303850605145,9.680475237482261,10.240324055767951,10.138318409621382,9.56704162583047,9.83176362688063,9.578236000808909,10.824165962421418,10.203362419596113,9.410643080702869,10.722144506047732,10.02975272864378,10.202781182809247,10.690226023590048,10.312076535474622,10.638763159840826,11.095589668875633,10.062664608145488,9.754272397359259,10.802750739771161,10.394781129478986,10.036904299152619,10.590593354211771,9.40946645426115,11.126093542347514,10.372693819774392,9.773805271224253,11.265286361942861,11.080024799685583,10.539162985422971,10.811011600372609,11.365487299720664,11.115017941841543
FRA,FR.BF,France,Bourgogne-Franche-Comt�,,FRA,FR.BF,France,Bourgogne-Franche-Comt�,,10.15965150586788,10.009423777805003,9.976485134981582,10.147803950982563,9.657047301570543,10.058983645140591,8.86287632990557,10.264602544390351,10.149318230023644,10.92163077720025,10.183928501368129,11.137242657932125,9.550553249071251,9.212888645103044,10.335762287427888,9.676748409739497,10.519087558964282,10.414697033715285,10.040271764371573,9.880838681295666,9.948672970086827,9.995090655357302,9.714873921988834,9.936843582051878,10.352854799890707,10.216334898096113,10.247576167348882,10.179852778694505,9.559097672559,9.828289244289317,9.404060460121528,10.009686869397987,10.79425193889891,10.56109603178235,9.89899068938731,9.62377637533678,9.951087494054041,10.157921040957916,10.934922794465487,11.320191777039673,11.329495794791185,10.497507378529448,11.000127283557143,10.663192295792996,11.911970497441223,11.298370040242494,10.264076832462663,11.47727030889522,10.955320326859203,11.214766914873564,11.630790445809572,11.125045854778998,11.61711972642045,11.972260216426179,11.012545605191534,10.938314912712514,11.636459617151013,11.4391096487481,10.958966502281347,11.323578494851532,10.311545027513882,12.066988486744881,11.28817316542314,10.754155417029088,12.266045576805794,11.913139023488796,11.460885584236872,11.74802362197424,12.412649636510428,12.102775382164301
FRA,FR.BT,France,Bretagne,,FRA,FR.BT,France,Bretagne,,10.977818711355232,10.901203223254555,10.897209444272718,11.162606322229209,10.690211454296739,11.068291212781446,10.128274422988232,11.343480965609336,10.989271456842681,11.877250340494916,11.184807532870082,11.66770917030386,10.304370709585834,9.901033079963748,10.911724899372965,10.505353355819869,11.243828636114031,10.997860645990357,10.880210171671271,10.88169031766986,10.891009925807856,11.107458175242622,10.595041079381659,10.987766195734508,11.020509230479448,11.223447246622717,11.349448099250656,11.060220202039739,10.864793505394283,10.672861712846734,10.688142723213923,11.352608570315459,11.788769683508255,11.637936495179867,11.364438765523403,10.859529883302889,10.510110363485452,10.909928834848168,11.841135673845196,12.634684278060709,12.734547058057558,11.388985889849215,11.806353709262709,11.592212906588168,12.512998383791276,12.57938251813817,11.331703369164623,12.458216942281629,11.909579504189566,12.615434434479047,12.184498084567958,12.005302592846826,12.384791482967822,12.592721435481002,12.053877325588152,12.176446765486824,12.449617363310262,12.303200786667821,11.803673048587052,11.878874494874495,11.137874001132332,12.724171875006027,11.929039790030481,11.830754285073212,12.910048931498787,12.518585047275138,12.22463672407907,12.493792972328697,12.728008606250782,12.598513789149843
FRA,FR.CN,France,Centre-Val de Loire,,FRA,FR.CN,France,Centre-Val de Loire,,10.540628401345591,10.400306833431927,10.410858285538154,10.540475681364887,10.027977683828984,10.503443620427399,9.264575564315896,10.640681786736783,10.377784980134171,11.327638908262125,10.470294652882322,11.276616665518304,9.670278532165858,9.263510386891761,10.375214212624789,9.874309125700558,10.657281444275304,10.52772797791556,10.220831106687521,10.192827014607465,10.201036357707261,10.389460728188714,10.035687912702391,10.329058058400145,10.563930764726825,10.563000360010667,10.720312671239663,10.494391065843468,10.050650319786556,10.11522851073184,9.813113250859724,10.877276231290722,11.567098570818226,11.169839383113251,10.744174821153678,10.125501798147846,10.341128941401868,10.457186773260645,11.452501730347981,12.039660345657609,12.182905532355264,10.870857855932494,11.316818834839836,10.929762854673589,12.225257125767508,11.955693327503633,10.719554511961329,11.974601899657523,11.367605854894316,11.972552944114938,11.934853858083054,11.486787051700986,12.012613859297337,12.24359832284118,11.463371059039508,11.59440704799797,12.027524796879675,11.757753464973723,11.320827668420355,11.611897575008166,10.64383924206013,12.536688715585024,11.499696254610882,11.250772488344339,12.487188489306826,12.14584605928224,11.736577268284089,12.112292143930878,12.615980265498953,12.420361220543223
FRA,FR.AO,France,Grand Est,,FRA,FR.AO,France,Grand Est,,9.992466619172063,9.990425097977223,9.776052406046839,10.078776201704622,9.415217455056853,9.611160156063264,8.658147864298224,10.138469406639507,9.872673324179601,10.714822259282911,10.088226652443888,10.695183243333451,9.065185439475593,8.783893856144667,9.90888024053904,9.264229667119887,10.202046838671,10.16695322066906,9.772128691253002,9.638544552302017,9.675383440202486,9.92861134339021,9.497036166617187,9.817635082868037,10.18143624389611,10.186636691717638,10.135530536768542,10.155924857824076,9.432715016664568,9.614034128147097,9.348872621205265,9.816040871231516,10.421942414882375,10.345416823860452,9.67031192090611,9.268615582004031,9.414937927795146,9.49363325996947,10.577636549443747,10.950187569338482,11.033089959857483,10.037359693711835,10.701278549054967,10.386924892016461,11.549617379231387,11.09751523988453,9.778471091438453,11.011913363908269,10.713590751828766,11.047487884576697,11.30344283342331,10.810443957732943,11.271936982861012,11.378691107017318,10.611768998160969,10.700763689268351,11.188827490734752,11.162958351609666,10.627587143498323,10.813260582891047,9.786633703069379,11.571682357275165,10.758897791507144,10.291279168420147,11.615579816169395,11.251998941482848,10.760768281182578,10.969548248405664,11.568039123107857,11.577828175057524
FRA,FR.NC,France,Hauts-de-France,,FRA,FR.NC,France,Hauts-de-France,,10.31368593622914,10.232900383617215,10.034182810707426,10.42146992223214,9.812826926382675,9.995724563492667,9.216303720962955,10.566235948970862,10.144218282971602,11.03708552006484,10.374939578587018,10.878059388703363,9.306086075441366,8.960194331009626,10.061424869737834,9.547405378150424,10.350999078472412,10.285115496551384,9.909643198561824,9.885690298888656,9.933624393144877,10.116446268752417,9.7036391585951,10.028805093842427,10.2209385173524,10.356108164835996,10.308605078064184,10.188823982943967,9.640607051813552,9.528765030324985,9.536968502348003,10.044508990148856,10.552958255614163,10.550483112813756,10.179405765669065,9.427548485989982,9.497330407955298,9.620884229630903,10.665525192406667,11.333087384896587,11.406065086719531,10.095852398153488,10.658462494736938,10.307813783224654,11.289631769545514,11.296580559363571,9.768705123423834,11.089118126684298,10.86135678613582,11.369690926113785,11.227763900139607,10.958617525255832,11.413764827298417,11.340702712088728,10.963592909239154,11.072620522088457,11.395017787655613,11.374929123629357,10.878156802673198,10.918048364169044,9.858144477482023,11.710724216369869,10.748438607905081,10.36907562046376,11.8995374916016,11.473997075968626,11.147940326455958,11.55708273235878,11.851290867119621,11.64545676931309
FRA,FR.IF,France,�le-de-France,,FRA,FR.IF,France,�le-de-France,,10.790227813957605,10.644355705905923,10.521366346625308,10.792238045204106,10.242134246183227,10.508966859710469,9.556817210712046,10.919509122556235,10.578523890600431,11.454982350295097,10.752575225728568,11.419689695045681,9.765835042358333,9.372320398604387,10.497679232260873,9.99409497858125,10.82880836261777,10.753462446986466,10.352532172187216,10.372305354704011,10.407773604470227,10.528919585958292,10.148623984128127,10.490786707969695,10.75025691685748,10.780127289163545,10.86728189332598,10.70475091517541,10.101294413329938,10.1208178461193,9.99609481056875,10.72841476064798,11.242040314444893,11.091840901462612,10.708470343993554,10.052528122127626,10.119267266857918,10.203405744121559,11.301302586545129,11.925827792521517,12.110999835655852,10.742757440306022,11.28898426664197,10.92548426503115,12.058634084438006,11.916607289368201,10.51275689215374,11.79353491198753,11.367094283654936,11.959250662358011,11.85800724837488,11.521961163596748,12.01552623038972,12.077122970313733,11.459768569482671,11.599040154824914,11.969297140108358,11.84155685245448,11.360436211385291,11.483939748541118,10.549591761233946,12.387750462413388,11.404435345888084,11.087355944374844,12.448788048428412,12.17796644767921,11.700874802045234,12.161092386015227,12.567774862195117,12.35576405579144
