File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA_adm0_contiguous,USA,United States,USA_adm0_contiguous,USA,United States,10.462123198766529,10.2967331176014,10.97799761168496,11.585807198551393,11.520235745128014,10.636036579530943,10.983766150201268,10.847518778343144,10.812179656134632,10.855143628985374,10.49263335968277,10.728770815257406,10.713253120679667,10.937667951462794,10.605390961129894,10.593849439515878,10.520155246455332,10.662564489301928,10.435321756020409,10.5208746246899,10.58575878647236,10.590560394635753,10.395235450191512,10.960568473540794,10.91861173725105,10.499967078227069,10.496597568384843,11.094416965292163,10.255555145260487,10.184126890402558,10.992871067309006,11.42802841180963,10.405957828427438,10.759660823534395,10.776831324322245,10.322294156252918,11.478382299582236,11.558287687463524,11.143679096704986,10.647831670323024,11.668292348696108,11.454008268423337,11.13382851388169,10.367783648593976,11.299190075532303,11.195912753175369,10.703938839693356,10.924045652846692,12.072473719420037,11.831465392462315,11.449312090461225,11.682719435730059,11.435097343520917,11.499219907807094,11.416733801291747,11.703929692283902,12.08173566040196,11.708427371161259,10.945352250966161,10.99370345004204,11.390573521755817,11.444327001332473,12.65636269310068,11.02270656350908,11.13334417769696,12.190077676602021,12.513790711387974,12.231824942728858,11.722908396079077,11.240674932720117
