File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
GBR_adm0,GBR,United Kingdom,GBR_adm0,GBR,United Kingdom,8.509686636574267,8.31153966765894,8.218503441069444,9.018171496941457,8.265975960443328,8.420854636158737,8.021912516364722,9.066654842065612,8.487802788734237,9.495262177746142,8.786081309016126,8.966789314883664,7.793245062675685,7.587758520017985,8.565686131002034,8.012060179247475,8.511983952465789,8.745534645165861,8.447973637860912,8.341128575973807,8.571543683873761,8.967043465784784,8.38808121497759,8.693435712981321,8.688050528284208,8.99793504224749,8.908585307047602,8.583610580639979,8.433145043015509,7.967406317426892,8.394467532723832,8.446117358859084,9.000669074445236,9.121455736438136,8.959920955919344,8.09567708946588,7.954152636553981,8.336390940288661,9.073767683578657,9.603064316953615,9.712878227915178,8.801951292387557,9.015039528847444,8.597812119032037,9.138104553127311,9.495516698121293,8.465434792884514,9.664279937327109,9.425899182857819,9.647099913079364,9.326999299776602,9.111965504047424,9.695231314610638,9.698857717165344,9.60133355549788,9.574837553182036,9.838059400979253,9.733016411507085,9.230063799263286,9.35362242195889,8.215257177404803,9.871879435148609,8.996461566489396,8.943865360135547,9.736222959088275,9.0798173250095,9.14001681758252,9.359770891234547,9.297434230583335,9.14242343206005
