File Name,GID_0,NAME_0,File Name.1,GID_0.1,NAME_0.1,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA_adm0,USA,United States,USA_adm0,USA,United States,6.5844473059291415,6.33193310462462,6.859841853983828,7.415648614477315,7.1886764630571305,6.311688352557169,6.368609543858284,7.185525727331992,6.983144602407397,6.646160427639676,6.6962738538322,6.423620045380834,6.868597704293369,7.008048412577021,6.3006860221737595,6.490224601570351,6.287258467022095,6.865776455957227,6.461334934868404,6.752507226271395,6.559796968181293,6.144797223553866,6.175120511699362,6.759600958381654,6.6112716963406415,6.217805608835595,6.596911456598003,7.217953376235802,6.8319766027247795,6.556134483197766,7.070151732206412,7.785059036810485,6.447690400723194,6.911536584581153,6.713093303397163,6.527292209546208,7.502839398387612,7.673210900916463,7.29111732704484,6.8775676652150395,7.455444437967107,7.484147350486069,6.999502414749429,7.056689420322026,7.253273288471827,7.366852974615114,6.697628010313139,7.264313780829123,8.17687091720652,7.349713748144159,7.6441570974670014,7.723581208804707,7.886101845932113,7.845470337114733,7.7798945661918,7.9635001879757725,7.913074131955235,7.850584321661117,6.886418024967047,7.135065719622578,7.5606281095027965,7.537455540396929,8.056968322138554,7.330884807297906,7.761432597509909,8.501767066507051,8.99484555759191,8.4212259570074,8.211321445163804,8.054472387847346
