Region,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Global,7.861210910228095,8.135646010119984,8.168891131139542,8.503255897906769,8.126854971637409,8.028853632768264,7.691513878620002,8.134195720085884,8.252125288078432,8.23742825630973,8.15547310331282,8.217591173923484,8.405724242184295,8.333954339054737,7.8070450893612096,7.981750459253672,7.967113936056227,8.20607190839307,8.002661252917608,8.000116344355316,8.10932044004075,8.045208275104715,7.798811290448258,8.431560934226967,7.867601077409043,8.290606649969392,7.862268225255031,8.363922522273514,8.158430287647901,8.16295209579608,8.393867834295246,8.757766274440923,8.082491663620797,8.546760600085026,8.143772389883818,8.170323294810672,8.29139508698029,8.347786480350985,8.730686634312473,8.522737514530617,8.79278290872963,8.722014240502872,8.33091262686233,8.50728699779531,8.635185807777294,9.104140597344609,8.580556950390099,8.861006500781512,9.198482580722311,8.970886618121506,8.935290364370706,9.14181129233055,9.245589501085712,9.305626201865206,9.004731990574449,9.489761941354832,9.327916848332258,9.477391695848892,9.210879485393704,9.156189292222102,9.525450401986063,9.328051082302656,9.32325189507443,9.317505166164292,9.415851169298712,9.717431677982384,9.986890235180498,9.7602610260618,9.455161124361435,9.8791029253068,10.054926004875242
