Region,Change_2009_2020-1950_1970,LinReg_1950_2020_Intercept,LinReg_1950_2020_Slope,LinReg_1950_2020_R_Squared,LinReg_1950_2020_P_Value,LinReg_1970_2020_Intercept,LinReg_1970_2020_Slope,LinReg_1970_2020_R_Squared,LinReg_1970_2020_P_Value
Global,1.465872762651495,-43.88626138487046,0.026458882694816704,0.7876176506995806,1.8276727298263524e-86,-66.82953614330943,0.0379295979166668,0.8775491211215625,1.2930461562468184e-62
