iso_a3,Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
BRA,GCAM,Paris - Continued ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1565.7823872536,1957.242633877,1725.3867440706003,998.6618006257999,1643.9385038296,1461.3809660023999,1239.7652954658001,1089.551981736,1103.0408390392,1026.8072120432,1048.4819490834
BRA,GCAM,Paris - Increased ambition,Brazil,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1565.7823872536,1957.242633877,1725.3867440706003,998.6618006257999,1772.8892087792,1429.2537412908002,1075.555871532,885.5451941921999,884.280929907,822.099009479,862.1541165818
CAN,GCAM,Low policy,Canada,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,631.4809817976001,955.5224672318,618.3119306077999,753.1454103828,660.0450194165201,653.2208366594799,629.9287022951199,610.7582762897,581.8670863133999,710.38168377896,587.4225172341401
CAN,GCAM,No policy,Canada,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,631.4809817976001,955.5225026937999,618.3119943038,753.1454260928001,782.0629408866,818.4130573203998,855.1106738524,880.4727499631999,896.7808534868001,998.638406937,1073.5246678014
CAN,GCAM,Paris - Continued ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,631.4809817976001,955.5224672318,625.6886865838,515.44739417392,529.79223222894,479.8675984368,424.89129471254,391.62919256865996,360.40761592831996,444.43792539950005,354.17694366928004
CAN,GCAM,Paris - Increased ambition,Canada,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,631.4809817976001,955.5224672318,625.6886865838,515.44739417392,485.61269700918,368.6828796955,288.4456761308,246.4007867804,222.29417437208,226.63120904096,316.57276863408
,GCAM,Low policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,357.8553513,291.97011301164,290.08752983834006,395.5450581471,490.73029909321997,541.37900893568,571.17557469974,659.5989701465,779.76351923258,887.76348068018,973.13482467992
,GCAM,No policy,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,357.85528424999995,291.96998609164,290.08749590634005,395.54501774909994,555.8852874391999,671.95067535672,761.0902977235,908.67131569148,1103.55392540346,1284.09535179582,1482.4279846854001
,GCAM,Paris - Continued ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,357.8553513,291.97011301164,315.41777257277994,411.32625065850004,464.77522371568,521.8959684315801,544.5280567961601,628.410613305,746.4091990549601,851.7951179357199,928.75117136758
,GCAM,Paris - Increased ambition,Central America and Caribbean,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,357.8553513,291.97011303964,315.41777261277997,411.32625029850004,387.90279949946,358.99088293963996,297.65531009368,288.16261522842,289.5827776387,290.31935762206,284.3639530967
,GCAM,Low policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,624.9389809552,758.28997154242,896.1210384093199,1063.6768821420198,1169.67172801822,1279.74029486686,1284.2068600537398,1352.0206453911,1409.67206379394,1488.60746161816,1651.01512330544
,GCAM,No policy,Central Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,624.9389904912,758.28988005642,896.1209900783199,1063.67684213102,1196.16571290454,1338.2711421460199,1367.70910203432,1440.40331480354,1489.0755282655798,1543.80500356376,1836.0445512491997
,GCAM,Paris - Continued ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,624.9389809552,758.28997154242,895.58192538048,865.96029967054,840.76112855774,815.1398741092199,698.6262418482801,618.02292053372,545.84649998616,479.10168663132,435.40719418698006
,GCAM,Paris - Increased ambition,Central Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,624.9389809552,758.28997154242,895.58192538048,865.96029967054,801.55752842762,729.03369353702,589.31695551412,494.31400759622,422.5643448587,357.45830042782,308.9796096406
CHN,GCAM,Low policy,China,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,9061.5434532278,10756.217703809798,13027.767096411399,15607.4075504152,17298.1304590902,18277.289341256,19019.406372089998,19721.249534299197,19814.384843243202,19706.4793662116,19397.442170181603
CHN,GCAM,No policy,China,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,9061.5434532278,10756.217661493798,13027.766993649399,15607.4075579132,17643.3459711418,18984.3944829174,19991.626030281397,20734.131254445598,20822.8637767634,20607.8486488824,19600.214734927806
CHN,GCAM,Paris - Continued ambition,China,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,9061.5434532278,10756.217703809798,13225.619285815601,13751.643810792799,13264.828325667599,12079.722137396799,10426.623209246802,8948.1494500398,7740.2314302366,6514.204701465401,5178.7232002743995
CHN,GCAM,Paris - Increased ambition,China,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,9061.5434532278,10756.217703809798,13225.619285815601,13751.643810792799,12353.5365002172,10316.2912717698,8276.3744860118,6642.058218323401,5411.9105943636,4339.4822332678,3313.7066767011997
COL,GCAM,Low policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,91.960684649,118.83706499440001,237.04547693392,309.07348837944,382.90282130958,388.62143327454,368.23877849104,402.0459229710801,435.00810222866005,469.78945080987995,512.1408509918599
COL,GCAM,No policy,Colombia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,91.960684649,118.83719646440001,237.04545282191998,309.07351395243995,425.58978935306004,476.54087997708,506.41361342444,592.0944633156201,704.41348984388,829.16204790836,961.2646670641
COL,GCAM,Paris - Continued ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,91.960684649,118.83706499440001,261.36016638800004,243.50926945206,265.91297179278,248.28472936952,179.7569132126,174.18387961239998,165.05212102808,167.37405171806,178.32838950977998
COL,GCAM,Paris - Increased ambition,Colombia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,91.960684649,118.83706504640001,261.360166048,243.50926945406002,324.15799246658,258.33145788816006,180.21423070566,165.9365790565,160.915998129,162.86377760126,173.28854362124
,GCAM,Low policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,874.9404461558,833.8244781167999,1282.9217693895998,1342.1673004272,1225.0514371749998,1175.1182615686,1111.7237872282,1078.3452319512,980.4170914696599,1004.76024502884,972.46853172874
,GCAM,No policy,EU-12,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,874.9403069898001,833.8244241787999,1282.9218158776,1342.1673490012,1410.3463833571998,1450.6640207163998,1469.8884756928,1489.9781541492002,1599.6984228714002,1595.9278515012002,1587.4922666754
,GCAM,Paris - Continued ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,874.9404461558,833.8244781167999,986.84098739826,816.40991231884,636.5414399717599,526.2928575922799,427.33573188315995,351.13675581488,294.35706961608,273.44459872768005,293.2056925447
,GCAM,Paris - Increased ambition,EU-12,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,874.9404461558,833.8244781167999,986.84098739826,816.40991231884,651.23610902342,447.4790946967199,326.0578413121,245.16251528659998,210.74678022403998,184.494248649,218.63778395838
,GCAM,Low policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,4134.8528163104,3807.3276298981996,3704.1131422579997,3774.1867018392004,3390.0293235302,3155.5794269122002,2949.2384328800003,2787.7586419664003,2599.6994692529997,2476.5420824284,2376.412555388
,GCAM,No policy,EU-15,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,4134.8529587544,3807.3277231721995,3704.1132182479996,3774.1866493912003,3912.969267835,4030.8258873864,4085.4359501446,4080.1292839534003,4027.1617695483997,3982.4467139244002,4117.8659917961995
,GCAM,Paris - Continued ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,4134.8528163104,3807.3276298981996,2908.2146084622004,2262.1714956806,1761.694608433,1348.5996934113998,1032.478526485,885.6692025332001,744.8766827974001,633.8796796564001,581.6517261414
,GCAM,Paris - Increased ambition,EU-15,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,4134.8528163104,3807.3276298981996,2908.2146084622004,2262.1714956806,1794.5598461713998,1241.8250707067998,908.9453463092,751.4749993844,637.4922875732,525.4862477429,475.23252836868
,GCAM,Low policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,473.2468604722,450.55089613636005,698.4699800109998,935.0595348478,978.8145842174001,915.9154344159999,863.8364529274,907.6235553788,926.3663740559999,1169.6837254238,987.8883059421
,GCAM,No policy,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,473.2468902722,450.55076859236004,698.4700671569999,935.0594136018,996.1647959,949.5605326008,912.8075738404,961.6078915676001,978.6525962594,1023.0324636916,1378.2587238616
,GCAM,Paris - Continued ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,473.2468604722,450.55089613636005,687.614449969,701.50932826728,734.83681312574,605.9658706440999,567.1543912112,500.04900088876,469.02347144318003,533.29500690432,377.03254527166
,GCAM,Paris - Increased ambition,Europe_Eastern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,473.2468604722,450.55089613636005,687.614449909,701.5093283912801,630.44177877948,455.66617646,424.1568472778,305.25273821340005,272.49916239438,223.46216498205996,383.20644522288006
,GCAM,Low policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,501.5759426958,484.85301322064,835.4140468493999,974.1198455801999,979.9769674198,954.2955493418,914.204547931,861.2552459648,799.265266204,738.1614154298001,681.1942627281999
,GCAM,No policy,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,501.57607679579996,484.85301262063996,835.4140463393999,974.1198451601999,1056.0134603187998,1109.184866153,1149.0277225992002,1159.7415257894002,1104.1237269864,1085.2983529912,1086.08755993
,GCAM,Paris - Continued ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,501.5759426958,484.85301322064,861.6360786470001,832.1533875316,765.382309716,689.5797151352001,608.512902391,527.3241501765999,453.408419419,387.27027042680004,335.58605536920004
,GCAM,Paris - Increased ambition,Europe_Non_EU,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,501.5759426958,484.85301262063996,861.6360780770001,832.1533876615999,663.8809862938,490.1311030934,375.66746449619995,288.23030873759996,228.41748187459999,187.9093511108,157.77859429600002
,GCAM,Low policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,125.63328340909999,115.2307534674,105.98914908098,117.60053908068001,102.38556923271999,95.519483865618,89.634631281216,85.13191229691002,79.867936297116,74.278536715096,67.367850972268
,GCAM,No policy,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,125.63329358279998,115.23075032098,105.98914419494,117.60054499298002,132.98084427935999,146.59213161454002,158.36022865238,169.97272896357998,182.92544577164003,199.82326968164003,275.30278166164
,GCAM,Paris - Continued ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,125.63328340909999,115.2307534674,92.29183963826,116.12478791394,98.30313552346401,92.085401304818,86.250259544386,81.68354317566401,76.61967206061,71.24054898783601,64.494698576972
,GCAM,Paris - Increased ambition,European Free Trade Association,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,125.63328285779998,115.23075487098,92.29183920616,116.12478760104,75.07108929526399,54.75533006855,42.035792511711996,34.365326671666004,28.966623313674,25.199824618344,25.743266734328
IND,GCAM,Low policy,India,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2117.2417800302,2744.928491908,3972.0718076655994,6073.252795887,7836.6232617588,9761.9385862882,11720.836810870002,13197.0944184424,14483.4678490678,15579.028801799199,15699.9493477146
IND,GCAM,No policy,India,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2117.2417800302,2744.928491908,3972.0718076655994,6073.252795887,8269.6691920028,10426.197623424201,12303.626107074599,13866.8044232942,14879.006124771999,15490.215869269601,15977.503230312
IND,GCAM,Paris - Continued ambition,India,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2117.2417800302,2744.928491908,3668.0684587021997,5136.26290477,6619.294937575,8124.570916272801,9503.2531794054,10636.2601982628,11514.804072359999,12210.036984481598,12611.550679014601
IND,GCAM,Paris - Increased ambition,India,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2117.2417800302,2744.928491908,3668.0684587021997,5136.26290477,5129.7639304258,4925.1741793878,4535.6606333342,4069.5235985814,3608.1663093025995,3248.2939837374,2934.5009051906
IDN,GCAM,Low policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1025.7240472557999,1611.7088105392602,1279.83070906876,1908.8470287146,2483.5284755735997,2933.654042999,3428.3890753921996,3610.67512368,3646.4523775256803,3598.9879348223803,3411.2324426137598
IDN,GCAM,No policy,Indonesia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1025.7240472557999,1611.7088105392602,1279.83070906876,1908.8470287146,2564.5046384204,3097.4968856826,3613.6162833588005,3974.3132313822002,4134.992988801399,4179.8661151912,4199.905306989599
IDN,GCAM,Paris - Continued ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1025.7240472557999,1611.7088105392602,1366.09516728694,1952.9255620534,2450.7458245314,2834.47709663036,3177.7310913453807,3372.81329167782,3410.9371301324404,3387.07580852674,3210.53000634854
IDN,GCAM,Paris - Increased ambition,Indonesia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1025.7240472557999,1611.7088105392602,1366.09516728694,1952.9255620534,1869.5122081162,1751.3678566199599,1576.31547944342,1362.06365764064,1147.64698799014,975.46997785904,836.40913985606
JPN,GCAM,Low policy,Japan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1449.6467865426,1293.5512859538403,1378.79718143794,1376.23435133598,1237.45505388966,1116.50899814454,1013.610628728,914.2039541145,810.18149673832,768.09566217614,706.8744246485401
JPN,GCAM,No policy,Japan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1449.6467865426,1293.55129792624,1378.79717054674,1376.23434926058,1433.44607391016,1475.187254169,1473.5573573532802,1449.58648747248,1355.2844688146,1365.36218852406,1401.71728490736
JPN,GCAM,Paris - Continued ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1449.6467865426,1293.5512859538403,1236.9649234573799,1095.31709326796,954.8117087691,835.2526310963199,728.8460162806,633.14884209136,543.2742042420999,513.85480077768,474.27071365242006
JPN,GCAM,Paris - Increased ambition,Japan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1449.6467865426,1293.5512923012402,1236.9649104347798,1095.31708295716,765.51205153638,515.93052018186,359.07343029672006,254.99329384574,185.16305857237998,153.60843144758,151.76211238502
MEX,GCAM,Low policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,723.1297109696001,663.73203386022,652.16321686472,769.4469023185,778.11294363734,817.0843580648601,869.7833320516,960.9871249732201,1062.0923295181,1184.38356858524,1259.88938723002
MEX,GCAM,No policy,Mexico,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,723.1297109696001,663.7319885642199,652.16317246272,769.4469023185,896.5646390267001,1047.33566917892,1229.78885423026,1475.70085177628,1772.65671056076,2105.4441545592804,2497.5435750675
MEX,GCAM,Paris - Continued ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,723.1297109696001,663.73203386022,517.77341592958,712.2732911099199,665.0585780188401,708.1294468533999,751.85296521328,829.4049752289601,911.9383472071399,1015.5435437599999,1081.7615806883598
MEX,GCAM,Paris - Increased ambition,Mexico,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,723.1297109696001,663.73203386022,517.77341592958,712.2732911099199,543.57483943104,455.3642202701,398.10232600462,366.6434903692,334.54861918702005,317.59230154628,306.6957456511
,GCAM,Low policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1785.047609054,2323.55731798062,2611.3096878840406,3239.99146174616,3641.93550969124,3831.0410110991,3947.7436756709803,3986.0407521721804,3931.41866761934,3653.05013591036,3580.6134172986003
,GCAM,No policy,Middle East,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1785.047475252,2323.5572479506204,2611.3095884800405,3239.99160329616,3840.1320869124997,4405.1431003818,4901.2488513786,5274.616278928,5603.898462844,5770.5610015588,6141.8707499506
,GCAM,Paris - Continued ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1785.047609054,2323.55731798062,2615.55960190044,3118.45419059916,3404.8159634148196,3634.6750515295994,3752.56790494024,3813.6592317238196,3808.69122028144,3553.81955746596,3433.45163547406
,GCAM,Paris - Increased ambition,Middle East,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1785.047609054,2323.55731798062,2615.55960190044,3118.45419059916,2544.27253242118,2161.54162254198,1839.49769944278,1550.62707554038,1325.9897940026601,1104.40591520332,783.35580518696
PAK,GCAM,Low policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,315.77453962379997,346.01514201701997,585.92452738808,873.6250628871601,1206.3019603131997,1601.3589616486001,2009.3411598540001,2478.7817693479997,2997.0567959563996,3342.9455245416,3613.34198882
PAK,GCAM,No policy,Pakistan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,315.77453962379997,346.01526687902,585.92467072608,873.6250733171601,1252.0647720286,1688.4861128549999,2111.4185538726,2555.0444763524,3001.7246337792,3389.2947654512,3737.3181920998004
PAK,GCAM,Paris - Continued ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,315.77453962379997,346.01514201701997,587.4818991677998,879.0229974862,1221.3341552314,1658.0610996156001,2089.3983396882,2480.3274999460004,2836.1981556011997,3190.1487193886,3510.8636724898
PAK,GCAM,Paris - Increased ambition,Pakistan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,315.77453962379997,346.01514201701997,587.4818991677998,879.0229974862,888.66235028828,963.1866284142201,988.79867839972,988.7783520119001,958.9719570137399,919.66175963496,839.83959113358
RUS,GCAM,Low policy,Russia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2304.2587220508003,2167.6745573117996,2434.0921839596,2749.4640357994,2852.8438310462,3102.9589436416,3060.3028289916,3204.3415638700003,3328.5785373642,3267.8928405805996,3103.1451658424003
RUS,GCAM,No policy,Russia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2304.2587220508003,2167.6746356858,2434.0920880036,2749.4639413334,2953.6235075024006,3301.0653683666,3338.5157140014,3522.2919231056003,3626.6205664399995,3655.1105234514,4386.213091148799
RUS,GCAM,Paris - Continued ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2304.2587220508003,2167.6745573117996,2397.8989512442,2457.5199760503997,2491.9695093708,2528.2663133141996,2421.5113659412,2437.1097830442,2419.9374867660003,2368.4990562529997,2372.0065709713995
