iso_a3,Model,Scenario,Region,ESP Indicator Name,Unit of Entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
RUS,GCAM,Paris - Increased ambition,Russia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,2304.2587220508003,2167.6745573117996,2397.8989512442,2457.5199760503997,1609.9609913988002,1343.187867703,1052.9110160886,922.6066581110001,836.9999286707999,733.546272444,756.076307068
ZAF,GCAM,Low policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,557.0954049508001,530.3422668660601,481.11692992724,506.80276828794,436.26821897208,384.28010843021997,360.42473015022006,347.04728382542,334.97757744882,313.38326725776005,289.76755552376
ZAF,GCAM,No policy,South Africa,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,557.0954049508001,530.34227726626,481.11693254964,506.80286692594,498.58707676352003,485.56634976597996,500.53239627952,522.05435061482,550.0329018118,549.1475243098599,506.33738982209996
ZAF,GCAM,Paris - Continued ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,557.0954049508001,530.3422668660601,479.05916141528,485.27285287034,417.92762280012,367.42628196140004,343.97023580096,334.0794260642601,321.23701616278,300.03680467306003,274.0880437532
ZAF,GCAM,Paris - Increased ambition,South Africa,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,557.0954049508001,530.34227726626,479.05917622588004,485.27285287034,305.44725890591997,200.59641315652,148.54494582098,123.02802756734,106.09332159342,93.44789068852002,78.18170379776001
,GCAM,Low policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,283.8216579182,292.24532854814,386.37318650526,465.55962954334007,521.49890510586,537.82827376846,551.70171722576,589.8473930750201,630.37232071236,676.69051512942,695.0328936223601
,GCAM,No policy,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,283.82171632620003,292.24534464014,386.37315793926,465.55974725334005,542.1473852417,603.80578968678,645.01068767182,721.4071227052399,819.0069122920399,931.51500340358,1077.49960524716
,GCAM,Paris - Continued ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,283.8216579182,292.24532854814,401.73150511024,473.189785271,498.34588038984,529.55435063216,519.5574557689399,553.61646424834,590.2722577945201,634.90017299146,646.28538290154
,GCAM,Paris - Increased ambition,South America_Northern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,283.8216579182,292.24532854814,401.73150511024,473.189785271,447.1491533133,420.74970669185996,339.78744456072,304.15112507438005,280.50344285246,264.57290811288,260.53148506026
,GCAM,Low policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,437.553867575,426.66930052585997,491.98245900600006,679.6455355615999,753.0627455996199,783.4303234672601,799.0659390887799,867.3322700772202,949.40371611434,1025.49765161494,1079.1510037062
,GCAM,No policy,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,437.553927175,426.66916388785995,491.98249448,679.6456089016,868.3397055152,998.8148939928001,1103.3920318132,1260.7335736616,1450.6048465888002,1613.08569439,1811.8228270398001
,GCAM,Paris - Continued ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,437.553867575,426.66930052585997,547.3466328016,579.1187850419599,630.58310783686,640.34955713258,595.1815917643801,604.20969761792,622.5067774757399,629.75952674634,636.3077196765
,GCAM,Paris - Increased ambition,South America_Southern,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,437.553867575,426.66930050386,547.3466330786,579.11878519596,621.03420814292,541.3067790756401,428.80050269666003,388.14785697187995,366.62164224304,346.30557529681994,343.0648830612
,GCAM,Low policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,239.50299868899998,271.78160429897997,476.42104315304005,781.9386367934201,1031.4317820152,1306.9420395814,1623.163546981,1934.1963815784002,2220.2235183474,2476.7998990136,2691.2722720282
,GCAM,No policy,South Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,239.502896187,271.78149701897996,476.42112391104007,781.9386367934201,1137.7256352958,1538.8157162456002,1942.5919361794001,2340.6044629438,2707.2801567451997,3030.835146966,3342.5887615242
,GCAM,Paris - Continued ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,239.50299868899998,271.78160429897997,492.06278908578,754.00362429668,958.4413309900601,1203.04002092276,1471.78321003262,1766.09063677938,2042.246293345,2292.6390451923994,2512.0076401172
,GCAM,Paris - Increased ambition,South Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,239.502998699,271.78160429897997,492.06278908578,754.00362429668,734.3389487408799,764.8920331538,757.20431145386,742.7303521644,707.77739405692,666.20036066182,620.98615637152
KOR,GCAM,Low policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,591.900443064,682.78607699862,724.85943241872,723.82877198568,677.8544601385199,646.0565461595199,615.7328215780601,580.79696052716,537.8230240632199,496.39035821034,1690.74923805658
KOR,GCAM,No policy,South Korea,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,591.900443064,682.78606924422,724.8594136185201,723.82875072408,749.7078434368601,770.6660147739401,780.79509757448,771.5967269669401,746.61149954102,716.8134653602999,1311.025150415
KOR,GCAM,Paris - Continued ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,591.900443064,682.78607699862,540.30950453952,538.03994729942,512.5204253541,490.1361050865,466.83772461298,439.7249973116,406.427445467876,374.69022206107,1218.262480404636
KOR,GCAM,Paris - Increased ambition,South Korea,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,591.900443064,682.78606424422,540.30949327512,538.03994969402,388.89724411122,280.385044259976,205.040530924606,151.84064762402002,113.18258169615198,86.00693733219602,67.46286240239999
,GCAM,Low policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1690.3337871784001,2228.8792276600398,2418.1198790107997,3243.554758191,4116.3209333898,4672.7319808364,5229.2937576768,5706.039965131799,6117.558305446801,6326.396633296999,6294.518057052599
,GCAM,No policy,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1690.3337871784001,2228.87922741004,2418.1198790107997,3243.554758191,4299.561598644601,5139.191224443999,5968.120925480001,6791.8106943708,7474.827527342,7937.874693624799,8323.2062198876
,GCAM,Paris - Continued ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1690.3337871784001,2228.8792276600398,2582.7558040182,3246.9099769637996,3800.2056726912,4356.059500127,4834.45498329,5303.48466669,5699.6023681992,5947.7650316568,5997.256353487401
,GCAM,Paris - Increased ambition,Southeast Asia,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,1690.3337871784001,2228.8792276600398,2582.7558040182,3246.9099769637996,3016.4579767472,2706.01133628296,2366.0800691241398,2103.8728763866197,1847.7097041014001,1612.77781834114,1415.8719816301198
TWN,GCAM,Low policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,307.53719769599996,303.49821217,382.71463468300004,457.351250175,460.5284404479999,444.987493047,414.92208812999996,405.45505307499997,382.207296918,349.066744971,315.58362150000005
TWN,GCAM,No policy,Taiwan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,307.53719769599996,303.49821217,382.71463468300004,457.351250175,508.469089234,542.347027728,560.209764175,580.8176158130001,558.9945515740001,545.249429609,543.124742224
TWN,GCAM,Paris - Continued ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,307.53719769599996,303.49821217,383.13161662,460.315152416,462.617747157,447.36466496900005,416.63640111700005,406.865595949,384.05947318,348.33453206099995,314.97193719399996
TWN,GCAM,Paris - Increased ambition,Taiwan,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,307.53719769599996,303.49821217,383.13161662,460.315152416,342.986661024,254.063492645,183.78314752,140.801047626,107.08762818999999,80.295668792,66.144941663
USA,GCAM,Low policy,United States,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,6516.3543894046,6769.253087694,6631.2255581524,7438.8222162284,7535.8360526818005,7643.978861163399,7621.783293656201,7636.2575565649995,7529.621886092,7498.1716591424,7305.7488926206
USA,GCAM,No policy,United States,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,6516.3544250786,6769.252965812,6631.2255581524,7438.8222162284,8563.1067652702,9507.708154105801,10345.8587660088,11140.779911103,11633.8025818026,12272.437025109799,13045.613262075001
USA,GCAM,Paris - Continued ambition,United States,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,6516.3543894046,6769.253087694,5179.6500053988,3813.3905836269996,2828.5501612222,2251.7670562732,1845.4243705564002,1657.3993869072,1497.864183149,1484.1687989796,1365.8201679672
USA,GCAM,Paris - Increased ambition,United States,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,6516.3543894046,6769.253087694,5179.6500053988,3813.3905836269996,2938.9431056218,2191.9939420206,1751.8297159436,1541.521000687,1405.5537444334,1298.9128032439999,1288.2963399266
,GCAM,Low policy,World,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,42366.048774454,47842.26608109,51273.775667138005,62542.00276401,68159.82383019199,73366.26910953599,77440.97861737,81531.080570178,84397.97161967,86537.193522614,87498.10335638201
,GCAM,No policy,World,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,42366.04904929199,47842.265873224,51273.775545182005,62542.00289959001,74076.53199607201,83478.538952726,91364.95828559999,99528.412424284,105980.230974396,111298.228558484,118092.545484298
,GCAM,Paris - Continued ambition,World,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,42366.048774454,47842.26608109,49055.811476756004,50744.119255581994,52649.986808006,53457.452275462005,52919.344953202,53480.580306526,54003.67382141,54094.574184253994,54077.077272694005
,GCAM,Paris - Increased ambition,World,Emissions|GHG Emissions by gas with LULUCF|All GHG,Mt CO2e/yr,42366.048767898,47842.26608347,49055.811459366,50744.11924802599,45565.02415803201,39035.46054552,32440.040772583998,27971.741539678,24641.62148597,21787.550619765996,19866.42635301
