GID_0,NAME_0,2000,2010,2020,2030,2040,2050,2060,2070,2080
COM,Comoros,0.5476422991071429,0.7687813895089286,0.965087890625,1.2370431082589286,1.5006147112165178,1.7900150844029017,2.176184517996652,2.576420375279018,3.0385872977120534
CPV,Cape Verde,0.5368761335100446,0.8210765293666294,1.041581290108817,1.2687977382114954,1.5609828404017858,1.928422110421317,2.282407488141741,2.5323638916015625,2.960557120186942
CRI,Costa Rica,0.5331249418712798,0.8240437825520833,1.0771280924479167,1.3941077822730654,1.6759422665550596,2.0468651181175597,2.4325721377418157,2.9075712658110118,3.2920636858258927
CUB,Cuba,0.6415419752580406,0.8553416676764941,1.050830033573791,1.3517198771455863,1.708564034343636,2.071459248118157,2.444309875042769,2.8322290573677007,3.2486630182196623
CUW,Curaçao,0.5134844098772321,0.7481122698102679,1.0134669712611608,1.3190961565290178,1.5928737095424108,1.9891313825334822,2.387969970703125,2.7459586007254466,3.0774405343191966
CXR,Christmas Island,0.61993408203125,0.8426361083984375,0.9889984130859375,1.183258056640625,1.4763336181640625,1.78173828125,2.108551025390625,2.5575714111328125,2.9001007080078125
CYM,Cayman Islands,0.5423191615513393,0.7714146205357143,0.9845929827008929,1.2857622419084822,1.6082240513392858,1.9739815848214286,2.329929896763393,2.754581996372768,3.21099853515625
CYP,Cyprus,0.5774855840773809,0.9280380975632441,1.1553519112723214,1.4208199637276786,1.7361929757254464,2.1566830589657737,2.628692626953125,3.1250392368861606,3.556270054408482
CZE,Czech Republic,0.633123779296875,0.9406104111089939,1.298181747808689,1.6870301781631099,2.226952380668826,2.8071369450266768,3.25674423589939,3.7751393387957317,4.483937333269817
DEU,Germany,0.61082632830904,0.9359207063457008,1.1667493409065812,1.47435171893404,1.9184752914734247,2.4976572277127502,2.9690223217572145,3.526077324425795,4.180747168083775
DJI,Djibouti,0.5156042220744681,0.8135038335272606,1.1438962246509308,1.5015187364943483,1.8628455628740026,2.260899969872008,2.7843179905668216,3.3322981164810503,3.863510456491024
DMA,Dominica,0.6105880737304688,0.8493804931640625,0.993011474609375,1.2900238037109375,1.5883407592773438,1.9315414428710938,2.2478103637695312,2.7262649536132812,3.1381301879882812
DNK,Denmark,0.6413937761483948,0.9847293707842384,1.167631222250683,1.4187533686069842,1.7576252254632,2.2602298924180326,2.700963921885673,3.2729428817665642,3.739684725068306
DOM,Dominican Republic,0.6690739011301577,0.9119236029467537,1.0932960880612863,1.3819571189510012,1.686133523589199,2.0198222039972693,2.4245395104861953,2.8427793632433254,3.2439512975007583
DZA,Algeria,0.6428440139800335,1.0442328816584054,1.492985712353393,1.9075235400376989,2.4472399905752584,3.016110417830215,3.669891877268919,4.334249445860095,5.020297555675789
ECU,Ecuador,0.5503255255211333,0.8357922953944052,1.1236644692135296,1.4408868886358728,1.8271214357718895,2.2205003307711695,2.6477948026173674,3.1510217903945854,3.653581329205069
EGY,Egypt,0.6403464383857195,1.0450906285327843,1.4221440593709624,1.829639996669089,2.356460137576712,2.915066189236111,3.508863187883559,4.070648114502584,4.667646383438307
ERI,Eritrea,0.5663411865234375,0.9058780517578126,1.2619095458984375,1.6323402099609374,2.0552578125,2.514671142578125,3.05320654296875,3.62585302734375,4.2512197265625
ESH,Western Sahara,0.5353249902123803,0.8659861109278224,1.2370885900548987,1.5905703982791386,1.9862773998363599,2.4476978198902026,2.960437671558277,3.451663180514499,4.0009342227970155
ESP,Spain,0.4521557177401564,0.8038379999771786,1.1223938523156036,1.4696340885923806,1.811128818768257,2.228890988239411,2.6985507508215676,3.2440319859877067,3.797118427458617
EST,Estonia,0.8501492877339207,1.2941539675690408,1.6447093874909158,2.0860407629678415,2.6550596370253454,3.4301885560501453,3.972435529841933,4.488422482512718,5.181933380836664
