GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,2000,2010,2020,2030,2040,2050,2060,2070,2080
AFG,Afghanistan,AFG.1_1,Badakhshan,Badahšan,,Velayat,Province,,AF.BD,1.0243010914653814,1.050908849873674,1.0600324158274799,1.0777274315510321,1.095882170790926,1.1030627609392918,1.1252518400139766,1.1519104843839594,1.1504402510616758
AFG,Afghanistan,AFG.2_1,Badghis,Badghes|Badghisat|Badgis,,Velayat,Province,,AF.BG,0.9491295510150016,0.9232014595194066,0.9260693002254405,0.9404097212121841,0.9292921512684924,0.8986088367218666,0.8558253024486785,0.8406721886168135,0.8107132607317985
AFG,Afghanistan,AFG.3_1,Baghlan,Baglan|Bughlan,,Velayat,Province,,AF.BL,0.9913458194372788,0.9923652792876622,0.999049204700398,1.0024546497272995,1.0028885175596993,0.9794916116966391,0.9573870245015846,0.9561702800246904,0.9243681565770563
AFG,Afghanistan,AFG.4_1,Balkh,Balh|Mazar-i-Sharif|Mazar,,Velayat,Province,,AF.BK,0.976093053817749,0.9776581128438314,0.9596399466196696,0.9731505711873373,0.9617765744527181,0.9717961947123209,0.9592998027801514,0.9430610338846842,0.9271742502848307
AFG,Afghanistan,AFG.5_1,Bamyan,,,Velayat,Province,,AF.BM,0.9778734842936198,0.9697557106996194,0.9618874574318911,0.9553388937925681,0.9638995635203826,0.9542151231032151,0.9178972488794571,0.9053243979429587,0.8809326367500501
AFG,Afghanistan,AFG.6_1,Daykundi,,,Velayat,Province,,AF.DK,0.9518843756781684,0.9258296542697483,0.9371555752224392,0.9079498291015625,0.9247017754448785,0.8912188212076823,0.8854401482476129,0.8122333102756076,0.8106062995062934
AFG,Afghanistan,AFG.7_1,Farah,,,Velayat,Province,,AF.FH,0.9262737058243662,0.8995721205225531,0.8878566813918779,0.8910670730302919,0.868295633567954,0.8725376489027491,0.8375674553637235,0.8017025353773585,0.79930287487102
AFG,Afghanistan,AFG.8_1,Faryab,Fariab|Maimana|Meymaneh,,Velayat,Province,,AF.FB,0.9685332354377297,0.948307710535386,0.9481637992110907,0.9653044307933134,0.9336308498008579,0.9458423689299938,0.9050967646580116,0.8636623457366345,0.8398691813151041
AFG,Afghanistan,AFG.9_1,Ghazni,Gazni,,Velayat,Province,,AF.GZ,0.9590667997087751,0.9393283299037388,0.9387309210641044,0.9290905679975238,0.9278406415666852,0.8997155598231724,0.8796234130859375,0.8513622965131488,0.8293991770063128
AFG,Afghanistan,AFG.10_1,Ghor,Gawr|Ghore|Ghour|Ghur,,Velayat,Province,,AF.GR,0.9487561631476742,0.9231966391377066,0.9278940661200161,0.917010427891523,0.9131569697939116,0.9010632394374102,0.8752021351079832,0.822717074690194,0.8086505758351293
AFG,Afghanistan,AFG.11_1,Hilmand,Girishk|Hilmend,,Velayat,Province,,AF.HM,0.9111610220259979,0.8870376458688944,0.8578922047334558,0.8677344442415638,0.8636831075203519,0.8525318818933824,0.826062498974199,0.7798904290720194,0.7808557077616203
AFG,Afghanistan,AFG.12_1,Hirat,,,Velayat,Province,,AF.HR,0.9384827987007472,0.9095982427182405,0.9072816931683084,0.919930831245754,0.8950128969938859,0.8827684485394022,0.8415149191151494,0.8250899605129076,0.8035200036090353
AFG,Afghanistan,AFG.13_1,Jawzjan,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,,Velayat,Province,,AF.JW,0.9772045032398121,0.9616944596574113,0.9577318139978357,0.9718408326844912,0.9529416883313978,0.9685265824601457,0.9453455950762775,0.9021446640427048,0.8978929261903505
AFG,Afghanistan,AFG.14_1,Kabul,Cabul|Kabol|Kaboul,,Velayat,Province,,AF.KB,0.9780896306037903,0.9943258166313171,1.0157365798950195,1.0176364183425903,0.9728736281394958,0.9631803035736084,0.9083276391029358,0.9073200225830078,0.8950132131576538
AFG,Afghanistan,AFG.15_1,Kandahar,Qandahar,,Velayat,Province,,AF.KD,0.9062426430838448,0.8947985512869698,0.8525486673627581,0.841381413596017,0.8524725777762276,0.8483739580426898,0.8190695898873466,0.764244556427002,0.7505314690726144
AFG,Afghanistan,AFG.16_1,Kapisa,Kapesa,,Velayat,Province,,AF.KP,0.9864991307258606,0.9994626641273499,1.0210856199264526,1.029662847518921,0.9779742956161499,0.9671232104301453,0.9237157106399536,0.9068697690963745,0.8907747268676758
AFG,Afghanistan,AFG.17_1,Khost,,,Velayat,Province,,AF.KT,0.9834998448689779,0.9980748494466146,0.9923617045084635,1.0003777345021565,1.0028461615244548,0.9917697906494141,0.9762305418650309,0.997796376546224,0.980519692103068
AFG,Afghanistan,AFG.18_1,Kunar,Konarha|Kunarha,,Velayat,Province,,AF.KR,1.0063433647155762,1.0141948461532593,1.0324795246124268,1.0274921655654907,0.9946754574775696,1.0004425048828125,0.9628611207008362,0.980239987373352,0.9590527415275574
AFG,Afghanistan,AFG.19_1,Kunduz,Kondoz|Qonduz|Qunduz,,Velayat,Province,,AF.KZ,0.9950783252716064,0.9988470872243246,0.989396333694458,1.0162924925486247,1.0134872595469158,0.9894264539082845,0.9878987471262614,0.9636058807373047,0.9381604194641113
AFG,Afghanistan,AFG.20_1,Laghman,Lagman,,Velayat,Province,,AF.LA,0.994935549222506,1.0093146837674654,1.033141723045936,1.0367248241718,0.987979008601262,0.9803089728722205,0.9267111558180589,0.94263612307035,0.9219970703125
