GID_0,NAME_0,2000,2010,2020,2030,2040,2050,2060,2070,2080
ABW,Aruba,0.972168505191803,0.9456680417060852,0.9217086434364319,0.8798746466636658,0.8339484930038452,0.804736852645874,0.7911360263824463,0.8305803537368774,0.8157339096069336
AFG,Afghanistan,0.9559306657970693,0.9463337276587478,0.9373420457856905,0.9418366400005551,0.9355932747280196,0.9294427089115231,0.9038687074163244,0.8819592003288743,0.8673837231488677
AGO,Angola,1.000837673611111,1.009520263671875,1.02049560546875,1.0317835150824652,1.037730441623264,1.054984876844618,1.0684198676215277,1.0816277398003473,1.0792451985677083
AIA,Anguilla,0.9873255888621012,0.9656174977620443,0.9493165810902914,0.9162980715433756,0.8724010785420736,0.8341273466746012,0.8203550179799398,0.7948716481526693,0.7601438363393148
ALA,Åland,1.0433731079101562,1.0574025754575376,1.0647732063576028,1.083399525395146,1.1008436414930556,1.1149301882143374,1.1451760751229745,1.1815435621473525,1.2016992922182437
ALB,Albania,0.9928343031141493,0.9949512481689453,0.9765471352471246,0.9593558841281467,0.9378763834635416,0.9285510381062826,0.8850538465711806,0.8606801562839084,0.8148582246568468
AND,Andorra,0.9743208885192871,0.9667548179626465,0.9578470230102539,0.9427646636962891,0.9203433990478516,0.8986275672912598,0.8679813385009766,0.8241362571716309,0.7791907787322998
ARE,United Arab Emirates,0.9912371223355517,0.9751348613220968,0.9494303008656443,0.9486375973548418,0.9791229624807098,0.9987335205078125,0.9943176081151138,0.9105111581307871,0.8873798700026524
ARG,Argentina,1.01036543482087,1.0120435578653004,1.0110410229583855,1.004929664685023,0.9967616991943054,0.9877057829448269,0.9914197352810805,0.9927662263376095,1.0041058810492283
ARM,Armenia,0.9766599977171266,0.997416706828328,1.003586211761871,1.0184866174474938,0.9959910008814428,0.9645829634232954,0.983383475960075,1.003281630478896,0.9852718997311283
ASM,American Samoa,1.0084089703030057,1.0290024015638564,1.0370840496487088,1.0328806771172419,1.0347748862372503,1.0341626273261175,1.035133679707845,1.0303755866156683,1.027000109354655
ATA,Antarctica,1.0357711400741185,1.0742347912910657,1.112048574594351,1.1502923427483975,1.194313714443109,1.246725385616987,1.3135970678084936,1.383316431290064,1.47517825395633
ATF,French Southern Territories,1.0139504185429327,1.0299413469102647,1.0416930163348164,1.0569109033655237,1.0731418044478804,1.0907726994267217,1.1106906467013888,1.133853417855722,1.1555201212565105
ATG,Antigua and Barbuda,0.9896000756157769,0.9658234914143881,0.9459194607204862,0.9105296664767795,0.872360971238878,0.8392290009392632,0.7965841293334961,0.7892026371426053,0.7519397735595703
AUS,Australia,1.03380023163676,1.0210869044000503,1.020957443951241,1.0057555446084185,1.0062365380785678,0.9993785734686819,0.9869448021916402,0.9777618720390324,0.9748707524526246
AUT,Austria,1.0381259652071222,1.0448814924373182,1.0535096634265988,1.0487106678097746,1.0556308480196221,1.0559394304142442,1.0505673430686773,1.0394770422647166,1.0230484363644623
AZE,Azerbaijan,0.9742333809154455,0.9864201887942957,0.9957561584180622,1.0055505487907446,0.9897484300239234,0.9681253387597188,0.9840977134887111,0.995947878896905,0.9756487248616926
BDI,Burundi,1.0201475663618609,1.027144276012074,1.048633506081321,1.0575779307972302,1.0500633239746093,1.056355146928267,1.0705936085094105,1.1094972090287643,1.1328347639604048
BEL,Belgium,1.0442307513693105,1.0329911605171536,1.0458519977072012,1.0556767505148184,1.0634292934251868,1.0632424561873726,1.0608284162438435,1.0747207973314368,1.079352337381114
BEN,Benin,1.0258257715835184,1.0274375489520542,1.0427267006811152,1.0564572097081217,1.075434186131821,1.0770349647793067,1.0851754900162596,1.0836587508922906,1.1001079578690118
BES,"Bonaire, Sint Eustatius and Saba",0.9896186590194702,0.9657787084579468,0.9432194828987122,0.9233765602111816,0.889959454536438,0.8674181699752808,0.8242255449295044,0.8324555158615112,0.8130792379379272
BFA,Burkina Faso,1.0398243065499928,1.049775373631453,1.0644856251586063,1.084978780724333,1.0928717876531686,1.1022147689783932,1.1056123454720128,1.1130223816342808,1.115087805657265
BGD,Bangladesh,1.021729662902373,1.0365207069798519,1.0595753605204417,1.080366779987077,1.1043460243626644,1.1314584832442434,1.1652911193388746,1.2030419371181862,1.256511258003407
BGR,Bulgaria,1.002714599609375,1.0098763427734374,1.0099086303710938,0.9965093383789062,0.9660811767578125,0.930568115234375,0.925214111328125,0.8965181274414062,0.8567266845703125
BHR,Bahrain,0.9958164095878601,0.9052750468254089,0.9762922525405884,0.9557409882545471,0.9753261804580688,0.9840066432952881,1.0106384754180908,0.8820863366127014,0.8843154907226562
BHS,Bahamas,0.9829073746999105,0.9687016805013021,0.9736878077189127,0.9681646029154459,0.9469968477884928,0.930604616800944,0.9125393231709799,0.9004267056783041,0.8774263064066569
BIH,Bosnia and Herzegovina,1.0256078456475484,1.0292893076330665,1.030318345480818,1.0190842791301449,1.0036709172938898,0.9855777151216336,0.9723015141680957,0.9424336751302084,0.9163825802686738
BLM,Saint-Barthélemy,0.990008533000946,0.9902361631393433,0.9629043340682983,0.9480844140052795,0.9103877544403076,0.8808177709579468,0.8262833952903748,0.8390132188796997,0.8162287473678589
BLR,Belarus,1.027240978422619,1.0336497860863094,1.039623558407738,1.0497607421875,1.0651620628720238,1.07015380859375,1.0888947405133929,1.094059593563988,1.093330543154762
BLZ,Belize,0.987636760129767,0.9685436184123412,0.9770104359772246,0.9731099403510659,0.9648459483001192,0.9274897171279132,0.9132915432170287,0.8831994008209746,0.853554353875629
BMU,Bermuda,1.0019671122233074,1.0056699911753337,1.004364808400472,0.9989995956420898,0.9757285912831625,0.97024933497111,0.9604110717773438,0.9701117674509684,0.9575699170430502
BOL,Bolivia,1.0033629876111199,1.003324150518559,1.0095000858985106,1.0079708944167187,1.010254591610457,1.00857766687461,1.0145764746520196,1.016148767691438,1.0273831963018558
BRA,Brazil,0.9862462352185226,0.9824901302568116,0.9772387724234219,0.9765643179366221,0.9712079329465646,0.9709536697199188,0.967599494018658,0.9692450571955915,0.9583131432190303
BRB,Barbados,0.9824927647908529,0.9533676306406657,0.9384989738464355,0.9223361810048422,0.8773825168609619,0.8649378617604574,0.8490374088287354,0.8352160453796387,0.7976263364156088
BRN,Brunei,0.9994421005249023,0.9937662124633789,0.9933323860168457,1.001948070526123,1.0122217178344726,1.0444430351257323,1.0661026954650878,1.0730352401733398,1.0896102905273437
BTN,Bhutan,1.0507560143103967,1.0551210061097755,1.0770585475823817,1.1203343318058894,1.1552415505433693,1.20225094526242,1.2697278536283052,1.3101247151692708,1.3686703412960737
BVT,Bouvet Island,1.0495408773422241,1.0579136610031128,1.0677180290222168,1.0827213525772095,1.1116844415664673,1.1281710863113403,1.175962209701538,1.1911946535110474,1.2276031970977783
BWA,Botswana,1.0076436360677083,0.996932847764757,0.9829864501953125,0.9663157823350694,0.9550046793619792,0.9434093560112847,0.9366130913628472,0.9414449734157986,0.9026141357421875
CAF,Central African Republic,1.029393536111583,1.0476084833559782,1.0631216961404553,1.0696529885996944,1.0877264935037365,1.1102080635402514,1.1404795771059784,1.1606986667798913,1.1667009436565896
CAN,Canada,1.041944353673638,1.0654270634368221,1.0897137482194308,1.1167271824112144,1.149913677806015,1.184128047201269,1.224830871224384,1.2659524072080677,1.3129909211207873
CCK,Cocos Islands,1.0042884349822998,1.0046257972717285,1.0028036832809448,0.993293821811676,0.9852972030639648,0.9818899631500244,0.9784796237945557,0.9719967842102051,0.9745994210243225
CHE,Switzerland,1.026087692805699,1.023287091936384,1.0351849283490862,1.0323309898376465,1.0375514711652483,1.033433505467006,1.0233537810189384,1.0078204018729073,1.0064285142081124
CHL,Chile,0.9894132641587507,0.986399315113162,0.9764648156393926,0.9668756549771517,0.9544859750557715,0.9396860213820524,0.9360281988746761,0.9281239880181347,0.9249686426174798
CHN,China,1.0213163859469911,1.0386402952595655,1.0545596888894107,1.069407426106832,1.0944461730540422,1.1227574959687519,1.1531753172161687,1.1856219716716763,1.222175582378358
CIV,Côte d'Ivoire,1.0006811196911973,1.0023196499043532,1.0059545697498713,1.01104736328125,1.0255620509018133,1.0288398020552019,1.0419044023678627,1.0488128034175668,1.0602954503440072
CMR,Cameroon,1.0184058820697623,1.0279840173855634,1.0431887344575264,1.0568428147007043,1.070676131987236,1.085570429412412,1.1187414894641285,1.146051885040713,1.1710129428917253
COD,Democratic Republic of the Congo,1.0123490521121883,1.0235820757348415,1.0322576718317173,1.041792606859803,1.0587127770083102,1.0797713899949986,1.1061659296610495,1.1257657855061172,1.1391890112823175
COG,Republic of Congo,1.0018451222699813,1.016417889790021,1.0339466648030902,1.0417850310031367,1.0497807499201324,1.058274279739777,1.0771364119859432,1.0961655400499535,1.1104926921177973
COK,Cook Islands,0.9987272115854117,1.0117733295147235,1.0020643380972056,1.0059588505671575,1.0092451389019306,1.0134040392362154,1.0026895082913911,1.0015373963576097,0.9980820142305814
COL,Colombia,1.01423973880597,1.0202401323460821,1.0175036438899254,1.0225333780317165,1.0190026673274253,1.0306181494869402,1.0406972947761195,1.0495159456623135,1.0492687441697761
COM,Comoros,1.009288992200579,1.0163982936314173,1.0254839488438197,1.0437333924429757,1.0415502956935339,1.04774842943464,1.038336890084403,1.0416784286499023,1.0582338060651506
CPV,Cape Verde,0.9748594420296806,0.9748423440115792,0.9592623029436383,0.9465535027640206,0.9692783355712891,0.9563719885689872,0.9486977713448661,0.9403860909598214,0.9546287400381905
CRI,Costa Rica,1.0113438197544642,1.0148373558407737,1.0154172624860491,0.993753415062314,0.98544187999907,0.9813791184198288,1.0023921421595983,0.9945451282319568,0.9727810814267113
CUB,Cuba,0.9954913062770872,0.9881726564282048,0.9942484389256386,0.9840045566976505,0.9576656592153284,0.9440316527429289,0.9248618244254676,0.9096072677278171,0.905564468272411
CUW,Curaçao,0.9719601358686175,0.9415915352957589,0.9191345487322126,0.8993144035339355,0.8599823543003627,0.814075401851109,0.7904753003801618,0.8395224979945591,0.8271638325282505
CXR,Christmas Island,1.0074405670166016,0.9999085664749146,0.999239444732666,0.9763699173927307,0.9780934453010559,0.9764904975891113,0.9680445790290833,0.9872750043869019,0.968504786491394
CYM,Cayman Islands,0.9636669158935547,0.9398606164114816,0.9494519914899554,0.9376512254987445,0.8735301154000419,0.8570533479963031,0.8574138368879046,0.8515152250017438,0.8026573998587472
CYP,Cyprus,0.9446899777367002,0.9580005464099702,0.9272648039318266,0.9119189126150948,0.9056378319149926,0.85779907589867,0.8293635050455729,0.7738127935500372,0.7422548021589007
CZE,Czech Republic,1.033956388147866,1.0325954530297257,1.0452353872903963,1.0517333240043827,1.0696297994474084,1.0662823188595656,1.067094012004573,1.0553020198170733,1.0404360887480946
DEU,Germany,1.0404998096335762,1.04719728575438,1.0596390399550941,1.0718022179126179,1.084108026906655,1.084498105537765,1.0796100450207966,1.0800128482957891,1.086319383097762
DJI,Djibouti,1.0336409223840592,1.0940702722427693,1.0942037866470662,1.1361051518866356,1.1889874884422789,1.2641275284138132,1.2912307089947639,1.320916196133228,1.4021444117769282
DMA,Dominica,1.0009803771972656,0.9668899178504944,0.9393901824951172,0.9151098728179932,0.8894220590591431,0.8364267349243164,0.821873664855957,0.8134310245513916,0.7851274609565735
DNK,Denmark,1.043975329789959,1.0476045035273651,1.0619620234588456,1.0801476650550716,1.0868395195632685,1.1080903433711151,1.1085604474844177,1.14864570325841,1.1651230275305242
DOM,Dominican Republic,0.9749318835804763,0.9635445307759405,0.9473791029846784,0.92485720440022,0.8961512741533298,0.8732624979852472,0.8556187453779202,0.8520436703580098,0.8306215897347163
DZA,Algeria,1.06294686763758,1.0775594480685455,1.0947025130856596,1.03579720583829,1.0212519427175843,1.018493457481598,1.0090910510102131,0.9906285422964083,0.999681540607219
ECU,Ecuador,1.01829099874892,1.0372001542473719,1.0563995080060125,1.0811614990234375,1.10176269249982,1.1465812718263968,1.1887353290610598,1.2469634306595623,1.2971045146889402
EGY,Egypt,1.2054316454594678,1.3033533588225354,1.2321219539010762,1.2856043485037407,1.3266458424726466,1.187044084364771,1.2057376824295094,1.2159757022526365,1.0449600786733588
ERI,Eritrea,1.033365478515625,1.06587646484375,1.063496337890625,1.060631103515625,1.0853641357421875,1.157599853515625,1.166444091796875,1.211861328125,1.2959637451171875
ESH,Western Sahara,1.0115834828969594,0.9606387851474522,0.942564818236205,0.9203503582928632,0.9205017777176591,0.904754638671875,0.894553382117469,0.8732176084776182,0.7991929612718187
ESP,Spain,0.9650095017534384,0.9460601360911636,0.9324580325356012,0.9139209959035723,0.8946122538149647,0.863791520546799,0.8329325734466285,0.797743993237281,0.7569615736444133
EST,Estonia,1.0524111015852107,1.0635042412336482,1.0699049483898073,1.0888072169104288,1.1040495051894077,1.1226114672283793,1.1541859826376273,1.1811599731445312,1.2054663369821947
ETH,Ethiopia,1.0565731630889799,1.089415933484229,1.1108574127482476,1.1352001344674845,1.1652593975126557,1.2002579828660436,1.221075800720405,1.257570945288162,1.30710882739486
FIN,Finland,1.0566010148557898,1.0689485105749679,1.0836411567583477,1.1018035052573845,1.1246311762561536,1.1495364463492617,1.178254636999679,1.203200248822774,1.22087347997378
FJI,Fiji,1.0254094549950132,1.0251936675808955,1.0288593481618462,1.0432619135430519,1.0547771048038563,1.0665421722628545,1.0529589281014518,1.0663184849083,1.0808601108848626
FLK,Falkland Islands,0.9979057312011719,0.9982674916585287,1.0032582812839084,1.008968989054362,1.0150751537746854,1.006018426683214,1.0143033133612738,1.0147410498725042,1.0238250096638997
FRA,France,1.0148030117418638,1.0043970077398563,1.003038653053677,1.0007593537021873,1.0013302878011412,1.0002570390096681,0.987329761959795,0.9693726308247042,0.9503800173684489
FRO,Faroe Islands,1.0225393507215712,1.0317811965942383,1.0482890870836046,1.0647127363416884,1.0777757432725694,1.079739146762424,1.0841832690768771,1.1058828565809462,1.138289663526747
FSM,Micronesia,1.018920409373748,1.0247008494841747,1.0270967728052385,1.0313194470527844,1.0418033110789764,1.0477955157940204,1.0570507538624299,1.0713438376402245,1.0804764185196314
GAB,Gabon,1.003454859778102,1.0169218845976657,1.0351751454046376,1.053574920579315,1.067602134160972,1.086987694592675,1.1113006816742168,1.128184700480843,1.140711753901451
GBR,United Kingdom,1.036872964421174,1.0386890421442116,1.0445358558191788,1.060533025333938,1.0782602758080475,1.0821349614528364,1.0887046954877144,1.10613603013172,1.1238266434078166
